,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,1687,552,1513,396.73,971.43,974.59,486.41,1278,1857,281.72,620.83,4231,2941,3212,2015,4557,2659,4234,4915,11941,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,6012,-,-,-,81442,-,30000,30000,49748,49748,-,-,-,Upgrade
2,Trading Asset Securities,1732,1589,1584,1598,1528,1987,2362,1690,1760,93059,95638,-,107231,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,3419,2141,3097,1995,2500,2961,2848,8981,3617,93341,96259,85673,110172,33212,32015,54305,52408,4234,4915,11941,Upgrade
4,Cash Growth,36.76%,-27.70%,8.71%,-77.79%,-30.90%,-96.83%,-97.04%,-89.52%,-96.72%,181.05%,200.67%,57.76%,110.22%,684.46%,551.39%,354.77%,223.88%,-70.96%,-67.79%,-24.20%,Upgrade
5,Accounts Receivable,306.46,41972,44016,42665,5930,174792,2438,15734,5486,1029,1529,60013,16715,1566,3209,42.57,4255,1647,2322,2561,Upgrade
6,Other Receivables,425.66,199.44,203.83,283.29,141.48,1267,909.64,1005,199.15,156.25,2231,2141,2283,3070,16960,3514,13443,29357,23802,4691,Upgrade
7,Receivables,31732,42171,44220,42949,6072,192614,22051,32738,21685,1186,3761,62154,18998,4636,60096,44812,58954,68360,56123,32250,Upgrade
8,Inventory,-,39412,16100,4251,4393,38306,16470,1976,2003,36454,10846,2498,891.45,19815,6071,3446,1224,9479,4590,1515,Upgrade
9,Prepaid Expenses,2.57,28.79,5.16,8.26,11.36,26.13,26.13,-,0.7,66.81,-,178.32,60.23,34.97,41.21,68.18,83.74,-,-,20.95,Upgrade
10,Other Current Assets,199.2,5528,2858,192.61,43451,299.55,155.94,212.48,142.06,1262,48786,14159,1105,3352,10373,22404,10215,1015,13538,61775,Upgrade
11,Total Current Assets,35353,89282,66280,49395,56427,234208,41552,43908,27448,132309,159651,164662,131227,61050,108596,125036,122885,83087,79165,107503,Upgrade
12,"Property, Plant & Equipment",-,3622,3622,3664,3706,3749,3791,3833,3414,3437,3461,3485,3508,3556,3557,3607,3955,9910,9913,9939,Upgrade
13,Long-Term Investments,365553,361819,362213,362318,362318,362172,362172,386128,382007,304611,240213,239200,239200,278923,222662,202662,202662,245831,246395,211995,Upgrade
14,Other Intangible Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5880,5880,5880,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,-,-,-,-,-,85.84,85.84,85.84,85.84,60.34,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,21.02,14.01,16.48,18.95,21.43,26.58,33.06,41.39,53.4,-,79.52,-,-,-,-,-,-,-,-,-,Upgrade
17,Total Assets,400926,454737,432131,415396,422473,600241,407633,433995,413008,440417,403405,407347,373935,343529,340695,337186,335382,338827,335473,329438,Upgrade
18,Accounts Payable,221.66,37318,15224,4174,5844,187999,14308,18588,4877,32772,9123,22080,2691,19586,12851,9075,9142,13735,8477,7953,Upgrade
19,Accrued Expenses,358.8,292.51,718.83,279.53,367.91,244.75,345.57,336.94,243.53,184.24,14.79,-,12.19,-,1675,2231,2268,923.93,923.93,923.93,Upgrade
20,Short-Term Debt,-,12600,12600,12600,12600,12600,-,4715,-,175,-,-,-,46.62,1958,3951,1305,4504,7025,-,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,46.62,-,-,-,-,2090,-,-,5054,Upgrade
22,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1230,-,-,-,Upgrade
23,Current Income Taxes Payable,679.36,648.06,673.04,413.58,6059,8666,10666,12407,12182,13290,3994,8875,6076,-,24.19,11.41,11.41,24.12,24.12,24.12,Upgrade
24,Other Current Liabilities,308.4,4803,4037,738.15,447.58,1809,889.65,1590,47.22,2958,1588,1446,1391,1604,2083,1503,1591,2024,2160,1590,Upgrade
25,Total Current Liabilities,1568,55662,33253,18206,25319,211318,26209,37637,17349,49379,14719,32447,10170,21236,18591,16771,17638,21211,18610,15545,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,46.62,-,-,-,-,420.96,-,379,Upgrade
27,Long-Term Deferred Tax Liabilities,15.28,15.28,15.28,15.28,15.28,-,-,-,-,-,5108,3272,3272,-,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,-,-,-,-,-,-,-,270.92,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Total Liabilities,1583,55677,33268,18221,25335,211318,26209,37908,17349,49379,19828,35720,13489,21236,18591,16771,17638,21632,18610,15924,Upgrade
