,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,183648,180426,99879,115988,128876,125654,151429,164317,128876,138542,219089,212645,425291,393072,154651,135320,144986,90213,109545,161095,32219,Upgrade
1,Market Cap Growth,43.59%,43.59%,-34.04%,-29.41%,0%,-9.30%,-30.88%,-22.73%,-69.70%,-64.75%,41.67%,57.14%,193.33%,335.71%,41.18%,-16.00%,350.00%,250.00%,183.33%,354.55%,-41.18%,Upgrade
2,Enterprise Value,180230,190895,109392,126604,139034,135302,148591,160061,126244,45385,122839,127028,315175,359915,124622,84993,97203,90917,111668,153402,61493,Upgrade
3,Last Close Price,5700.00,5600.00,3100.00,3600.00,4000.00,3900.00,4700.00,5100.00,4000.00,4300.00,6800.00,6600.00,13200.00,12200.00,4800.00,4200.00,4500.00,2800.00,3400.00,5000.00,1000.00,Upgrade
4,PE Ratio,82.94,-,9.79,6.63,114.73,81.39,-27.70,-,6.07,4.34,3.08,3.32,7.90,8.74,30.31,29.59,29.81,24.34,29.48,43.14,-6.14,Upgrade
5,PS Ratio,3.46,3.40,1.72,1.99,2.38,2.34,2.72,3.26,2.60,2.78,7.00,6.97,11.69,10.21,4.90,3.29,4.22,2.77,4.61,5.44,0.75,Upgrade
6,PB Ratio,0.57,0.45,0.25,0.29,0.32,0.32,0.39,0.43,0.33,0.35,0.56,0.55,1.14,1.09,0.48,0.42,0.45,0.28,0.35,0.51,0.10,Upgrade
7,P/TBV Ratio,0.45,0.45,0.25,0.29,0.32,0.32,0.39,0.43,0.33,0.35,0.56,0.55,1.14,1.09,0.48,0.43,0.46,0.29,0.35,0.51,0.10,Upgrade
8,P/FCF Ratio,4.53,4.53,-,-15.72,-,-,1.74,-,-,1.37,-17.58,-,-,-,4.58,-,1.86,-0.94,-,16.81,-,Upgrade
9,P/OCF Ratio,4.53,4.53,-,-14.83,-,-,1.73,-,-,1.37,-17.58,-,-,-,4.58,-,1.85,-0.95,-,16.16,-,Upgrade
10,EV/Sales Ratio,3.40,3.60,1.88,2.17,2.57,2.52,2.67,3.17,2.54,0.91,3.93,4.17,8.66,9.35,3.95,2.07,2.83,2.79,4.69,5.18,1.42,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,19.38,-,-,-,66.05,-,696.88,-12.24,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-77.41,-,Upgrade
13,EV/FCF Ratio,4.80,4.80,-,-17.16,-,-,1.71,-,-,0.45,-9.86,-,-,-,3.69,-,1.24,-0.95,-,16.01,-,Upgrade
14,Debt / Equity Ratio,-,-,0.03,0.03,0.03,0.03,0.03,-,0.01,-,0.00,-,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.02,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,-,-,-,40.73,-,1.30,8.84,Upgrade
16,Debt / FCF Ratio,-,-,-,-1.71,-,-,0.15,-,-,-,-0.01,-,-,-,0.00,-,0.05,-0.05,-,0.73,-,Upgrade
17,Asset Turnover,0.29,0.08,0.12,0.00,0.28,0.07,0.08,0.00,0.36,0.04,0.08,0.00,0.22,0.04,0.16,0.03,0.15,0.15,0.08,0.01,Upgrade,
18,Inventory Turnover,-,-,1.23,4.85,0.27,6.58,1.21,3.34,0.06,7.62,0.57,4.20,0.51,7.49,0.89,11.00,3.04,8.28,6.88,8.43,1.68,Upgrade
19,Quick Ratio,2.38,2.65,0.80,1.42,2.47,0.34,0.85,0.24,0.68,0.54,1.91,6.80,4.56,12.70,1.78,2.81,3.45,3.97,1.66,1.67,1.23,Upgrade
20,Current Ratio,22.54,22.54,1.60,1.99,2.71,2.23,1.11,1.59,1.17,1.58,2.68,10.85,5.07,12.90,2.87,5.84,7.46,6.97,3.92,4.25,6.92,Upgrade
21,Return on Equity (ROE),-0.04%,0.20%,1.70%,0.04%,8.43%,7.79%,-15.12%,0.46%,1.29%,7.79%,12.66%,12.22%,47.39%,0.67%,2.10%,2.91%,0.69%,0.01%,2.61%,1.32%,Upgrade,
22,Return on Assets (ROA),-1.48%,-0.51%,-0.37%,-0.26%,-0.40%,-0.34%,-0.56%,-0.87%,-0.09%,-0.37%,-0.26%,-0.20%,-0.53%,-0.38%,-0.28%,-0.13%,-0.03%,-0.12%,0.99%,-0.10%,Upgrade,
23,Return on Capital (ROIC),-1.56%,-0.55%,-0.38%,-0.27%,-0.51%,-0.44%,-0.60%,-0.92%,-0.09%,-0.40%,-0.28%,-0.21%,-0.56%,-0.40%,-0.29%,-0.13%,-0.04%,-0.13%,1.03%,-0.12%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.63%,-,Upgrade
25,Earnings Yield,1.21%,1.04%,10.21%,15.09%,0.87%,1.23%,-3.61%,-3.30%,16.46%,23.05%,32.46%,30.15%,12.66%,11.45%,3.30%,3.38%,3.35%,4.11%,3.39%,2.32%,-16.30%,Upgrade
26,FCF Yield,22.06%,22.06%,-21.99%,-6.36%,-22.16%,-23.22%,57.34%,74.42%,77.66%,72.79%,-5.69%,-19.82%,-0.33%,0.01%,21.84%,2.54%,53.86%,-106.15%,-8.54%,5.95%,-232.32%,Upgrade
27,Buyback Yield / Dilution,-23.00%,-1.88%,15.40%,-13.78%,-0.27%,0.12%,0.06%,-1.47%,0.25%,-1.72%,-0.33%,-0.35%,0.23%,4.49%,-2.11%,0.81%,-0.43%,-2.92%,2.38%,-0.57%,Upgrade,
28,Total Shareholder Return,-23.00%,-1.88%,15.40%,-13.78%,-0.27%,0.12%,0.06%,-1.47%,0.25%,-1.72%,-0.33%,-0.35%,0.23%,4.49%,-2.11%,0.81%,-0.43%,-2.92%,2.38%,-0.57%,Upgrade,
