,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,36,26,45,75,68,83,105,182,214,364,663,Upgrade
1,Market Cap Growth,-65.36%,-65.36%,-33.59%,-10.26%,-34.69%,-54.12%,-51.00%,-50.00%,-67.74%,-59.52%,-38.00%,Upgrade
2,Enterprise Value,285,265,309,314,291,276,254,308,400,527,816,Upgrade
3,Last Close Price,0.13,0.10,0.17,0.28,0.26,0.31,0.39,0.68,0.80,1.36,2.48,Upgrade
4,PS Ratio,0.22,0.16,0.17,0.33,0.39,0.39,0.45,0.83,1.34,3.09,4.92,Upgrade
5,PB Ratio,-0.10,-0.10,-0.19,-0.29,-0.30,-0.39,-0.57,-1.55,-2.38,-1.72,-3.44,Upgrade
6,P/FCF Ratio,-,-,-,-,-7.79,-,27.71,-,-,-246.04,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-7.79,-,27.65,-,-,-247.04,-,Upgrade
8,EV/Sales Ratio,1.73,1.61,1.13,1.41,1.65,1.29,1.09,1.40,2.50,4.47,6.05,Upgrade
9,EV/FCF Ratio,-,-,-,-,-33.15,-,67.23,-,-,-356.43,-,Upgrade
10,Debt / Equity Ratio,-0.91,-0.91,-0.93,-1.09,-0.99,-1.03,-1.04,-1.18,-1.45,-1.02,-0.93,Upgrade
11,Debt / FCF Ratio,-,-,-,-,-26.08,-,50.50,-,-,-146.73,-,Upgrade
12,Earnings Yield,-95.94%,-132.53%,-80.37%,-58.55%,-74.10%,-151.12%,-121.24%,-14.87%,-8.38%,-9.13%,-4.24%,Upgrade
13,FCF Yield,-404.25%,-404.25%,-18.74%,-4.15%,-12.84%,-8.62%,3.61%,-7.93%,-4.43%,-0.41%,-0.38%,Upgrade
14,Buyback Yield / Dilution,0.00%,-,-,-0.00%,-0.00%,-,-,-,-0.00%,0.00%,0.00%,Upgrade
15,Total Shareholder Return,0.00%,-,-,-0.00%,-0.00%,-,-,-,-0.00%,0.00%,0.00%,Upgrade
