,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,938.25,884.19,853.23,700.24,825.96,871.73,859.06,892.87,1034,1237,Upgrade
1,Short-Term Investments,-,81.81,-,127.14,-,1.63,-,2.23,-,7.66,Upgrade
2,Trading Asset Securities,13.66,38.03,152.39,147.12,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,951.92,1004,1006,974.5,825.96,873.36,859.06,895.1,1034,1245,Upgrade
4,Cash Growth,-5.34%,3.03%,21.75%,11.58%,-3.85%,-2.43%,-16.88%,-28.10%,-16.54%,12.69%,Upgrade
5,Accounts Receivable,25.91,12.55,15.9,12.11,12.32,4.54,1.04,-,1.18,12.8,Upgrade
6,Other Receivables,-,-,-,-,-,5.98,-,1.89,-,0.09,Upgrade
7,Receivables,132.68,123.48,129.49,134.66,144.81,58.62,43.82,95.81,52.76,47.89,Upgrade
8,Inventory,1.42,1.19,1.16,0.9,0.48,0.58,0.76,0.69,0.85,0.96,Upgrade
9,Prepaid Expenses,121,1.75,50.98,1.64,47.36,2.39,51.81,2.41,28.6,1.7,Upgrade
10,Other Current Assets,32.12,87.64,32.71,64.75,20.38,81.75,23.1,76.65,30.2,64.72,Upgrade
11,Total Current Assets,1239,1218,1220,1176,1039,1017,978.56,1071,1146,1360,Upgrade
12,"Property, Plant & Equipment",2318,2409,2401,2378,2309,2471,2588,2689,2799,2818,Upgrade
13,Long-Term Investments,-,-,11.17,30.37,137.06,97.1,127.15,139.72,34.69,13.8,Upgrade
14,Other Intangible Assets,0.39,0.43,0.45,0.46,0.17,0.19,0.2,0.22,0.25,0.3,Upgrade
15,Long-Term Deferred Tax Assets,42.61,40.31,34.08,31.13,36.26,42.87,53.64,40.83,22.16,12.35,Upgrade
16,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,5.44,Upgrade
17,Total Assets,3600,3668,3666,3617,3521,3715,3934,4067,4157,4210,Upgrade
18,Accounts Payable,2.13,2.63,2.9,7.16,1.04,1.35,0.79,3.08,1.71,2.62,Upgrade
19,Accrued Expenses,-,67.23,-,67.16,-,52.98,-,38.61,-,47.11,Upgrade
20,Short-Term Debt,1453,-,-,-,-,-,-,-,-,-,Upgrade
