,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,204,192,243,204,256,319,409,511,498,601,383,Upgrade
1,Market Cap Growth,-6.25%,-6.25%,-5.00%,-36.00%,-37.50%,-37.50%,-17.95%,-14.89%,30.00%,11.90%,-37.50%,Upgrade
2,Enterprise Value,707,693,722,684,844,964,1137,1252,957,845,698,Upgrade
3,Last Close Price,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.03,Upgrade
4,PE Ratio,30.53,28.62,-,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,20.83,Upgrade
6,PS Ratio,0.68,0.63,0.83,0.84,1.66,2.35,4.35,94.62,13.20,3.55,1.57,Upgrade
7,PB Ratio,0.11,0.10,0.13,0.11,0.13,0.17,0.21,0.24,0.23,0.25,0.16,Upgrade
8,P/TBV Ratio,0.10,0.10,0.13,0.11,0.13,0.17,0.21,0.24,0.23,0.25,0.16,Upgrade
9,P/FCF Ratio,2.25,2.11,2.77,3.61,-8.19,-,17.43,-,-,7.09,1.59,Upgrade
10,P/OCF Ratio,1.99,1.99,2.68,1.96,5.71,-,10.13,-,-,6.18,1.51,Upgrade
11,EV/Sales Ratio,2.34,2.29,2.46,2.81,5.50,7.09,12.10,231.76,25.34,4.99,2.85,Upgrade
12,EV/EBITDA Ratio,9.09,9.09,9.50,13.25,453.25,-,-29.82,-,-,-,22.43,Upgrade
13,EV/EBIT Ratio,21.97,21.52,22.60,63.05,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,7.78,7.62,8.25,12.08,-27.04,-,48.45,-,-,9.98,2.89,Upgrade
15,Debt / Equity Ratio,0.77,0.77,0.78,0.77,0.75,0.74,0.77,0.75,0.74,0.62,0.61,Upgrade
16,Debt / FCF Ratio,16.01,16.01,17.20,26.25,-46.58,-,64.70,-,-,17.62,6.17,Upgrade
17,Return on Capital Employed (ROCE),1.59%,1.59%,1.54%,0.30%,-,-,-,-,-,-,-,Upgrade
18,Earnings Yield,3.28%,3.49%,-0.99%,-9.89%,-16.09%,-40.61%,-40.19%,-69.64%,-66.79%,-8.24%,-7.99%,Upgrade
19,FCF Yield,44.43%,47.39%,36.04%,27.67%,-12.21%,6.14%,5.74%,-11.61%,-2.96%,14.10%,62.93%,Upgrade
