,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,18860,17403,14279,16225,16972,17663,19833,19138,18864,22274,Upgrade
1,Revenue Growth (YoY),32.09%,7.26%,-15.87%,-8.14%,-14.43%,-7.70%,5.14%,-14.08%,21.12%,59.61%,Upgrade
2,Cost of Revenue,15614,14943,12148,13143,13449,13874,14887,14116,15187,17387,Upgrade
3,Gross Profit,3246,2460,2131,3083,3522,3790,4946,5022,3676,4887,Upgrade
4,"Selling, General & Admin",789.53,726.97,698.04,679.95,601.42,498.97,532.73,562.62,469.43,540.89,Upgrade
5,Research & Development,1468,1362,1205,1335,1468,1321,1321,1431,1068,1383,Upgrade
6,Operating Expenses,2285,2105,1908,2018,2078,1811,1868,1974,1545,1919,Upgrade
7,Operating Income,961.62,354.52,222.13,1065,1445,1979,3078,3047,2132,2968,Upgrade
8,Interest Expense,-272.69,-218.17,-230.97,-178.03,-114.9,-113.83,-116.42,-111.2,-122.54,-124.04,Upgrade
9,Interest & Investment Income,430.15,465.78,466.92,185.18,217.72,235.27,176.71,164.07,114.58,110.26,Upgrade
10,Earnings From Equity Investments,-5.05,-6.63,29.14,-6.95,0.96,18.99,0.02,0.21,-0.19,-3.31,Upgrade
11,Currency Exchange Gain (Loss),-95.66,-202.07,125.16,-164.85,-77.13,60.51,-26.56,339.58,-114.08,-88.91,Upgrade
12,Other Non Operating Income (Expenses),228.85,384.21,-43.61,146.5,178.35,179.13,167.07,54.49,65.59,125.42,Upgrade
13,EBT Excluding Unusual Items,1247,777.64,568.77,1047,1650,2359,3279,3495,2075,2987,Upgrade
14,Gain (Loss) on Sale of Investments,-,-0.2,-,-0.03,-28.7,-0.41,-1.36,52.76,33.48,-52.25,Upgrade
15,Gain (Loss) on Sale of Assets,1.48,-15.25,23.1,-15.4,62.62,47.54,-48.89,-27.88,15.05,-45.04,Upgrade
16,Other Unusual Items,-,4.09,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,1249,766.28,591.88,1031,1684,2406,3229,3519,2123,2890,Upgrade
18,Income Tax Expense,137.17,75.35,132.49,-64.09,304.92,56.63,522.34,355.33,347.3,302.81,Upgrade
19,Earnings From Continuing Operations,1112,690.93,459.39,1095,1379,2349,2707,3164,1776,2587,Upgrade
20,Minority Interest in Earnings,-32.52,-28.23,-22.68,-45.41,-20.94,-49.26,-18.65,-41.36,-27.11,-26.83,Upgrade
21,Net Income,1079,662.7,436.71,1050,1358,2300,2688,3123,1749,2560,Upgrade
22,Net Income to Common,1079,662.7,436.71,1050,1358,2300,2688,3123,1749,2560,Upgrade
23,Net Income Growth,147.07%,-36.88%,-67.84%,-54.35%,-49.48%,-26.35%,53.68%,21.98%,22.21%,95.27%,Upgrade
24,Shares Outstanding (Basic),1089,1091,1092,1092,1094,1092,1093,1092,1094,1094,Upgrade
25,Shares Outstanding (Diluted),1090,1092,1093,1093,1095,1093,1095,1093,1096,1096,Upgrade
26,Shares Change (YoY),-0.30%,-0.04%,-0.16%,-0.07%,0.01%,0.02%,-0.10%,-0.30%,0.03%,0.05%,Upgrade
27,EPS (Basic),0.99,0.61,0.40,0.96,1.24,2.11,2.46,2.86,1.60,2.34,Upgrade
28,EPS (Diluted),0.99,0.61,0.40,0.96,1.24,2.10,2.46,2.86,1.60,2.33,Upgrade
29,EPS Growth,147.83%,-36.84%,-67.79%,-54.32%,-49.49%,-26.36%,53.83%,22.35%,22.17%,95.16%,Upgrade
30,Free Cash Flow,1022,384.93,34.79,4097,232.55,3093,1360,3934,549.39,1595,Upgrade
31,Free Cash Flow Per Share,0.94,0.35,0.03,3.75,0.21,2.83,1.24,3.60,0.50,1.45,Upgrade
32,Operating Margin,5.10%,2.04%,1.56%,6.56%,8.51%,11.20%,15.52%,15.92%,11.30%,13.32%,Upgrade
33,Profit Margin,5.72%,3.81%,3.06%,6.47%,8.00%,13.02%,13.55%,16.32%,9.27%,11.49%,Upgrade
34,Free Cash Flow Margin,5.42%,2.21%,0.24%,25.25%,1.37%,17.51%,6.86%,20.55%,2.91%,7.16%,Upgrade
35,EBITDA,2051,1356,1230,2033,2352,2827,3929,3866,2887,3639,Upgrade
36,D&A For EBITDA,1090,1002,1008,967.97,907.02,848.28,850.63,818.99,755.01,671.36,Upgrade
37,EBIT,961.62,354.52,222.13,1065,1445,1979,3078,3047,2132,2968,Upgrade
