,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,94577,52509,77306,85332,101458,139969,269871,268484,185639,135647,147539,Upgrade
1,Market Cap Growth,-38.46%,-38.46%,-23.81%,-39.04%,-62.41%,-47.87%,45.37%,97.93%,25.82%,53.60%,93.95%,Upgrade
2,Enterprise Value,80140,35687,61955,72508,92570,129505,263294,262196,184514,133347,146833,Upgrade
3,Last Close Price,86.40,48.25,70.49,77.75,91.75,126.38,241.25,240.07,165.12,120.65,130.27,Upgrade
4,PE Ratio,50.36,28.06,63.83,53.12,37.27,32.67,44.08,38.42,32.09,28.69,33.04,Upgrade
5,Forward PE,30.61,23.11,30.02,24.05,23.57,22.33,32.97,36.02,29.27,24.97,29.46,Upgrade
6,PS Ratio,2.42,1.35,2.21,2.59,2.70,3.45,5.86,5.73,4.11,3.01,3.48,Upgrade
7,PB Ratio,3.80,2.07,3.07,3.56,4.05,5.66,10.52,12.05,9.29,9.03,10.36,Upgrade
8,P/TBV Ratio,2.13,2.13,3.16,3.67,4.16,5.83,10.84,12.44,9.63,9.44,10.87,Upgrade
9,P/FCF Ratio,62.56,34.73,167.18,19.11,20.73,35.93,49.37,42.17,34.87,57.65,83.03,Upgrade
10,P/OCF Ratio,13.28,13.28,26.34,11.51,12.17,19.42,31.50,29.56,21.83,22.45,28.29,Upgrade
11,PEG Ratio,0.54,0.80,2.22,1.54,6.55,1.44,1.33,1.64,1.17,1.08,0.91,Upgrade
12,EV/Sales Ratio,2.06,0.92,1.78,2.20,2.47,3.19,5.72,5.59,4.09,2.95,3.47,Upgrade
13,EV/EBITDA Ratio,21.60,9.75,21.75,20.57,18.68,21.35,31.75,27.97,23.01,18.63,22.50,Upgrade
14,EV/EBIT Ratio,57.18,25.24,97.52,52.14,32.63,32.29,42.42,35.59,30.00,23.84,28.53,Upgrade
15,EV/FCF Ratio,53.01,23.61,133.99,16.24,18.91,33.24,48.17,41.19,34.66,56.68,82.63,Upgrade
16,Debt / Equity Ratio,0.26,0.26,0.25,0.27,0.29,0.31,0.30,0.34,0.36,0.46,0.43,Upgrade
17,Debt / FCF Ratio,4.33,4.33,13.77,1.43,1.49,1.96,1.39,1.17,1.36,2.95,3.42,Upgrade
18,Return on Capital Employed (ROCE),4.47%,4.47%,1.99%,4.52%,10.61%,14.67%,18.80%,25.66%,23.51%,26.56%,25.47%,Upgrade
19,Earnings Yield,1.98%,3.56%,1.57%,1.88%,2.68%,3.06%,2.27%,2.60%,3.12%,3.49%,3.03%,Upgrade
20,FCF Yield,1.60%,2.88%,0.60%,5.23%,4.82%,2.78%,2.03%,2.37%,2.87%,1.73%,1.20%,Upgrade
21,Buyback Yield / Dilution,0.17%,0.30%,0.04%,0.16%,0.07%,-0.01%,-0.02%,0.10%,0.30%,-0.03%,-0.05%,Upgrade
22,Total Shareholder Return,0.42%,0.30%,0.04%,0.16%,0.07%,-0.01%,-0.02%,0.10%,0.30%,-0.03%,-0.05%,Upgrade
