,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,535,912,760,846,1188,1378,1435,1122,1217,1616,2053,Upgrade
1,Market Cap Growth,7.85%,7.85%,-36.00%,-38.62%,-17.22%,22.88%,17.97%,-30.59%,-40.74%,13.33%,129.79%,Upgrade
2,Enterprise Value,822,1326,1194,1300,1628,1756,1755,1447,1128,1491,2110,Upgrade
3,Last Close Price,0.04,0.07,0.08,0.09,0.13,0.14,0.15,0.12,0.13,0.17,0.22,Upgrade
4,PE Ratio,7.44,13.42,10.94,14.96,14.27,10.02,11.60,17.75,-85.85,-,-,Upgrade
5,PS Ratio,1.27,2.77,2.29,2.77,3.68,4.09,4.06,3.69,7.01,10.96,12.99,Upgrade
6,PB Ratio,0.30,0.50,0.44,0.50,0.69,0.78,0.81,0.67,0.76,1.11,1.35,Upgrade
7,P/TBV Ratio,1.23,1.23,1.22,1.50,2.17,2.62,2.95,2.39,3.04,4.71,5.57,Upgrade
8,P/FCF Ratio,5.55,9.46,10.96,17.67,-37.38,-,-,-3.23,-,-,8.85,Upgrade
9,P/OCF Ratio,5.48,5.48,4.90,2.77,5.69,-,5.85,45.10,-,3.51,4.73,Upgrade
10,EV/Sales Ratio,2.50,4.02,3.60,4.25,5.04,5.22,4.96,4.76,6.50,10.12,13.35,Upgrade
11,EV/EBITDA Ratio,3.90,6.51,5.58,6.55,7.93,8.76,7.93,7.78,21.63,62.26,57.50,Upgrade
12,EV/EBIT Ratio,5.76,9.29,7.87,9.30,11.48,13.28,11.62,12.34,189.21,-,-,Upgrade
13,EV/FCF Ratio,8.52,13.74,17.20,27.16,-51.23,-,-,-4.16,-,-,9.09,Upgrade
14,Debt / Equity Ratio,0.19,0.19,0.27,0.35,0.35,0.35,0.32,0.31,0.30,0.08,0.08,Upgrade
15,Debt / FCF Ratio,3.52,3.52,6.85,12.13,-18.99,-,-,-1.51,-,-,0.53,Upgrade
16,Return on Capital Employed (ROCE),6.88%,6.88%,7.36%,7.11%,7.04%,5.79%,6.69%,5.42%,0.28%,-,-,Upgrade
17,Earnings Yield,12.71%,7.45%,9.14%,6.68%,7.01%,9.98%,8.62%,5.63%,-1.16%,-4.51%,-3.52%,Upgrade
18,FCF Yield,18.02%,10.57%,9.13%,5.66%,-2.67%,-6.13%,-0.87%,-30.98%,-34.19%,11.88%,11.31%,Upgrade
19,Buyback Yield / Dilution,-0.00%,-0.00%,-,-,22.99%,-42.56%,-85.12%,-,-,-,29.86%,Upgrade
20,Total Shareholder Return,-0.00%,-0.00%,-,-,22.99%,-42.56%,-85.12%,-,-,-,29.86%,Upgrade
