,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+8 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+8 Quarters
0,Market Capitalization,40,43,32,38,42,55,74,64,72,44,49,49,37,33,31,38,40,26,30,41,55,Upgrade
1,Market Cap Growth,-21.74%,-21.74%,-56.52%,-41.25%,-42.22%,25.45%,50.82%,31.15%,95.65%,34.15%,56.41%,29.79%,-8.00%,24.24%,2.63%,-7.84%,-27.54%,-67.65%,-87.74%,-82.11%,-,Upgrade
2,Enterprise Value,19,12,1,7,11,25,43,33,41,11,16,24,12,2,0,10,12,0,4,26,41,Upgrade
3,Last Close Price,0.05,0.05,0.04,0.05,0.05,0.07,0.09,0.08,0.09,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.03,0.04,0.05,0.07,Upgrade
4,PE Ratio,-,-,-,-,-17.79,19.74,-,-,3.61,1.97,2.64,3.81,4.01,-220.13,-,-,-,18.71,-,-,-11.04,Upgrade
5,PS Ratio,0.24,0.25,0.20,0.26,0.30,0.42,0.58,0.51,0.56,0.34,0.41,0.45,0.41,0.45,0.44,0.57,0.58,0.36,0.40,0.50,0.75,Upgrade
6,PB Ratio,0.68,0.74,0.55,0.61,0.62,0.83,1.12,0.97,-,0.68,0.93,0.93,-,0.78,0.79,0.96,-,0.63,0.75,1.00,-,Upgrade
7,P/TBV Ratio,0.75,0.75,0.56,0.62,0.63,0.84,1.14,0.99,-,0.68,0.93,0.93,-,0.78,0.79,0.96,-,0.63,0.75,1.00,-,Upgrade
8,EV/Sales Ratio,0.11,0.07,0.01,0.05,0.08,0.19,0.34,0.27,0.32,0.09,0.13,0.22,0.13,0.02,0.00,0.15,0.18,0.00,0.06,0.32,0.55,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-9.96,5.29,-,-,1.74,0.42,0.71,1.46,1.16,-2.04,-,-,-,-0.42,-,-,56.18,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-4.01,7.97,-,-,1.86,0.44,0.76,1.62,1.37,-0.76,-,-,-,-0.18,-,-,125.41,Upgrade
11,Debt / Equity Ratio,0.04,0.04,0.04,0.07,0.17,0.17,0.20,0.20,-,0.23,0.22,0.22,-,0.03,0.04,0.04,-,0.07,0.10,0.10,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,2.06,1.00,-,-,-,0.44,0.46,1.59,-,0.09,-,-,-,0.21,-,-,-,Upgrade
13,Asset Turnover,2.57,2.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,4.69,4.69,4.69,3.61,-,3.78,-,3.20,-,4.03,-,3.18,-,6.59,-,4.70,-,6.43,-,4.83,-,Upgrade
15,Current Ratio,5.14,5.14,5.14,3.91,-,4.10,-,3.46,-,4.32,-,3.35,-,7.77,-,4.97,-,6.60,-,4.95,-,Upgrade
16,Return on Equity (ROE),-8.43%,-8.24%,-39.36%,6.04%,11.13%,-4.35%,-,-,51.04%,37.82%,-,-,34.87%,-7.66%,-,-,28.76%,-16.18%,-,-,Upgrade,
17,Return on Assets (ROA),-5.34%,-5.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-6.34%,-6.11%,-25.69%,3.20%,7.88%,-1.79%,-,-,28.25%,23.27%,-,-,21.60%,-3.90%,-,-,16.77%,-24.63%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),-,-,-,-,-,4.50%,-,-,-,36.49%,-,25.88%,-,-5.70%,-,-,-,-4.77%,-,-,-,Upgrade
20,Earnings Yield,-19.38%,-17.94%,-14.61%,-11.06%,-5.62%,5.07%,11.40%,21.95%,27.68%,50.88%,37.91%,26.24%,24.91%,-0.45%,-2.31%,-4.30%,-2.69%,5.34%,-0.41%,4.29%,-9.06%,Upgrade
21,FCF Yield,-19.36%,-19.03%,-12.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.89%,-33.33%,Upgrade,
23,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.89%,-33.33%,Upgrade,
