,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,2409,2078,1983,1711,820.02,1503,395.46,904.93,724.97,616.65
1,Short-Term Investments,-,21.47,-,14.58,-,7.48,-,6.9,-,32
2,Cash & Short-Term Investments,2409,2099,1983,1725,820.02,1510,395.46,911.84,724.97,648.64
3,Cash Growth,21.50%,21.68%,141.78%,14.23%,107.36%,65.65%,-45.45%,40.58%,22.58%,-28.35%
4,Accounts Receivable,1363,889.92,1146,838.93,1100,1049,967.48,724.64,522.63,420.12
5,Other Receivables,-,1.5,4.96,334.65,-,-,0.96,0.96,7.06,8.17
6,Receivables,1363,991.42,1151,1174,1100,1049,968.43,725.59,529.69,428.28
7,Inventory,-,-,2.22,3.38,-,-,-,-,-,-
8,Prepaid Expenses,107.27,71.95,103.76,50.72,55.73,46.58,52.17,37.93,38.83,26.39
9,Restricted Cash,14.7,14.7,14.7,14.7,14.7,14.7,124.7,110,110,110
10,Total Current Assets,3893,3177,3254,2968,1990,2620,1541,1785,1403,1213
11,"Property, Plant & Equipment",1773,1613,1575,1559,1487,1208,1243,1185,635.77,618.51
12,Long-Term Investments,83.96,90.47,90.96,100,102.54,98.41,102.53,93.74,88.55,89.12
13,Other Intangible Assets,25,25,-,-,-,-,-,-,-,-
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,0.22,0.22,0.22,0.22
15,Total Assets,5776,4906,4920,4626,3580,3926,2886,3064,2128,1921
16,Accounts Payable,1499,1074,852.07,939.33,648.17,701.57,693.16,430.55,490.66,314.94
17,Accrued Expenses,-,33.12,-,27.62,-,23.57,-,14.63,-,1.47
18,Short-Term Debt,510.89,486.7,142.76,111.29,24.68,205.44,60.02,340.25,266.68,121.52
19,Current Portion of Leases,-,10.25,-,17.47,-,16.04,-,26.35,-,9.9
20,Current Income Taxes Payable,13.23,9.12,61.99,57.66,30.04,19.33,26.97,9.94,0.92,0.92
21,Current Unearned Revenue,2089,19.53,-,30,-,-,-,-,30,-
22,Other Current Liabilities,-,1653,1903,1432,997.06,1044,292.04,407,65.26,210.87
23,Total Current Liabilities,4112,3286,2960,2615,1700,2010,1072,1229,853.52,659.61
24,Long-Term Debt,-,-,483.5,483.5,482.5,482.5,482,482,-,-
25,Long-Term Leases,-,-,1.41,7.44,9.65,11.7,18.78,4.07,18.26,6.72
26,Long-Term Deferred Tax Liabilities,2.06,1.87,-,-,-,-,-,-,-,-
27,Other Long-Term Liabilities,43.63,-,-,-,-,-,-,-,-,-
28,Total Liabilities,4157,3288,3445,3106,2192,2504,1573,1715,871.78,666.32
29,Common Stock,20,20,20,20,20,20,20,20,20,20
30,Additional Paid-In Capital,574.49,574.49,574.49,574.49,574.49,574.49,574.49,574.49,574.49,574.49
31,Retained Earnings,1074,1074,930.88,968.75,844.48,864.68,755.33,791.8,698.5,697.1
32,Comprehensive Income & Other,-49.58,-50.56,-49.62,-42.96,-51.05,-36.74,-36.74,-36.74,-36.74,-36.74
33,Shareholders' Equity,1618,1618,1476,1520,1388,1422,1313,1350,1256,1255
34,Total Liabilities & Equity,5776,4906,4920,4626,3580,3926,2886,3064,2128,1921
35,Total Debt,510.89,496.95,627.67,619.69,516.83,715.68,560.79,852.67,284.94,138.13
36,Net Cash (Debt),1898,1602,1355,1106,303.18,794.76,-165.33,59.16,440.03,510.51
37,Net Cash Growth,40.08%,44.94%,346.92%,39.11%,-,1243.34%,-,-88.41%,-23.89%,-43.59%
38,Net Cash Per Share,0.95,0.80,0.68,0.55,0.15,0.40,-0.08,0.03,0.22,0.26
39,Filing Date Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
40,Total Common Shares Outstanding,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
41,Working Capital,-218.03,-108.76,294.57,352.44,290.53,610.71,468.59,556.65,549.96,553.71
42,Book Value Per Share,0.81,0.81,0.74,0.76,0.69,0.71,0.66,0.67,0.63,0.63
43,Tangible Book Value,1593,1593,1476,1520,1388,1422,1313,1350,1256,1255
44,Tangible Book Value Per Share,0.80,0.80,0.74,0.76,0.69,0.71,0.66,0.67,0.63,0.63
45,Buildings,-,239.97,-,-,-,-,-,-,-,-
46,Machinery,-,48.4,-,32.58,-,29.53,-,28.75,-,29.26
47,Construction In Progress,-,251.97,-,394.34,-,93.8,-,31.27,-,3.23
48,Leasehold Improvements,-,4.39,-,4.39,-,4.39,-,4.39,-,4.39
