,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,13.99,18.61,10.74,16.02,16.71,18.2,8.54,6.17,3.67,17.16
1,Revenue Growth (YoY),30.25%,16.16%,-35.74%,-11.95%,95.72%,195.05%,132.85%,-64.06%,-78.28%,-
2,Cost of Revenue,10.59,10.28,9.83,11.45,11.79,11.74,7.93,7.03,9.29,10.51
3,Gross Profit,3.4,8.33,0.91,4.57,4.93,6.46,0.61,-0.86,-5.62,6.65
4,"Selling, General & Admin",5.06,5.06,4.57,3.86,4.98,3.7,3.88,5.23,3.92,2.1
5,Other Operating Expenses,-0.02,-0.05,-0.01,-0.15,-0.01,-0.06,-0.18,-0.29,-0.01,-0.11
6,Operating Expenses,5.03,5.12,4.56,3.71,4.97,3.63,3.69,4.95,3.9,1.98
7,Operating Income,-1.63,3.21,-3.65,0.86,-0.05,2.82,-3.08,-5.81,-9.52,4.67
8,Interest Expense,-0.12,-0.12,-0.13,-0.14,-0.14,-0.14,-0.15,-0.14,-0.19,-0.25
9,Interest & Investment Income,0.17,0.24,0.17,0.06,0,0,0,0.01,0.03,0.01
10,Currency Exchange Gain (Loss),-0,-0.02,-,0.01,-0,0.01,-,-0.01,-,0.04
11,EBT Excluding Unusual Items,-1.59,3.32,-3.61,0.79,-0.19,2.7,-3.23,-5.95,-9.69,4.47
12,Gain (Loss) on Sale of Investments,0,0,0,0,0,0,0,0,-,0
13,Gain (Loss) on Sale of Assets,0.21,-0.17,0.79,0.21,0.22,0.24,0,0.2,0.01,-0
14,Other Unusual Items,0,-0.01,0.01,-0.07,0.17,0.1,0.22,0.75,0.6,-1.4
15,Pretax Income,-1.37,3.14,-2.81,0.93,0.2,3.04,-3,-5,-9.08,3.07
16,Income Tax Expense,-0.03,0.46,-0.16,0.61,-,-,-,-2.03,-0.01,0.66
17,Earnings From Continuing Operations,-1.33,2.68,-2.65,0.32,0.2,3.04,-3,-2.97,-9.07,2.41
18,Minority Interest in Earnings,-,0.2,-0.2,0,0,0.1,0.06,0.04,-,-
19,Net Income,-1.33,2.88,-2.86,0.32,0.2,3.13,-2.94,-2.92,-9.07,2.41
20,Net Income to Common,-1.33,2.88,-2.86,0.32,0.2,3.13,-2.94,-2.92,-9.07,2.41
21,Net Income Growth,-,799.95%,-,-89.78%,-,-,-,-,-,-
22,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,824
23,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,824
24,Shares Change (YoY),-,-,-,-,-,-,-,21.36%,33.33%,-
25,EPS (Basic),-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.01,0.00
26,EPS (Diluted),-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.01,0.00
27,EPS Growth,-,800.63%,-,-89.79%,-,-,-,-,-,-
28,Operating Margin,-11.64%,17.25%,-34.01%,5.36%,-0.28%,15.51%,-36.08%,-94.21%,-259.70%,27.20%
29,Profit Margin,-9.54%,15.49%,-26.61%,2.00%,1.22%,17.22%,-34.48%,-47.42%,-247.23%,14.05%
30,EBITDA,0.06,4.72,-1.79,2.58,1.95,4.92,-1.19,-3.68,-7.87,6.4
31,D&A For EBITDA,1.69,1.51,1.86,1.72,2,2.1,1.89,2.13,1.65,1.74
32,EBIT,-1.63,3.21,-3.65,0.86,-0.05,2.82,-3.08,-5.81,-9.52,4.67
