,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,151,191,150,190,208,275,2230,2240,3000,1310,590
1,Market Cap Growth,0.53%,0.53%,-27.88%,-30.91%,-90.67%,-87.72%,-25.67%,70.99%,408.47%,-,-
2,Enterprise Value,164,155,110,147,206,265,2247,2253,3022,1309,681
3,Last Close Price,0.15,0.19,0.15,0.19,0.21,0.28,2.23,2.24,3.00,1.31,0.59
4,PE Ratio,16.94,-,1026.82,-,68.17,14.60,2031.48,-,-,-,31.50
5,PS Ratio,0.80,1.02,0.86,1.23,1.09,1.40,14.42,26.38,52.00,11.31,2.99
6,PB Ratio,0.68,0.86,0.63,0.88,0.90,1.23,9.81,10.69,13.03,5.58,1.98
7,P/TBV Ratio,0.86,0.86,0.63,0.88,0.89,1.23,9.77,10.68,13.03,5.58,1.98
8,EV/Sales Ratio,0.87,0.83,0.63,0.95,1.08,1.34,14.53,26.53,52.37,11.30,3.46
9,EV/EBITDA Ratio,5.04,5.64,6.36,-,7.82,6.83,103.96,-,-,-,12.87
10,EV/EBIT Ratio,17.93,-,-42.16,-,43.66,-,-1506.80,-,-,-,20.16
11,Debt / Equity Ratio,0.23,0.23,0.23,0.25,0.25,0.29,0.27,0.30,0.29,0.29,0.27
12,Return on Capital Employed (ROCE),3.34%,-,-0.90%,-,1.66%,-,-0.53%,-,-,-,9.02%
13,Earnings Yield,5.91%,4.67%,0.10%,-7.73%,1.47%,6.85%,0.05%,-1.51%,-2.34%,-2.82%,3.17%
14,Buyback Yield / Dilution,-,-,-,-,-,-,-,-21.36%,-33.33%,-,
15,Total Shareholder Return,-,-,-,-,-,-,-,-21.36%,-33.33%,-,
