,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,6.8,15.11,15.99,17.06,11.53,12.28,7.72,9.07,8.56,14.14
1,Cash & Short-Term Investments,6.8,15.11,15.99,17.06,11.53,12.28,7.72,9.07,8.56,14.14
2,Cash Growth,-57.48%,-11.42%,38.74%,38.94%,49.30%,35.31%,-9.78%,-35.82%,-,-
3,Accounts Receivable,10.24,13.35,5.51,9.47,9.39,10.96,9.16,9.16,11.12,19.33
4,Other Receivables,0.11,0,0.07,0.07,0.08,0.03,0.03,0.26,0.04,0.03
5,Receivables,10.36,13.37,5.6,9.58,9.49,11.01,9.2,9.44,11.18,19.39
6,Prepaid Expenses,1.63,0,2.22,0.01,1.07,0.15,1.05,0.41,2.74,0.05
7,Other Current Assets,8.01,0.12,0.07,0.13,4.1,1.23,0.12,0.9,1.12,0.04
8,Total Current Assets,26.81,28.6,23.89,26.78,26.19,24.66,18.09,19.82,23.6,33.62
9,"Property, Plant & Equipment",21.42,22.6,23.96,24.84,26.35,27.5,28.53,31.04,33.15,35.44
10,Long-Term Investments,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16
11,Other Intangible Assets,-,-,-,0.02,0.03,0.03,0.04,0.04,-,-
12,Other Long-Term Assets,1.9,1.92,1.94,1.97,1.99,2.01,2.03,2.05,2.08,2.1
13,Total Assets,50.31,53.3,49.97,53.78,54.73,54.37,48.85,53.12,58.99,71.32
14,Accounts Payable,0.9,2.23,1.87,1.57,2.12,2.26,0.6,1.03,0.98,2.19
15,Accrued Expenses,0.71,0.86,0.82,0.91,0.74,0.84,0.64,0.72,0.62,0.86
16,Current Portion of Long-Term Debt,-,-,-,0.59,1.59,0.59,0.59,0.59,0.59,0.59
17,Current Portion of Leases,1.2,1.07,0.93,0.8,0.8,0.67,0.4,0.56,0.96,2.19
18,Current Income Taxes Payable,-,-,-,-,-,-,-,0.15,0.71,0.71
19,Other Current Liabilities,0.07,0.09,0.46,1.03,0.96,1.26,0.61,0.59,0.02,0.08
20,Total Current Liabilities,2.88,4.25,4.09,4.9,6.21,5.62,2.85,3.63,3.86,6.61
21,Long-Term Debt,-,-,-,0.1,0.39,0.68,0.98,1.27,1.56,1.85
22,Long-Term Leases,7.77,8.03,8.19,8.31,8.59,8.76,8.76,8.96,9.33,9.34
23,Long-Term Deferred Tax Liabilities,0.9,0.93,0.47,0.61,-,-,-,-,2,2.02
24,Total Liabilities,11.55,13.21,12.74,13.91,15.19,15.06,12.58,13.86,16.76,19.82
25,Common Stock,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
26,Additional Paid-In Capital,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85
27,Retained Earnings,15.32,16.65,13.77,16.63,16.31,16.11,12.97,15.92,18.84,27.91
28,Comprehensive Income & Other,1.84,1.84,1.85,1.84,1.82,1.81,1.81,1.79,1.8,2
29,Total Common Equity,38.75,40.09,37.22,40.06,39.73,39.51,36.37,39.3,42.23,51.5
30,Minority Interest,0.01,0.01,0.01,-0.19,-0.19,-0.2,-0.1,-0.04,-,-
31,Shareholders' Equity,38.76,40.1,37.23,39.87,39.54,39.31,36.28,39.26,42.23,51.5
32,Total Liabilities & Equity,50.31,53.3,49.97,53.78,54.73,54.37,48.85,53.12,58.99,71.32
33,Total Debt,8.97,9.1,9.12,9.79,11.37,10.7,10.72,11.37,12.43,13.97
34,Net Cash (Debt),-2.17,6.02,6.87,7.27,0.16,1.58,-3,-2.3,-3.88,0.16
35,Net Cash Growth,-,-17.22%,4204.53%,359.92%,-,-,-,-,-,-
36,Net Cash Per Share,-0.00,0.01,0.01,0.01,0.00,0.00,-0.00,-0.00,-0.00,0.00
37,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
39,Working Capital,23.93,24.35,19.8,21.88,19.98,19.04,15.24,16.19,19.73,27.02
40,Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05
41,Tangible Book Value,38.75,40.09,37.22,40.04,39.7,39.48,36.33,39.26,42.23,51.5
42,Tangible Book Value Per Share,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05
43,Buildings,-,8.42,-,8.42,-,8.42,-,8.42,-,8.42
44,Machinery,-,45.15,-,45.52,-,46.75,-,46.2,-,41.75
