,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1049,1299,1177,1452,1599,1820,1758,1740,1645,1479,Upgrade
1,Cash & Short-Term Investments,1049,1299,1177,1452,1599,1820,1758,1740,1645,1479,Upgrade
2,Cash Growth,-10.92%,-10.53%,-26.37%,-20.19%,-9.02%,4.57%,6.87%,17.67%,-3.89%,-11.24%,Upgrade
3,Accounts Receivable,460,418.61,486.51,476.68,497.88,539.96,531.52,457.88,271.79,261.93,Upgrade
4,Other Receivables,17.35,5.89,5.28,16.26,17.64,23.29,7.98,35.75,44.11,51.84,Upgrade
5,Receivables,477.35,424.5,491.79,492.94,515.52,563.25,539.5,493.63,315.9,313.77,Upgrade
6,Inventory,261.47,203.07,277.42,191.41,343.32,341.14,338.94,340.39,180.84,256.24,Upgrade
7,Other Current Assets,90.97,5.28,38.94,13.07,180.62,6.35,109.41,105.65,308.59,415.8,Upgrade
8,Total Current Assets,1879,1932,1986,2150,2639,2731,2746,2680,2450,2465,Upgrade
9,"Property, Plant & Equipment",197.62,214.13,228.07,253.01,281.86,309.74,233.16,247.92,245.16,263.47,Upgrade
10,Long-Term Deferred Tax Assets,6.35,7.27,6.49,6.81,6.93,6.69,4.61,4.67,2.33,3.81,Upgrade
11,Total Assets,2083,2154,2220,2410,2927,3047,2983,2933,2698,2732,Upgrade
12,Accounts Payable,75.26,74.79,88.07,84.63,106.94,106.66,104.15,75.61,95.53,74.78,Upgrade
13,Accrued Expenses,24.66,21.44,39.45,26.45,31.9,31.2,35.77,24.71,27.23,25.07,Upgrade
14,Current Portion of Leases,0.4,0.39,0.38,0.37,0.36,0.35,1.28,1.24,1.21,1.18,Upgrade
15,Current Income Taxes Payable,2.41,2.41,2.41,2.54,2.61,4.92,3.29,6.49,3.36,3.84,Upgrade
16,Current Unearned Revenue,-,0.45,-,14.15,-,10.08,-,33.91,-,19.7,Upgrade
17,Other Current Liabilities,11.78,9.44,8.73,4.03,5.9,2.16,6.67,3.89,3.58,2.54,Upgrade
18,Total Current Liabilities,114.51,108.92,139.05,132.17,147.7,155.37,151.14,145.84,130.91,127.1,Upgrade
19,Long-Term Leases,0.43,0.63,0.83,1.02,1.21,1.39,1.46,2.1,2.73,3.35,Upgrade
20,Total Liabilities,114.94,109.55,139.88,133.19,148.91,156.76,152.6,147.94,133.64,130.45,Upgrade
21,Common Stock,234.17,234.17,234.17,234.17,234.17,234.17,234.17,234.17,234.17,234.17,Upgrade
22,Additional Paid-In Capital,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,Upgrade
23,Retained Earnings,-571.3,-520.54,-449.55,-320.45,64.25,52.85,43.05,28.58,19.48,8.87,Upgrade
24,Comprehensive Income & Other,233.83,257.44,219.45,280.79,378.61,501.04,452.02,421.03,210.75,259.1,Upgrade
25,Total Common Equity,1990,2064,2097,2288,2770,2881,2823,2777,2558,2595,Upgrade
26,Minority Interest,-22.33,-20.22,-17.08,-11.39,8.21,8.89,8.28,7.49,6.24,6.16,Upgrade
27,Shareholders' Equity,1968,2044,2080,2276,2779,2890,2831,2785,2564,2602,Upgrade
28,Total Liabilities & Equity,2083,2154,2220,2410,2927,3047,2983,2933,2698,2732,Upgrade
29,Total Debt,0.83,1.02,1.21,1.39,1.57,1.74,2.73,3.35,3.94,4.53,Upgrade
30,Net Cash (Debt),1048,1298,1176,1451,1598,1818,1755,1737,1641,1474,Upgrade
31,Net Cash Growth,-10.90%,-10.51%,-26.38%,-20.19%,-8.97%,4.67%,6.96%,17.80%,-3.83%,-11.51%,Upgrade
32,Net Cash Per Share,0.45,0.55,0.50,0.62,0.68,0.78,0.75,0.74,0.70,0.63,Upgrade
33,Filing Date Shares Outstanding,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,Upgrade
34,Total Common Shares Outstanding,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,Upgrade
35,Working Capital,1764,1823,1847,2018,2491,2575,2595,2534,2319,2338,Upgrade
36,Book Value Per Share,0.85,0.88,0.90,0.98,1.18,1.23,1.21,1.19,1.09,1.11,Upgrade
37,Tangible Book Value,1990,2064,2097,2288,2770,2881,2823,2777,2558,2595,Upgrade
38,Tangible Book Value Per Share,0.85,0.88,0.90,0.98,1.18,1.23,1.21,1.19,1.09,1.11,Upgrade
39,Buildings,-,214.13,-,238.13,-,259.69,-,252.09,-,236.25,Upgrade
40,Machinery,-,581.57,-,676.95,-,708.81,-,667.96,-,678.74,Upgrade
41,Construction In Progress,-,-,-,-,-,45.66,-,4.23,-,-,Upgrade
