,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,960,726,773,913,1159,1358,2225,2014,948,820,948,Upgrade
1,Market Cap Growth,-20.51%,-20.51%,-33.33%,-32.76%,-47.89%,-32.56%,134.57%,145.71%,0%,-37.50%,22.73%,Upgrade
2,Enterprise Value,-110,-593,-421,-549,-430,-451,478,284,-686,-649,-752,Upgrade
3,Last Close Price,0.41,0.31,0.33,0.39,0.49,0.58,0.95,0.86,0.41,0.35,0.41,Upgrade
4,PE Ratio,-,-,-,-,-,64.06,91.65,85.46,48.12,23.05,24.39,Upgrade
5,PS Ratio,1.59,1.20,1.13,1.16,1.43,1.26,1.83,1.69,0.85,0.79,0.93,Upgrade
6,PB Ratio,0.48,0.37,0.38,0.44,0.51,0.49,0.77,0.71,0.34,0.32,0.36,Upgrade
7,P/TBV Ratio,0.36,0.36,0.37,0.44,0.51,0.49,0.77,0.71,0.34,0.32,0.37,Upgrade
8,P/FCF Ratio,-,-,-4.55,-,-,-,89.51,-,-,-24.69,-,Upgrade
9,P/OCF Ratio,-,-,-4.55,-,-,-,19.33,-,-,-72.90,-,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,-,0.39,0.24,-,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,9.22,5.68,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,23.49,16.22,-,-,-,Upgrade
13,EV/FCF Ratio,0.63,-,-,-,-,-,19.22,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
15,Debt / FCF Ratio,-,-,-0.01,-,-,-,0.07,-,-,-0.12,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,0.58%,0.70%,0.62%,0.52%,0.92%,1.01%,Upgrade
17,Earnings Yield,-13.69%,-18.11%,-25.95%,-56.29%,-32.20%,1.56%,1.09%,1.17%,2.08%,4.34%,4.10%,Upgrade
18,FCF Yield,-18.23%,-24.11%,-21.97%,-35.97%,-20.49%,-8.85%,1.12%,-2.55%,15.51%,-4.05%,-18.84%,Upgrade
