,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,100.66,80.82,110.63,116.88,120.88,105.87,66.84,88.1,104.82,130.97,141.59,131.12,109.12,97.63,101.52,99.72,99.72,150.91,150.91
1,Other Revenue,-2.97,2.97,-,-,-4.39,4.39,-,-,-1.59,1.59,-,2.66,-0.99,0.99,-,0.89,0.89,0.98,0.98
2,Revenue,97.69,83.79,110.63,116.88,116.48,110.26,66.84,88.1,103.23,132.56,141.59,133.78,108.12,98.62,101.52,100.61,100.61,151.89,151.89
3,Revenue Growth (YoY),-16.14%,-24.01%,65.52%,32.66%,12.84%,-16.82%,-52.79%,-34.14%,-4.53%,34.41%,39.46%,32.97%,7.47%,-35.07%,-33.16%,-,-,-,-
4,Cost of Revenue,34.07,76.61,66.69,72.18,65.12,67.99,45.6,56.63,63.95,74.87,80.18,79.49,62.02,57.46,49.13,52.08,52.08,79.38,79.38
5,Gross Profit,63.62,7.19,43.95,44.7,51.36,42.27,21.24,31.47,39.28,57.69,61.41,54.3,46.1,41.16,52.39,48.53,48.53,72.51,72.51
6,"Selling, General & Admin",10.62,11.77,8.39,11.6,7.54,9.25,6.22,8.34,7.46,7.97,8.28,1.48,7.35,10.73,4.19,7.24,7.24,4.82,4.82
7,Research & Development,6.48,6.68,5.84,6.14,5.55,4.96,4.78,4.86,5.08,4.9,4.89,5.23,4.16,4.95,4.09,5.56,5.56,3.79,3.79
8,Other Operating Expenses,-2.41,0.8,0.89,-3.24,-0.73,0.28,-1.08,0.51,0.79,0.39,0.01,1.59,0.42,0.53,0.44,1.01,1.01,1,1
9,Operating Expenses,13.66,19.84,13.33,14.08,12.83,15.9,8.45,12.56,13.31,12.34,15.28,7.89,12.91,15.43,9.53,13.88,13.88,10.67,10.67
10,Operating Income,49.96,-12.65,30.61,30.62,38.53,26.37,12.79,18.92,25.97,45.35,46.13,46.41,33.19,25.73,42.86,34.64,34.64,61.85,61.85
11,Interest Expense,-0,-0,-0,-4.81,-0,-0,-0,-2.78,-0,-0.01,-0,-0,-0.02,-0.11,-0.1,-0.73,-0.73,-1.05,-1.05
12,Interest & Investment Income,7.86,3.63,6.22,0.01,9.47,6.71,7.73,0.02,4.43,4.99,0.99,0.31,0.24,0.24,0.13,0.3,0.3,0.08,0.08
13,Currency Exchange Gain (Loss),2.9,-2.9,-,-,3.76,-3.76,-,-,-12.9,12.9,-,-2.6,0.79,-0.79,-,-2.15,-2.15,-0.03,-0.03
14,Other Non Operating Income (Expenses),-6.69,5.21,1.24,1.85,-3.15,9.78,-2.16,7.25,24.73,-0.37,-0.48,-0.05,0.42,-0.9,0.15,-0.04,-0.04,-0.05,-0.05
15,EBT Excluding Unusual Items,54.03,-6.72,38.07,27.66,48.6,39.1,18.36,23.41,42.21,62.86,46.65,44.06,34.62,24.18,43.05,32.02,32.02,60.79,60.79
16,Gain (Loss) on Sale of Investments,-0.43,2.3,1.12,8.8,-1.36,1.1,0.5,4.98,0.43,3.2,-,0.17,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.02,0.03,-0.01,-,0.01,0,-,-,-,0.33,-0.33,0.03,-0.4,4.26,-0.1,0.06,0.06,-0,-0
18,Asset Writedown,-26.08,11.86,-11.87,-9.21,-0.04,0.03,-0.03,-0.13,0.31,-0.33,0,-0.09,0.09,0.03,-0.03,-2.66,-2.66,-0.1,-0.1
19,Other Unusual Items,-2.5,0.19,2.25,-3.3,-,-,-,-,-3.8,3.8,-,1.87,-,-,-,-9,-9,0.12,0.12
20,Pretax Income,24.99,7.66,29.56,23.94,47.21,40.22,18.82,28.25,39.16,69.86,46.31,46.05,34.31,28.48,42.91,20.42,20.42,60.81,60.81
21,Income Tax Expense,0.74,-0.49,4.51,4.07,5.83,4.79,2.95,0.53,4.68,9.51,6.99,6.13,4.82,4.16,5.96,4.02,4.02,8.69,8.69
22,Earnings From Continuing Operations,24.25,8.15,25.05,19.87,41.38,35.43,15.88,27.72,34.48,60.34,39.32,39.91,29.49,24.32,36.96,16.4,16.4,52.11,52.11
23,Minority Interest in Earnings,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,24.25,8.15,25.05,19.87,41.38,35.43,15.88,27.72,34.48,60.34,39.32,39.91,29.49,24.32,36.96,16.4,16.4,52.11,52.11
25,Net Income to Common,24.25,8.15,25.05,19.87,41.38,35.43,15.88,27.72,34.48,60.34,39.32,39.91,29.49,24.32,36.96,16.4,16.4,52.11,52.11
26,Net Income Growth,-41.39%,-76.99%,57.73%,-28.33%,20.03%,-41.28%,-59.62%,-30.54%,16.92%,148.11%,6.40%,143.37%,79.80%,-53.33%,-29.08%,-,-,-,-
27,Shares Outstanding (Basic),121,121,125,124,122,123,121,12,122,123,111,93,91,91,92,92,92,82,82
28,Shares Outstanding (Diluted),121,121,125,124,122,123,121,12,122,123,111,93,91,91,92,92,92,82,82
29,Shares Change (YoY),-0.62%,-1.84%,3.16%,951.67%,-0.06%,-0.33%,9.22%,-87.36%,33.26%,35.94%,20.30%,1.32%,-0.46%,10.52%,12.53%,-,-,-,-
30,EPS (Basic),0.20,0.07,0.20,0.16,0.34,0.29,0.13,2.36,0.28,0.49,0.35,0.43,0.32,0.27,0.40,0.18,0.18,0.63,0.63
31,EPS (Diluted),0.20,0.07,0.20,0.16,0.34,0.29,0.13,2.36,0.28,0.49,0.35,0.43,0.32,0.27,0.40,0.18,0.18,0.63,0.63
32,EPS Growth,-41.02%,-76.56%,52.91%,-93.19%,20.10%,-41.08%,-63.03%,449.43%,-12.26%,82.51%,-11.55%,140.21%,80.62%,-57.77%,-36.97%,-,-,-,-
33,Free Cash Flow,8.86,-11.91,9.23,-54.53,-17.71,-17.69,-20.85,-29.32,-29.83,74.53,-41.33,38.74,-2.19,24.7,1.65,3.19,3.19,45.71,45.71
34,Free Cash Flow Per Share,0.07,-0.10,0.07,-0.44,-0.15,-0.14,-0.17,-2.50,-0.25,0.60,-0.37,0.42,-0.02,0.27,0.02,0.03,0.03,0.56,0.56
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.269,-,-,-,-,-,-,-
36,Gross Margin,65.13%,8.58%,39.72%,38.25%,44.09%,38.34%,31.78%,35.72%,38.05%,43.52%,43.37%,40.59%,42.64%,41.74%,51.61%,48.23%,48.23%,47.74%,47.74%
37,Operating Margin,51.14%,-15.10%,27.67%,26.20%,33.08%,23.91%,19.14%,21.47%,25.15%,34.21%,32.58%,34.69%,30.70%,26.09%,42.22%,34.43%,34.43%,40.72%,40.72%
38,Profit Margin,24.83%,9.73%,22.64%,17.00%,35.53%,32.14%,23.76%,31.47%,33.40%,45.52%,27.77%,29.83%,27.27%,24.66%,36.40%,16.30%,16.30%,34.31%,34.31%
39,Free Cash Flow Margin,9.07%,-14.22%,8.35%,-46.65%,-15.20%,-16.04%,-31.19%,-33.28%,-28.89%,56.22%,-29.19%,28.95%,-2.02%,25.05%,1.63%,3.17%,3.17%,30.09%,30.09%
40,EBITDA,-,-3.7,-,38.42,45.27,33.79,19.54,25.69,31.18,51.85,51.34,51.62,37.18,30.27,46.84,39.01,39.01,65.45,65.45
41,EBITDA Margin,-,-4.42%,-,32.87%,38.87%,30.64%,29.23%,29.16%,30.20%,39.12%,36.26%,38.59%,34.38%,30.69%,46.14%,38.77%,38.77%,43.09%,43.09%
42,D&A For EBITDA,-,8.95,-,7.8,6.75,7.42,6.75,6.78,5.21,6.5,5.21,5.21,3.98,4.53,3.98,4.37,4.37,3.6,3.6
43,EBIT,49.96,-12.65,30.61,30.62,38.53,26.37,12.79,18.92,25.97,45.35,46.13,46.41,33.19,25.73,42.86,34.64,34.64,61.85,61.85
44,EBIT Margin,51.14%,-15.10%,27.67%,26.20%,33.08%,23.91%,19.14%,21.47%,25.15%,34.21%,32.58%,34.69%,30.70%,26.09%,42.22%,34.43%,34.43%,40.72%,40.72%
45,Effective Tax Rate,2.97%,-,15.26%,17.00%,12.35%,11.91%,15.65%,1.86%,11.94%,13.62%,15.09%,13.32%,14.04%,14.59%,13.88%,19.69%,19.69%,14.30%,14.30%
46,Revenue as Reported,97.69,83.79,110.63,-,116.48,110.26,66.84,-,103.23,132.56,141.59,133.78,108.12,98.62,101.52,252.5,252.5,-,-
