,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,275.63,314.58,287.2,178.33,306.93,339.45,282.25,355.59,420.82,616.13,802.5,129.41,-,143.03,-,126.88,126.88,191.95,191.95
1,Short-Term Investments,-,120.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,651.99,552.46,785.37,858.03,858.03,845.7,950.15,892.02,849.21,648.53,432.06,45.17,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,927.62,987.76,1073,1036,1165,1185,1232,1248,1270,1265,1235,174.58,-,143.03,126.88,126.88,126.88,191.95,191.95
4,Cash Growth,-20.37%,-16.66%,-12.97%,-16.93%,-8.27%,-6.29%,-0.17%,614.64%,-,784.19%,872.98%,37.59%,-,-25.48%,-33.90%,-,-,-,-
5,Accounts Receivable,63.89,74.52,77.17,97.27,76.16,64.69,40.06,65.69,75.72,84.24,100.07,61.94,-,51.17,-,55.42,55.42,52.37,52.37
6,Other Receivables,0.62,0.31,0.28,1.21,1.57,1.56,2.46,3.1,4.65,4.28,4.23,4.26,-,0.78,-,3.25,3.25,0.78,0.78
7,Receivables,64.51,74.84,77.44,98.48,77.73,66.25,42.52,68.79,80.36,88.51,104.3,66.2,-,51.95,-,58.67,58.67,53.16,53.16
8,Inventory,76.45,72.79,75.03,90.1,86.45,73.72,76.5,65.33,65.39,66.79,73.35,68.92,-,49.36,-,41.68,41.68,37.01,37.01
9,Other Current Assets,79.8,9.81,102.94,101.46,11.91,11.14,13.76,13.17,10.72,15.45,17.91,13.05,-,13.77,-,7.13,7.13,7.72,7.72
10,Total Current Assets,1148,1145,1328,1326,1341,1336,1365,1395,1427,1435,1430,322.75,-,258.11,-,234.37,234.37,289.83,289.83
11,"Property, Plant & Equipment",550.38,547.81,544.15,525.49,477.98,442.51,415,379.67,306.82,265.28,243.77,227.01,-,213.11,-,172.85,172.85,148.46,148.46
12,Long-Term Investments,40,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,52.12,52.05,42.16,42.48,42.81,43.02,42.22,42.49,42.76,43.02,43.27,43.2,-,43.64,-,49.07,49.07,49.57,49.57
14,Long-Term Deferred Tax Assets,7.89,8.12,5.66,4.31,2.43,2.26,1.71,1.9,2.04,2.23,2.39,2.25,-,2.06,-,2.68,2.68,0.67,0.67
15,Long-Term Deferred Charges,0.32,0.31,0.46,0.61,0.77,0.93,1.09,1.26,3.55,2.99,1.73,1.89,-,0.85,-,0.51,0.51,0.62,0.62
16,Other Long-Term Assets,112.4,106.08,23.22,29.8,41.48,28.57,21.95,23.14,18.69,20.77,15.98,15.52,-,15.04,-,16.27,16.27,2.91,2.91
17,Total Assets,1912,1900,1944,1929,1907,1854,1847,1843,1800,1770,1737,612.62,-,532.8,-,475.75,475.75,492.06,492.06
18,Accounts Payable,71.86,77.5,78.64,88.68,87.07,79.41,66.4,76.35,53.46,54.17,45.45,65.03,-,59.09,-,45.04,45.04,48.55,48.55
19,Accrued Expenses,6.82,7.99,7.37,8.19,6.95,6.64,6.18,5.77,5.59,7.36,6.76,8.13,-,5.54,-,7.03,7.03,6.38,6.38
20,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,-,19.03,19.03,18.72,18.72
21,Current Portion of Long-Term Debt,-,-,-,0.16,-,-,-,0.46,-,-,-,-,-,-,-,-,-,0.5,0.5
22,Current Portion of Leases,0.24,0.09,-,-,0.11,0.21,0.24,-,-,-,-,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,0.54,0.82,4.94,4.96,6.63,5.13,4.08,8.32,15.39,16.02,10.87,6.52,-,3.29,-,5.73,5.73,11.8,11.8
24,Current Unearned Revenue,7.03,12.22,9.21,8.65,9.64,8.3,9.66,7.31,9.72,12.62,16.97,17.86,-,17.32,-,14.47,14.47,7.85,7.85
25,Other Current Liabilities,0.23,0.22,0.48,0.41,0.54,0.72,0.29,0.75,2.75,0.48,0.19,0.18,-,0.46,-,0.99,0.99,20.11,20.11
26,Total Current Liabilities,86.72,98.84,100.65,111.04,110.95,100.41,86.84,98.94,86.91,90.65,80.25,97.72,-,88.32,-,92.29,92.29,113.92,113.92
27,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.06,49.06
28,Long-Term Leases,0.14,-,0.21,0.27,-,-,-,-,0.48,0.54,0.06,0.11,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,5.18,5.41,5.85,5.87,4.8,3.75,4.05,4.06,4.35,4.36,4.67,4.67,-,3.76,-,4.01,4.01,1.08,1.08
30,Long-Term Deferred Tax Liabilities,4.32,4.43,5.29,5.32,4.05,4.05,4.03,4.03,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,96.36,108.68,111.99,122.5,119.8,108.2,94.93,107.03,91.74,95.55,84.98,102.5,-,92.08,-,96.3,96.3,164.07,164.07
32,Common Stock,122.25,122.25,122.25,122.25,122.25,122.25,94.04,94.04,94.04,94.04,94.04,70.53,-,70.53,-,70.53,70.53,70.53,70.53
33,Additional Paid-In Capital,1177,1177,1177,1177,1177,1177,1206,1206,1206,1206,1211,131.91,-,131.91,-,131.91,131.91,113.27,113.27
34,Retained Earnings,515.45,491.19,531.94,506.89,487.02,445.64,452.52,436.64,408.92,374.44,347.01,307.69,-,238.28,-,177,177,144.2,144.2
35,Comprehensive Income & Other,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,1815,1791,1832,1807,1787,1745,1752,1736,1709,1674,1652,510.12,-,440.72,379.44,379.44,379.44,328,328
37,Minority Interest,-0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,1815,1791,1832,1807,1787,1745,1752,1736,1709,1674,1652,510.12,-,440.72,379.44,379.44,379.44,328,328
39,Total Liabilities & Equity,1912,1900,1944,1929,1907,1854,1847,1843,1800,1770,1737,612.62,-,532.8,-,475.75,475.75,492.06,492.06
40,Total Debt,0.38,0.09,0.21,0.43,0.11,0.21,0.24,0.46,0.48,0.54,0.06,0.11,-,2.6,19.03,19.03,19.03,68.29,68.29
41,Net Cash (Debt),927.24,987.67,1072,1036,1165,1185,1232,1247,1270,1264,1234,174.47,-,140.43,107.86,107.86,107.86,123.66,123.66
42,Net Cash Growth,-20.40%,-16.65%,-12.97%,-16.94%,-8.25%,-6.26%,-0.19%,614.82%,-,800.19%,1044.57%,61.76%,-,13.56%,-12.78%,-,-,-,-
43,Net Cash Per Share,7.68,8.18,8.56,8.39,9.58,9.64,10.15,106.20,10.44,10.25,11.11,1.88,-,1.55,1.17,1.18,1.18,1.51,1.51
44,Filing Date Shares Outstanding,122.25,122.25,122.25,123.51,122.25,122.25,122.25,122.25,122.25,122.25,122.25,122.25,91.27,91.68,92.4,91.68,91.68,91.68,91.68
45,Total Common Shares Outstanding,122.25,122.25,122.25,123.51,122.25,122.25,122.25,122.25,122.25,122.25,122.25,91.68,91.27,91.68,92.4,91.68,91.68,91.68,91.68
46,Working Capital,1062,1046,1227,1215,1230,1236,1278,-,1340,1345,1350,225.03,-,169.79,-,142.08,142.08,175.92,175.92
47,Book Value Per Share,14.85,14.65,14.98,14.63,14.62,14.28,14.33,14.20,13.98,13.69,13.52,5.56,-,4.81,4.14,4.14,4.14,3.58,3.58
48,Tangible Book Value,1763,1739,1789,1764,1744,1702,1710,-,1666,1631,1609,466.93,-,397.09,330.37,330.37,330.37,278.43,278.43
49,Tangible Book Value Per Share,14.42,14.22,14.64,14.28,14.27,13.93,13.99,13.86,13.63,13.34,13.16,5.09,-,4.33,3.60,3.60,3.60,3.04,3.04
50,Buildings,-,126.02,-,-,-,125.41,-,-,-,122.26,-,123.39,-,122.36,-,78.26,78.26,79.56,79.56
51,Machinery,-,255.62,-,-,-,204,-,-,-,169.59,-,159.89,-,122.16,-,108.23,108.23,96.41,96.41
52,Construction In Progress,-,303.53,-,-,-,217.57,-,-,-,50.16,-,8.76,-,23.86,-,39.81,39.81,18.34,18.34
