,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+19 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+19 Quarters
0,Revenue,42615,32733,24632,24666,19959,15244,17764,25255,5609,46045,22530,51783,21689,26885,45157,57851,61196,17028,36879,9026,Upgrade
1,Revenue Growth (YoY),113.52%,114.72%,38.66%,-2.33%,255.82%,-66.89%,-21.15%,-51.23%,-74.14%,71.27%,-50.11%,-10.49%,-64.56%,57.88%,22.45%,540.94%,-25.13%,-71.69%,-31.72%,-75.69%,Upgrade
2,Cost of Revenue,27309,25368,25527,24231,19545,16544,17389,25331,4965,42549,19597,45482,18197,23282,39635,36167,36310,13843,21997,8480,Upgrade
3,Gross Profit,15306,7365,-895.15,435.61,413.9,-1299,375.4,-75.28,643.93,3496,2933,6301,3492,3603,5522,21684,24886,3185,14882,545.83,Upgrade
4,"Selling, General & Admin",8304,5119,1328,3603,2523,2290,1027,2892,1774,1857,1613,1461,1629,3149,2058,2554,4549,4995,2618,2580,Upgrade
5,Other Operating Expenses,-,-,-,10101,5924,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,8304,5119,1328,13704,8447,2290,1027,2892,1774,1857,1613,1461,1629,3149,2058,2554,4549,4995,2618,2580,Upgrade
7,Operating Income,7002,2245,-2224,-13269,-8033,-3590,-651.72,-2967,-1130,1639,1320,4840,1863,453.65,3464,19130,20337,-1810,12264,-2034,Upgrade
8,Interest Expense,-,-2.03,-,-,-,-,-,-,-,-,-,-,-,-,-447.99,-,-,-,-,-,Upgrade
9,Interest & Investment Income,1681,3003,1616,-,-,2298,1068,7636,1074,2095,2290,3851,3574,7814,3640,5089,3933,8714,2364,4338,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,3606,-,-,-,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,0.77,-,-,-,3.94,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),6833,866.05,9362,16384,13143,-524.31,526.92,14.38,64.24,-186.46,93.59,-25.09,94.75,1058,701.54,366.64,15069,-4924,747.44,-8515,Upgrade
13,EBT Excluding Unusual Items,15516,6112,8754,3115,5110,-1815,943.46,4683,8.27,3552,7309,8666,5532,9326,7358,24586,39340,1980,15375,-6211,Upgrade
14,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-330.74,-,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,9057,-,8452,44.67,-95.36,-,11709,3959,-300.73,226.86,4404,-4404,-86.46,-,15168,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-,-,-,124.93,-,-,-,3,-,-,-,1585,-,1590,Upgrade
17,Pretax Income,15516,6112,8754,3115,5110,7242,943.46,13135,52.94,3581,6978,20374,9492,9028,7585,28989,34936,3478,15375,10547,Upgrade
18,Income Tax Expense,2491,1005,1159,287.45,947.93,1738,208.32,1913,12.31,848.36,784.16,2875,1708,1022,-823.59,4290,4789,-1309,2389,2033,Upgrade
19,Net Income,13025,5107,7595,2828,4162,5503,735.13,11222,40.63,2733,6194,17499,7784,8007,8409,24700,30146,4788,12987,8514,Upgrade
20,Net Income to Common,13025,5107,7595,2828,4162,5503,735.13,11222,40.63,2733,6194,17499,7784,8007,8409,24700,30146,4788,12987,8514,Upgrade
21,Net Income Growth,212.93%,-7.21%,933.21%,-74.80%,10144.35%,101.37%,-88.13%,-35.87%,-99.48%,-65.87%,-26.34%,-29.15%,-74.18%,67.24%,-35.25%,190.12%,-34.13%,-77.18%,13.20%,24.16%,Upgrade
22,Shares Outstanding (Basic),19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,Upgrade
23,Shares Outstanding (Diluted),19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,Upgrade
24,Shares Change (YoY),-0.10%,0.03%,-0.60%,-0.07%,0.10%,-0.03%,0.57%,-,-,-0.10%,-0.03%,-0.01%,0.01%,0.28%,0.01%,-0.05%,0.05%,-0.18%,-0.05%,0.09%,Upgrade
25,EPS (Basic),676.60,265.28,395.00,147.00,216.00,285.98,38.00,582.97,2.11,141.97,322.00,909.05,404.35,415.54,437.00,1283.00,1566.17,249.15,675.00,442.00,Upgrade
26,EPS (Diluted),676.60,265.00,395.00,147.00,216.00,285.98,38.00,582.97,2.11,141.97,322.00,909.05,404.35,415.54,437.00,1283.00,1566.17,249.15,675.00,442.00,Upgrade
27,EPS Growth,213.24%,-7.34%,939.47%,-74.78%,10134.11%,101.43%,-88.20%,-35.87%,-99.48%,-65.83%,-26.32%,-29.15%,-74.18%,66.78%,-35.26%,190.27%,-34.16%,-77.14%,13.26%,24.05%,Upgrade
28,Free Cash Flow,-,-,-,-4463,-4463,-9258,3669,9505,-6160,19722,-9021,-19403,-37620,12508,14883,25810,-1203,-5173,8758,-5198,Upgrade
29,Free Cash Flow Per Share,-,-,-,-232.04,-231.64,-481.06,189.67,493.75,-320.02,1024.49,-468.94,-1007.94,-1954.29,649.14,773.49,1340.65,-62.51,-269.20,455.22,-269.85,Upgrade
30,Dividend Per Share,-,-,-,-,-,500.000,-,-,-,1400.000,-,-,-,2000.000,-,-,-,2000.000,-,-,Upgrade
31,Dividend Growth,-,-,-,-,-,-64.29%,-,-,-,-30.00%,-,-,-,0%,-,-,-,33.33%,-,-,Upgrade
32,Gross Margin,35.92%,22.50%,-3.63%,1.77%,2.07%,-8.52%,2.11%,-0.30%,11.48%,7.59%,13.02%,12.17%,16.10%,13.40%,12.23%,37.48%,40.67%,18.71%,40.35%,6.05%,Upgrade
33,Operating Margin,16.43%,6.86%,-9.03%,-53.79%,-40.25%,-23.55%,-3.67%,-11.75%,-20.15%,3.56%,5.86%,9.35%,8.59%,1.69%,7.67%,33.07%,33.23%,-10.63%,33.25%,-22.53%,Upgrade
34,Profit Margin,30.56%,15.60%,30.84%,11.46%,20.85%,36.10%,4.14%,44.43%,0.72%,5.94%,27.49%,33.79%,35.89%,29.78%,18.62%,42.70%,49.26%,28.12%,35.21%,94.32%,Upgrade
35,Free Cash Flow Margin,-,-,-,-18.10%,-22.36%,-60.73%,20.66%,37.63%,-109.83%,42.83%,-40.04%,-37.47%,-173.45%,46.52%,32.96%,44.61%,-1.97%,-30.38%,23.75%,-57.59%,Upgrade
36,EBITDA,9561,4804,-847.61,-11828,-6592,-1632,867.61,-1244,592.42,3624,3309,6465,3601,2396,5506,21207,22483,411.4,14707,-103.96,Upgrade
37,EBITDA Margin,22.43%,14.68%,-3.44%,-47.95%,-33.03%,-10.70%,4.88%,-4.93%,10.56%,7.87%,14.69%,12.48%,16.61%,8.91%,12.19%,36.66%,36.74%,2.42%,39.88%,-1.15%,Upgrade
38,D&A For EBITDA,2559,2559,1376,1441,1441,1958,1519,1723,1723,1985,1989,1625,1738,1943,2042,2077,2146,2221,2443,1930,Upgrade
39,EBIT,7002,2245,-2224,-13269,-8033,-3590,-651.72,-2967,-1130,1639,1320,4840,1863,453.65,3464,19130,20337,-1810,12264,-2034,Upgrade
40,EBIT Margin,16.43%,6.86%,-9.03%,-53.79%,-40.25%,-23.55%,-3.67%,-11.75%,-20.15%,3.56%,5.86%,9.35%,8.59%,1.69%,7.67%,33.07%,33.23%,-10.63%,33.25%,-22.53%,Upgrade
41,Effective Tax Rate,16.06%,16.45%,13.24%,9.23%,18.55%,24.00%,22.08%,14.56%,23.25%,23.69%,11.24%,14.11%,17.99%,11.31%,-,14.80%,13.71%,-,15.54%,19.28%,Upgrade
42,Revenue as Reported,42615,32733,24632,24666,19959,15244,17764,25255,5609,46045,22530,51783,21689,26885,45157,57851,61196,17028,36879,9026,Upgrade
