,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+19 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+19 Quarters
0,Cash & Equivalents,15057,10620,116686,148205,-,144159,140984,134949,134403,139520,118535,120486,157585,197672,177986,158668,157426,140096,132975,92639,Upgrade
1,Short-Term Investments,136105,136105,10000,10327,-,10000,10000,10000,10000,10000,10480,10000,10000,-,480,480,-,-,-,30000,Upgrade
2,Cash & Short-Term Investments,151162,146725,126686,158532,154159,154159,150984,144949,144403,149520,129015,130486,167585,197672,178466,159148,157426,140096,132975,122639,Upgrade
3,Cash Growth,-1.94%,-4.82%,-16.09%,9.37%,6.76%,3.10%,17.03%,11.08%,-13.83%,-24.36%,-27.71%,-18.01%,6.45%,41.10%,34.21%,29.77%,3.20%,24.78%,77.64%,125.16%,Upgrade
4,Accounts Receivable,5465,2522,37650,7156,-,5951,6446,7890,9492,22123,30418,41210,9266,8026,16889,18131,30676,7377,19565,18064,Upgrade
5,Other Receivables,4709,9475,926.42,20376,-,2044,13033,14020,12749,2968,11150,11116,9937,2539,8419,1448,1305,2889,14071,16586,Upgrade
6,Receivables,10174,11997,38576,27532,-,7995,19479,21910,22241,25091,41568,52326,19203,10565,25308,19580,31980,10266,33636,34800,Upgrade
7,Inventory,51273,42669,16162,27902,-,28254,20922,19791,36461,32540,46672,30990,38840,34616,21428,25908,39295,49699,29911,17117,Upgrade
8,Prepaid Expenses,-,-,3170,5503,-,-,3194,6714,2574,-,6745,10608,11482,-,3696,9277,4962,-,4494,5594,Upgrade
9,Other Current Assets,1025,1179,2595,899.56,-,14198,861.12,1336,1056,11782,2185,2747,3068,10003,2621,9874,9196,10229,3115,2940,Upgrade
10,Total Current Assets,213634,202570,187189,220369,-,204606,195439,194699,206735,218934,226185,227157,240180,252856,231519,223787,242859,210290,204131,183091,Upgrade
11,"Property, Plant & Equipment",119724,128694,102318,100106,-,100493,102351,99779,102168,101841,100321,94975,99437,99373,98985,97472,100040,104473,104205,101870,Upgrade
12,Long-Term Investments,33111,31611,26811,27494,-,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,26811,Upgrade
13,Other Intangible Assets,-,-,297.5,311.67,-,340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,500,500,500,500,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,7297,3854,304.12,280.88,-,354.45,280.4,233.52,378.22,479.7,782.87,906.6,1158,1437,1833,1868,2352,2035,3857,3994,Upgrade
16,Total Assets,373766,366729,316920,348561,-,332605,324882,321523,336092,348066,354600,350350,368087,380977,359148,349939,372063,343609,339004,315766,Upgrade
17,Accounts Payable,3008,1493,2207,23910,-,2348,2171,3072,2900,3829,4636,8943,6415,3078,3525,2553,4013,1822,1643,1267,Upgrade
18,Accrued Expenses,25590,24081,6273,22933,-,23598,20459,18100,14508,23738,26087,24707,15394,29673,29287,25491,24072,28475,26961,18598,Upgrade
19,Short-Term Debt,-,-,-,-,-,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,Upgrade
20,Current Income Taxes Payable,1807,889.91,393.95,-,-,1738,160.53,1913,12.31,1304,5367,4467,1865,435.49,420.12,3583,10764,-,2556,2033,Upgrade
21,Current Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,547.02,624.51,623.01,-,-,-,Upgrade
22,Other Current Liabilities,2460,7731,2591,3332,-,2969,5643,2726,2166,2730,3717,3154,4713,14935,2232,2245,40832,3965,3783,2717,Upgrade
23,Total Current Liabilities,32864,34195,11465,50175,-,30901,28681,26058,19834,31849,40055,41518,28634,48369,36259,34745,80552,34510,35190,24862,Upgrade
24,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,2000,2327,2000,2000,288.19,552.25,780.91,608.35,109.94,187.06,Upgrade
25,Total Liabilities,32864,34195,11465,50175,-,30901,28681,26058,19834,31849,42055,43846,30634,50369,36547,35297,81333,35118,35300,25049,Upgrade
26,Common Stock,192500,192500,192500,192500,-,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,192500,Upgrade
27,Retained Earnings,148402,140034,112955,17044,-,109204,103700,102965,123758,123717,120046,114004,144952,138107,130100,122142,98230,115991,111204,98217,Upgrade
28,Comprehensive Income & Other,-,-,-,88842,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Shareholders' Equity,340902,332534,305455,298387,301704,301704,296200,295465,316258,316217,312546,306504,337452,330607,322600,314642,290730,308491,303704,290717,Upgrade
30,Total Liabilities & Equity,373766,366729,316920,348561,-,332605,324882,321523,336092,348066,354600,350350,368087,380977,359148,349939,372063,343609,339004,315766,Upgrade
31,Total Debt,-,-,-,-,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,247.43,Upgrade
32,Net Cash (Debt),151162,146725,126686,158532,153912,153912,150736,144702,144156,149273,128768,130238,167338,197425,178218,158901,157178,139848,132728,122392,Upgrade
33,Net Cash Growth,-1.79%,-4.67%,-15.96%,9.56%,6.77%,3.11%,17.06%,11.11%,-13.85%,-24.39%,-27.75%,-18.04%,6.46%,41.17%,34.27%,29.83%,3.20%,24.84%,80.16%,124.71%,Upgrade
34,Net Cash Per Share,7852.55,7622.07,6588.26,8241.57,7987.41,7997.80,7791.75,7516.98,7488.62,7754.45,6693.99,6765.63,8692.88,10245.97,9262.19,8253.95,8165.73,7277.98,6898.72,6354.16,Upgrade
35,Filing Date Shares Outstanding,19.25,19.25,19.25,19.24,19.27,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,Upgrade
36,Total Common Shares Outstanding,19.25,19.25,19.25,19.24,19.27,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,Upgrade
37,Working Capital,180770,168375,175724,170194,-,173705,166758,168641,186901,187085,186131,185639,211545,204486,195260,189043,162307,175780,168941,158229,Upgrade
38,Book Value Per Share,17709.18,17274.51,15867.79,15512.15,15672.91,15672.91,15387.02,15348.83,16428.97,16426.86,16236.13,15922.31,17529.99,17174.40,16758.46,16345.03,15102.84,16025.52,15776.82,15102.19,Upgrade
39,Tangible Book Value,340902,332534,305157,298075,301364,301364,296200,295465,316258,316217,312546,306504,337452,330607,322600,314642,290730,308491,303704,290717,Upgrade
40,Tangible Book Value Per Share,17709.18,17274.51,15852.33,15495.95,15655.25,15655.25,15387.02,15348.83,16428.97,16426.86,16236.13,15922.31,17529.99,17174.40,16758.46,16345.03,15102.84,16025.52,15776.82,15102.19,Upgrade
41,Buildings,-,-,39647,-,-,39647,-,39647,37343,37343,37343,37227,37227,37227,36105,37304,36105,37304,34883,36083,Upgrade
42,Machinery,-,-,21023,-,-,25792,-,25670,25843,25843,25843,26888,26913,26756,26722,26286,27344,26145,24894,19036,Upgrade
43,Construction In Progress,18585,16866,57989,-,-,41834,41359,37261,38223,36167,32504,40314,37516,35863,36542,32439,28782,27352,28367,33618,Upgrade
