,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+19 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+19 Quarters
0,Market Capitalization,685300,626588,1237775,184800,202125,219450,227150,229075,207900,290675,269500,261800,275275,342650,300300,294525,313775,277200,231000,294525,281050,Upgrade
1,Market Cap Growth,173.53%,185.53%,444.92%,-19.33%,-2.78%,-24.50%,-15.71%,-12.50%,-24.48%,-15.17%,-10.26%,-11.11%,-12.27%,23.61%,30.00%,0%,11.64%,-4.00%,-27.27%,-8.38%,-19.34%,Upgrade
2,Enterprise Value,534138,499902,1111089,26268,48213,65538,76414,84373,63744,161907,140732,131562,107937,144740,122082,135624,156597,136872,98272,172133,128752,Upgrade
3,Last Close Price,35600.00,32550.00,62319.00,5958.82,6517.46,6735.90,6972.25,7031.33,6381.38,7961.27,7381.31,7170.41,7539.48,8306.09,7279.50,7139.51,7606.14,5951.59,4959.66,6323.56,6034.25,Upgrade
4,PE Ratio,16.70,21.94,62.86,9.20,15.28,10.15,12.98,15.55,10.30,10.98,7.88,6.63,6.60,7.01,4.21,4.33,4.32,4.91,3.21,3.34,3.24,Upgrade
5,PS Ratio,4.79,5.03,12.14,2.19,2.60,2.81,3.56,2.42,2.09,2.31,1.90,2.13,1.89,2.26,1.57,1.63,1.81,2.23,1.60,1.57,1.37,Upgrade
6,PB Ratio,2.01,1.84,3.72,0.60,0.68,0.73,0.75,0.77,0.70,0.92,0.85,0.84,0.90,1.02,0.91,0.91,1.00,0.95,0.75,0.97,0.97,Upgrade
7,P/TBV Ratio,1.84,1.84,3.72,0.61,0.68,0.73,0.75,0.77,0.70,0.92,0.85,0.84,0.90,1.02,0.91,0.91,1.00,0.95,0.75,0.97,0.97,Upgrade
8,P/FCF Ratio,80.84,-,-,-,-,-,-,8.57,14.80,-,-5.82,-,-,-,5.78,8.58,11.13,-,-,4.36,-,Upgrade
