,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,693,1100,1589,1848,1970,2577,2902,4859,2632,1512,1485,Upgrade
1,Market Cap Growth,-42.14%,-40.44%,-19.31%,-28.29%,-32.12%,-46.98%,10.26%,221.43%,77.27%,-28.66%,-43.30%,Upgrade
2,Enterprise Value,774,1094,1595,1828,1960,2484,2798,4813,2658,1684,1456,Upgrade
3,Last Close Price,0.05,0.08,0.12,0.14,0.14,0.19,0.21,0.36,0.20,0.11,0.11,Upgrade
4,PS Ratio,0.58,2.25,-,2.93,-,3.16,8.91,19.45,24.82,17.16,15.31,Upgrade
5,PB Ratio,2.93,6.71,7.13,6.43,5.63,5.00,4.40,6.28,3.39,1.86,1.78,Upgrade
6,P/TBV Ratio,5.29,5.29,6.10,6.01,5.54,5.95,5.77,10.80,6.37,2.91,2.56,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,28.37,86.78,-,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,26.70,83.26,-,-,-,Upgrade
9,EV/Sales Ratio,0.64,2.23,-,2.90,-,3.04,8.59,19.27,25.06,19.11,15.02,Upgrade
10,EV/FCF Ratio,-11.88,-,-,-,-,-,27.35,85.96,-,-,-,Upgrade
11,Debt / Equity Ratio,1.22,1.22,0.39,0.30,0.16,0.11,0.08,0.05,0.09,0.21,0.44,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,0.51,0.68,-,-,-,Upgrade
13,Earnings Yield,-13.60%,-3.73%,-,-2.37%,-,-8.60%,-3.80%,-1.07%,-2.15%,-2.10%,-1.94%,Upgrade
14,FCF Yield,-9.40%,-5.78%,-,-3.88%,-,-2.86%,3.52%,1.15%,-2.73%,-12.76%,-14.17%,Upgrade
15,Buyback Yield / Dilution,-0.16%,-,-,-0.57%,-,-0.06%,-,-,-,-,-,Upgrade
16,Total Shareholder Return,-0.16%,-,-,-0.57%,-,-0.06%,-,-,-,-,-,Upgrade
