,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,489.4,-,630.24,-,672.68,141.26,182.55,59.11,38.77,49.33,Upgrade
1,Other Revenue,-,-,-,-,-,1.91,-,8.18,-,-,Upgrade
2,Revenue,489.4,-,630.24,-,672.68,143.17,182.55,67.29,38.77,49.33,Upgrade
3,Revenue Growth (YoY),-22.35%,-,-6.31%,-,268.49%,112.77%,370.84%,36.42%,-18.59%,-,Upgrade
4,Cost of Revenue,356.2,-,417.12,-,532.16,139.82,142.58,35.15,23.76,30.29,Upgrade
5,Gross Profit,133.2,-,213.12,-,140.53,3.36,39.97,32.14,15.01,19.04,Upgrade
6,"Selling, General & Admin",171.72,-,258.01,-,258.86,129.41,57.49,43.97,31.5,36.88,Upgrade
7,Research & Development,7.72,-,18.36,-,10.82,3.15,-,-,-,-,Upgrade
8,Operating Expenses,179.44,-,276.35,-,269.67,132.75,57.49,43.97,31.5,39.08,Upgrade
9,Operating Income,-46.24,-,-63.23,-,-129.14,-129.39,-17.52,-11.83,-16.49,-20.04,Upgrade
10,Interest Expense,-6.87,-,-1.2,-,-0.74,-0.78,-1.5,-2.24,-2.88,-0.57,Upgrade
11,Interest & Investment Income,0.25,-,0.11,-,1.03,2.61,0.87,1.66,4.68,4.53,Upgrade
12,Earnings From Equity Investments,-2.1,-,1.52,-,-3.25,-3.02,-1.92,2.9,-0.4,-0.29,Upgrade
13,Currency Exchange Gain (Loss),-0.31,-,-3.15,-,-3.48,0.98,1.02,6.63,4.98,-1.79,Upgrade
14,Other Non Operating Income (Expenses),0.35,-,0.25,-,-2.96,-1.54,9.81,0.55,0.06,0.39,Upgrade
15,EBT Excluding Unusual Items,-54.92,-,-65.7,-,-138.55,-131.14,-9.23,-2.33,-10.05,-17.77,Upgrade
16,Gain (Loss) on Sale of Investments,5,-,-1.36,-,-2.83,1.83,0.09,-25.05,-0.4,-1.2,Upgrade
17,Gain (Loss) on Sale of Assets,3.52,-,-0.26,-,-0.01,0.01,-0.01,0,-0,-0.98,Upgrade
18,Asset Writedown,-,-,-,-,-,-3.39,-,-11.37,-1.14,-,Upgrade
19,Other Unusual Items,-,-,0.33,-,-,-,-,-5.84,-,-,Upgrade
20,Pretax Income,-46.4,-,-66.99,-,-141.38,-132.69,-9.16,-44.59,-11.58,-19.95,Upgrade
21,Income Tax Expense,-0.22,-,0.22,-,-0.3,-0.27,-0.15,0.39,0.02,0.17,Upgrade
22,Earnings From Continuing Operations,-46.18,-,-67.21,-,-141.08,-132.42,-9.01,-44.97,-11.6,-20.12,Upgrade
23,Earnings From Discontinued Operations,-,-,9.83,-,-,-,-,-,-,-,Upgrade
24,Net Income to Company,-46.18,-,-57.38,-,-141.08,-132.42,-9.01,-44.97,-11.6,-20.12,Upgrade
25,Minority Interest in Earnings,5.17,-,13.54,-,22.67,29.21,1.82,-,-,-,Upgrade
26,Net Income,-41.02,-,-43.84,-,-118.41,-103.21,-7.19,-44.97,-11.6,-20.12,Upgrade
27,Net Income to Common,-41.02,-,-43.84,-,-118.41,-103.21,-7.19,-44.97,-11.6,-20.12,Upgrade
28,Shares Outstanding (Basic),13583,-,13583,-,13506,13498,13498,13498,13498,13498,Upgrade
29,Shares Outstanding (Diluted),13583,-,13583,-,13506,13498,13498,13498,13498,13498,Upgrade
30,Shares Change (YoY),-,-,0.57%,-,0.06%,-,-,-,-,-,Upgrade
31,EPS (Basic),-0.00,-,-0.00,-,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,Upgrade
32,EPS (Diluted),-0.00,-,-0.00,-,-0.01,-0.01,-0.00,-0.00,-0.00,-0.00,Upgrade
33,Free Cash Flow,-63.61,-,-71.71,-,-97.99,24.41,77.89,-21.89,-49.9,-143.01,Upgrade
34,Free Cash Flow Per Share,-0.00,-,-0.01,-,-0.01,0.00,0.01,-0.00,-0.00,-0.01,Upgrade
35,Operating Margin,-9.45%,-,-10.03%,-,-19.20%,-90.38%,-9.60%,-17.58%,-42.53%,-40.64%,Upgrade
36,Profit Margin,-8.38%,-,-6.96%,-,-17.60%,-72.09%,-3.94%,-66.83%,-29.92%,-40.78%,Upgrade
37,Free Cash Flow Margin,-13.00%,-,-11.38%,-,-14.57%,17.05%,42.67%,-32.53%,-128.69%,-289.92%,Upgrade
38,EBITDA,-44.73,-,-60.72,-,-126.7,-128.71,-17.26,-10.46,-14.34,-17.84,Upgrade
39,D&A For EBITDA,1.51,2.64,2.51,3.16,2.44,0.69,0.27,1.37,2.15,2.2,Upgrade
40,EBIT,-46.24,-,-63.23,-,-129.14,-129.39,-17.52,-11.83,-16.49,-20.04,Upgrade
41,Revenue as Reported,-,-,-,-,-,144.34,183.38,68.7,42.36,51.25,Upgrade
