,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,14938,7731,5808,5067,3732,3785,3582,4418,4451,3784,3554,3695,3334,3296,3530,3566,3988,4725,5078,4501,6528,Upgrade
1,Market Cap Growth,104.25%,104.25%,62.16%,14.69%,-16.15%,0.01%,0.78%,19.56%,33.48%,14.82%,0.67%,3.63%,-16.39%,-30.25%,-30.48%,-20.78%,-38.91%,-20.03%,7.94%,-17.71%,182.93%,Upgrade
2,Enterprise Value,14675,7482,5429,4695,3361,3518,3195,4230,4263,3751,3551,3867,3506,3429,3571,3522,3790,4562,4795,4289,6400,Upgrade
3,Last Close Price,30.22,15.64,11.75,9.88,7.28,7.38,6.98,8.14,8.20,6.97,6.55,6.74,6.08,6.01,6.50,6.31,6.84,8.11,8.71,7.56,10.96,Upgrade
4,PE Ratio,50.01,25.80,19.16,14.31,11.36,10.83,9.82,11.73,11.06,8.88,10.01,12.44,13.31,16.23,16.27,19.42,17.98,18.79,15.76,12.34,21.28,Upgrade
5,PS Ratio,13.50,6.96,5.40,4.42,3.50,3.43,3.06,3.62,3.54,2.87,2.98,3.42,3.31,3.77,4.27,4.64,5.32,5.64,5.52,4.82,7.49,Upgrade
6,PB Ratio,8.68,4.56,3.63,2.91,2.28,2.39,-,2.88,3.05,2.72,2.77,3.21,3.18,3.43,3.84,3.58,4.04,4.25,4.84,3.95,6.32,Upgrade
7,P/TBV Ratio,4.68,4.68,3.73,2.99,2.34,2.45,-,2.96,3.14,2.91,2.98,3.49,3.48,3.79,4.26,3.95,4.46,4.64,5.32,4.31,6.96,Upgrade
8,P/FCF Ratio,60.20,31.16,33.14,-,11.58,10.16,7.79,10.50,12.88,15.58,85.95,186.01,-67.24,-,267.36,-,-,24.24,-,18.52,36.86,Upgrade
9,P/OCF Ratio,25.43,25.43,27.53,-,9.58,8.75,6.82,9.25,9.27,9.46,14.80,17.52,23.48,22.95,17.07,20.09,18.94,17.65,20.03,15.38,27.19,Upgrade
10,EV/Sales Ratio,13.22,6.74,5.05,4.10,3.15,3.19,2.73,3.47,3.39,2.85,2.98,3.57,3.48,3.92,4.32,4.58,5.06,5.45,5.21,4.59,7.34,Upgrade
11,EV/EBITDA Ratio,37.58,18.79,13.39,10.18,7.55,7.82,6.86,8.69,8.39,6.81,7.54,9.60,10.04,12.10,12.38,13.48,12.94,13.61,11.70,9.69,16.75,Upgrade
12,EV/EBIT Ratio,44.19,22.41,16.00,11.85,8.89,9.24,7.94,10.02,9.49,7.54,8.47,10.84,11.50,14.27,14.43,15.98,14.92,15.30,12.76,10.44,18.12,Upgrade
13,EV/FCF Ratio,59.14,30.15,30.97,-,10.43,9.45,6.95,10.06,12.34,15.44,85.89,194.67,-70.71,-,270.43,-,-,23.40,-,17.64,36.13,Upgrade
14,Debt / Equity Ratio,0.09,0.09,0.13,0.12,0.09,0.08,-,0.08,0.09,0.07,0.08,0.22,0.32,0.45,0.41,0.36,0.30,0.27,0.31,0.03,0.03,Upgrade
15,Debt / EBITDA Ratio,0.40,0.34,0.61,0.41,0.49,0.26,-,0.30,0.40,0.18,0.16,0.50,0.69,1.82,1.01,1.23,1.32,1.16,1.24,0.07,0.08,Upgrade
16,Debt / FCF Ratio,0.63,0.63,1.17,-,0.47,0.35,-,0.31,0.37,0.41,2.49,12.74,-6.83,-,28.69,-,-,1.54,-,0.12,0.17,Upgrade
