,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,10336,9722,9083,7977,7118,8652,6688,9081,6688,6013,8038
1,Market Cap Growth,21.88%,21.88%,27.60%,-7.80%,6.42%,-4.73%,0%,51.02%,-16.79%,-7.55%,-
2,PE Ratio,4.78,4.54,4.78,4.20,4.22,5.48,4.95,7.27,6.03,6.43,9.10
3,PS Ratio,3.66,3.47,3.60,3.09,2.87,3.67,3.21,5.57,4.81,4.76,5.74
4,PB Ratio,0.76,0.71,0.71,0.65,0.61,0.79,0.66,0.96,0.74,0.71,0.95
5,P/FCF Ratio,-,-102.23,-,3.61,3.84,-1.23,-,-,-8.29,-,-
6,P/OCF Ratio,4.62,4.62,-,1.76,1.85,-3.01,-,-,10.22,-,2.27
7,Debt / Equity Ratio,2.13,2.13,2.46,2.24,2.40,2.66,2.97,2.44,2.32,2.37,2.20
8,Debt / FCF Ratio,-,-306.03,-,12.37,15.10,-4.16,-,-,-25.90,-,-
9,Earnings Yield,20.74%,22.04%,20.94%,23.78%,23.67%,18.25%,20.21%,13.76%,16.57%,15.56%,10.99%
10,Earnings Yield,20.74%,22.04%,20.94%,23.78%,23.67%,18.25%,20.21%,13.76%,16.57%,15.56%,10.99%
11,FCF Yield,-0.92%,-0.98%,-33.89%,27.73%,26.05%,-81.23%,-155.22%,-33.74%,-12.06%,-21.41%,13.80%
12,Dividend Yield,7.19%,8.20%,8.76%,8.50%,10.04%,7.97%,10.31%,8.11%,11.01%,11.21%,8.81%
13,Buyback Yield / Dilution,-0.18%,-0.29%,-0.06%,-,-,-,-,-,0.19%,-29.98%,-33.59%
14,Total Shareholder Return,7.01%,7.91%,8.70%,8.50%,10.04%,7.97%,10.31%,8.11%,11.19%,-18.78%,-24.77%
