,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,-,-,-,-,-,-,-,-,-,-1197
1,Total Interest Expense,514.42,631.38,460.53,487.14,354.24,359.21,186.68,242.93,317.17,414.79
2,Net Interest Income,-514.42,-631.38,-460.53,-487.14,-354.24,-359.21,-186.68,-242.93,-317.17,-1612
3,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,26.12
4,Other Revenue,2201,1969,1736,1879,1535,1504,1108,899.66,1027,2236
5,Revenue Before Loan Losses,1687,1338,1275,1392,1181,1144,921.05,656.73,710.04,650.84
6,Provision for Loan Losses,105.66,116.41,-25.25,113.75,-23.49,-8.29,-12.6,-41.16,17.5,79.19
7,Revenue,1581,1221,1300,1278,1205,1153,933.64,697.89,692.54,571.65
8,Revenue Growth (YoY),21.56%,-4.44%,7.96%,10.86%,29.02%,65.18%,34.81%,22.08%,-16.48%,-24.23%
9,Salaries & Employee Benefits,31.02,81.69,24.61,89.97,34.73,59.4,32.36,17.56,31.4,44.58
10,Cost of Services Provided,136.58,173.97,136.87,156.83,146.03,133.25,69.74,65.5,47.1,48.3
11,Other Operating Expenses,27.22,47.25,43.03,125.29,21.5,41.64,40.71,28.15,47.54,42.63
12,Total Operating Expenses,475.76,553.39,446.97,613.03,438.03,449.6,296.73,248.09,262.03,272.82
13,Operating Income,1105,667.77,853.48,664.9,766.51,703.15,636.91,449.8,430.51,298.84
14,Earnings From Equity Investments,254.94,148.46,247.91,199.97,124.01,10.95,30.59,28.05,74.33,89.43
15,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,35.5,-,-44.31
16,EBT Excluding Unusual Items,1360,816.23,1101,864.87,890.52,714.1,667.5,513.36,504.84,447.05
17,Other Unusual Items,-,-,-,-,-,-,-,0.7,-,-
18,Pretax Income,1360,842.44,1101,841.63,914.02,733.89,667.5,623.32,504.84,447.05
19,Income Tax Expense,20.16,21.39,10.77,13.4,7.74,8.44,5.31,7.95,6.41,7.08
20,Earnings From Continuing Ops.,1340,821.05,1091,828.23,906.28,725.45,662.2,615.37,498.44,439.98
21,Minority Interest in Earnings,-12.54,-5.19,-4.88,-16.68,-32.92,-19.49,-16.53,-11.15,5.87,-8.35
22,Net Income,1327,815.87,1086,811.55,873.36,705.96,645.67,604.22,504.3,431.63
23,Net Income to Common,1327,815.87,1086,811.55,873.36,705.96,645.67,604.22,504.3,431.63
24,Net Income Growth,22.25%,0.53%,24.32%,14.96%,35.26%,16.84%,28.03%,39.99%,11.70%,42.65%
25,Shares Outstanding (Basic),6143,6137,6136,6136,6136,6136,6136,6136,6136,6148
26,Shares Outstanding (Diluted),6154,6140,6136,6136,6136,6136,6136,6136,6136,6148
27,Shares Change (YoY),0.29%,0.06%,-,-,-,-,-,-0.19%,29.98%,33.59%
28,EPS (Basic),0.22,0.13,0.18,0.13,0.14,0.12,0.11,0.10,0.08,0.07
29,EPS (Diluted),0.22,0.13,0.18,0.13,0.14,0.12,0.10,0.10,0.08,0.07
30,EPS Growth,22.07%,0.52%,24.61%,15.01%,35.24%,16.79%,28.05%,40.25%,-14.26%,6.79%
31,Free Cash Flow,3623,-3718,639.69,1573,281.2,-7309,-3073,8.76,-815.67,-471.74
32,Free Cash Flow Per Share,0.59,-0.61,0.10,0.26,0.05,-1.19,-0.50,0.00,-0.13,-0.08
33,Dividend Per Share,0.030,0.090,0.030,0.070,0.030,0.060,0.030,0.060,0.030,0.050
34,Dividend Growth,0%,28.57%,0%,16.67%,0%,0%,0%,20.00%,0%,-
35,Operating Margin,69.90%,54.68%,65.63%,52.03%,63.63%,61.00%,68.22%,64.45%,62.16%,52.28%
36,Profit Margin,83.96%,66.81%,83.49%,63.51%,72.51%,61.24%,69.16%,86.58%,72.82%,75.51%
37,Free Cash Flow Margin,229.17%,-304.46%,49.19%,123.06%,23.34%,-634.06%,-329.09%,1.26%,-117.78%,-82.52%
