,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1401,938.01,1124,1181,1270,1428,1640,2180,1402,1895
1,Long-Term Investments,3017,1994.0,1814,1241,1192,1033,1032,1260,948.39,1024
2,Trading Asset Securities,895.68,720.38,965.49,1199,1112,894.82,1001,914.98,571.66,43.34
3,Loans & Lease Receivables,21196,23734.0,20093,20610,22279,22472,17267,15061,15062,15045
4,Other Receivables,201.05,353.42,71.71,109.75,74.61,149.37,83.41,85.73,167.08,178.09
5,"Property, Plant & Equipment",16332,16250.0,16845,15953,14879,14391,11908,10068,9492,8940
6,Other Current Assets,743.77,1149.0,171.16,223,823.3,514.16,601.58,960.75,1498,571.25
7,Long-Term Deferred Tax Assets,2.36,3.67,4.37,4.13,1.71,1.68,-,-,-,-
8,Total Assets,43788,45144.0,41088,40521,41632,40883,33533,30531,29142,27696
9,Accrued Expenses,-,5.16,-,41.02,-,7.59,-,12.61,-,17.83
10,Short-Term Debt,289.68,260.67,292.95,168.23,87.8,202.84,257.31,351.46,408.51,193.89
11,Current Portion of Long-Term Debt,10249,8191.0,6533,7520,10821,11182,10074,8408,4370,5622
12,Current Portion of Leases,-,12.75,-,15.13,-,14.25,-,9.04,-,5.86
13,Long-Term Debt,18197,23142.0,20527,20268,18320,18617,12678,12108,15289,12776
14,Long-Term Leases,368.33,11.21,23.97,14.83,31.52,24.34,28.87,24.61,20.91,17.79
15,Current Income Taxes Payable,54.42,53.49,42.94,33.42,31.03,40.09,33.74,32.39,27.17,22.14
16,Other Current Liabilities,-,207.79,304.49,207.17,259.7,276.68,113.42,89.22,110.11,116.3
17,Long-Term Deferred Tax Liabilities,0.4,1.01,2.23,-,-,-,-,-,-,-
18,Other Long-Term Liabilities,962.14,428.14,1117,610.5,1096,414.52,897.2,504.41,455,475.4
19,Total Liabilities,30121,32314.0,28844,28879,30647,30779,24082,21540,20680,19247
20,Common Stock,6641,6616.0,6614,6614,6614,6614,6614,6614,6614,6614
21,Retained Earnings,6543,5770.0,5140,4484,3852,3347,2826,2532,2111,1914
22,Comprehensive Income & Other,351.25,326.17,361.47,414.95,404.82,62.82,-50.2,-198.73,-297.13,-117.68
23,Total Common Equity,13536,12712.0,12116,11513,10872,10025,9391,8947,8429,8411
24,Minority Interest,130.69,118.04,128.41,129.37,112.64,79.96,60.23,43.6,32.48,38.49
25,Shareholders' Equity,13667,12830.0,12244,11642,10984,10104,9451,8991,8461,8449
26,Total Liabilities & Equity,43788,45144.0,41088,40521,41632,40883,33533,30531,29142,27696
27,Total Debt,29104,31618.0,27378,27986,29260,30040,23038,20901,20088,18616
28,Net Cash (Debt),-26807,-29960.0,-25288,-25606,-26878,-27717,-20397,-17806,-18114,-16677
29,Net Cash Per Share,-4.36,-4.88,-4.12,-4.17,-4.38,-4.52,-3.32,-2.90,-2.95,-2.71
30,Filing Date Shares Outstanding,6153,6137.0,6136,6136,6136,6136,6136,6136,6136,6136
31,Total Common Shares Outstanding,6153,6137.0,6136,6136,6136,6136,6136,6136,6136,6136
32,Working Capital,13844,18164.0,15252,15338,14359,13735,10114,10300,13785,11755
33,Book Value Per Share,2.20,2.07,1.97,1.88,1.77,1.63,1.53,1.46,1.37,1.37
34,Tangible Book Value,13536,12712.0,12116,11513,10872,10025,9391,8947,8429,8411
35,Tangible Book Value Per Share,2.20,2.07,1.97,1.88,1.77,1.63,1.53,1.46,1.37,1.37
