,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,863,928,956,1299,1411,1466,2506,2691,2041,1011,1030,Upgrade
1,Market Cap Growth,-28.57%,-28.57%,-32.24%,-11.39%,-43.70%,-45.51%,22.74%,166.06%,98.20%,-16.90%,-31.47%,Upgrade
2,Enterprise Value,948,1000,1015,1348,1448,1490,2528,2704,2050,1013,1035,Upgrade
3,Last Close Price,0.09,0.10,0.10,0.14,0.15,0.16,0.27,0.29,0.22,0.11,0.11,Upgrade
4,PE Ratio,-,-,-,-,-,-,-120.38,-,-,-,-,Upgrade
5,PB Ratio,1.96,2.11,1.92,2.54,2.76,2.66,4.25,4.37,3.16,1.50,1.71,Upgrade
6,P/TBV Ratio,2.11,2.11,1.92,2.54,2.76,2.66,4.25,4.37,3.16,1.50,1.71,Upgrade
7,Debt / Equity Ratio,0.20,0.20,0.15,0.13,0.13,0.10,0.09,0.10,0.09,0.05,0.06,Upgrade
8,Earnings Yield,-2.64%,-2.45%,-1.40%,-2.92%,-4.01%,-1.81%,-0.83%,-1.29%,-0.69%,-0.97%,-2.04%,Upgrade
9,FCF Yield,-2.18%,-2.02%,-2.01%,-1.50%,-1.36%,-1.31%,-0.81%,-0.75%,-0.97%,-1.80%,-1.88%,Upgrade
10,Buyback Yield / Dilution,-,-,-,-0.01%,-0.01%,1.17%,-,-1.01%,-0.71%,6.24%,Upgrade,
11,Total Shareholder Return,-,-,-,-0.01%,-0.01%,1.17%,-,-1.01%,-0.71%,6.24%,Upgrade,
