,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,121.2,137.24,149.11,167.21,185.26,186.27,178.02,156.34,154.03,143.3
1,Cash & Short-Term Investments,121.2,137.24,149.11,167.21,185.26,186.27,178.02,156.34,154.03,143.3
2,Cash Growth,-18.72%,-17.92%,-19.51%,-10.23%,4.07%,19.15%,15.58%,9.10%,-0.81%,74.02%
3,Accounts Receivable,25.14,35.18,30.92,27.26,41.84,64.56,58.6,81.64,83.81,91.28
4,Other Receivables,29.97,23.84,9.95,20.66,17.58,31.38,20.82,38.56,85.15,56.08
5,Receivables,55.11,59.02,40.87,47.92,59.42,95.94,79.42,120.2,168.96,147.36
6,Prepaid Expenses,8.31,7.09,18.45,8.9,10.23,14.18,16.48,16.73,-,19.96
7,Other Current Assets,2.04,1.17,0.91,1.13,1.2,1.49,1.7,1.89,2.12,2.62
8,Total Current Assets,186.66,204.52,209.33,225.16,256.11,297.88,275.62,295.15,325.11,313.24
9,"Property, Plant & Equipment",4.52,5.41,0.2,0.3,0.59,0.86,1.5,2.54,3.77,5.18
10,Long-Term Investments,1.1,1.07,1.05,1,1.08,1.29,1.33,1.3,1.18,1.25
11,Long-Term Accounts Receivable,0.07,0.21,-,-,-,-,-,-,0.36,0.96
12,Long-Term Deferred Tax Assets,0.27,0.27,0,0.1,-,-,0,0.6,0.99,0.89
13,Total Assets,192.62,211.47,210.58,226.56,257.78,300.02,278.45,299.59,331.4,321.52
14,Accounts Payable,3.78,9.11,6.45,7.11,22.87,41.96,14.88,23.09,32.77,19.58
15,Accrued Expenses,4.49,7.08,3.15,8.04,2.49,5.26,4.39,9.74,9.57,9.08
16,Current Portion of Leases,0.73,0.73,0.13,0.52,0.79,0.92,1.16,2.81,3.73,4.43
17,Current Income Taxes Payable,0.21,0.11,0.21,0.31,0.31,0.24,0.2,0.17,0.13,-
18,Current Unearned Revenue,1.84,4.38,1.39,1.55,2.64,0.99,3.87,2.15,7.7,1.8
19,Other Current Liabilities,11.59,11.65,12.02,15.23,22.33,24.36,24.43,21.38,14.13,15.44
20,Total Current Liabilities,22.63,33.06,23.35,32.75,51.42,73.73,48.92,59.35,68.03,50.33
21,Long-Term Leases,0.31,0.66,-,-,0.13,0.52,-,0.18,1.27,2.99
22,Long-Term Deferred Tax Liabilities,-,-,-,-,0.09,0.09,0.14,0.08,0.19,0.2
23,Other Long-Term Liabilities,0.85,0.83,-,0.58,-,-,-,-,-,-
24,Total Liabilities,23.79,34.54,23.35,33.33,51.64,74.34,49.06,59.61,69.5,53.52
25,Common Stock,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8
26,Additional Paid-In Capital,167.27,167.27,167.27,167.27,167.27,167.27,167.27,167.27,167.27,167.27
27,Retained Earnings,-25.23,-17.1,-6.76,-0.73,12.1,31.45,35.11,45.73,67.77,73.79
28,Comprehensive Income & Other,9.99,9.96,9.94,9.89,9.97,10.18,10.22,10.19,10.07,10.14
29,Shareholders' Equity,168.82,176.93,187.24,193.22,206.14,225.69,229.39,239.98,261.9,268
30,Total Liabilities & Equity,192.62,211.47,210.58,226.56,257.78,300.02,278.45,299.59,331.4,321.52
31,Total Debt,1.03,1.38,0.13,0.52,0.92,1.44,1.16,2.99,5.01,7.42
32,Net Cash (Debt),120.17,135.86,148.98,166.69,184.34,184.83,176.86,153.34,149.02,135.88
33,Net Cash Growth,-19.34%,-18.50%,-19.18%,-9.81%,4.23%,20.54%,18.68%,12.85%,-0.17%,70.00%
34,Net Cash Per Share,0.07,0.08,0.09,0.10,0.11,0.11,0.11,0.09,0.09,0.08
35,Filing Date Shares Outstanding,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
36,Total Common Shares Outstanding,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680
37,Working Capital,164.02,171.46,185.99,192.41,204.69,224.15,226.7,235.8,257.08,262.91
38,Book Value Per Share,0.10,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.16,0.16
39,Tangible Book Value,168.82,176.93,187.24,193.22,206.14,225.69,229.39,239.98,261.9,268
40,Tangible Book Value Per Share,0.10,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.16,0.16
41,Machinery,7.13,7.05,4.17,4.21,4.77,6.14,7.01,9.95,12.56,11.52
42,Leasehold Improvements,1.38,1.38,0.31,0.31,0.31,0.31,0.24,0.95,1.34,1.34
43,Order Backlog,160,-,-,-,-,-,-,-,-,-
