,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,139,124,284,437,378,398,596,588,588,655,672
1,Market Cap Growth,-71.54%,-71.54%,-24.89%,9.70%,-36.62%,-32.29%,1.43%,-10.26%,-12.50%,-25.00%,-5.88%
2,Enterprise Value,19,-12,135,270,194,213,420,435,439,519,523
3,Last Close Price,0.08,0.07,0.17,0.26,0.23,0.24,0.35,0.35,0.35,0.39,0.40
4,PS Ratio,1.34,1.19,2.11,2.49,1.34,1.08,1.55,1.64,1.77,1.97,1.89
5,PB Ratio,0.83,0.74,1.60,2.33,1.96,1.93,2.64,2.56,2.45,2.50,2.51
6,P/TBV Ratio,0.74,0.74,1.60,2.33,1.96,1.93,2.64,2.56,2.45,2.50,2.51
7,P/FCF Ratio,-,-,-,-,-,113.60,18.86,17.98,37.32,623.41,-
8,P/OCF Ratio,-,-,-,-,-,105.17,18.68,17.70,36.16,699.25,-
9,EV/Sales Ratio,0.18,-,1.00,1.54,0.69,0.58,1.09,1.21,1.32,1.56,1.47
10,EV/FCF Ratio,-0.63,-,-,-,-,60.86,13.27,13.29,27.86,494.12,-
11,Debt / Equity Ratio,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.03
12,Debt / FCF Ratio,-,-,-,-,-,0.26,0.05,0.04,0.19,4.76,-
13,Earnings Yield,-12.90%,-14.47%,-5.76%,-4.43%,-8.51%,-5.78%,-2.39%,-5.55%,-4.77%,-2.36%,-1.86%
14,FCF Yield,-21.92%,-24.59%,-11.23%,-8.78%,-5.08%,0.88%,5.30%,5.56%,2.68%,0.16%,-3.93%
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.13%,-18.17%,-20.15%,
16,Total Shareholder Return,-,-,-,-,-,-,-,0.13%,-18.17%,-20.15%,
