,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,372,584,736,840,856,784,840,784,376,312,396
1,Market Cap Growth,-30.48%,-30.48%,-14.02%,7.14%,1.90%,0%,123.40%,151.28%,-5.05%,-44.29%,-14.66%
2,Enterprise Value,416,586,623,722,800,638,726,634,272,337,385
3,Last Close Price,0.47,0.73,0.87,0.86,0.82,0.75,0.76,0.69,0.30,0.25,0.31
4,PE Ratio,26.61,-,8.36,7.09,11.02,11.01,9.33,5.53,2.68,-11.71,-
5,PS Ratio,0.33,0.51,0.57,0.63,0.80,0.80,0.84,0.95,0.47,0.35,0.39
6,PB Ratio,1.56,2.45,2.47,2.13,2.09,2.32,2.21,2.34,0.91,1.05,1.44
7,P/TBV Ratio,2.47,2.47,2.50,2.15,2.11,2.35,2.24,2.38,0.92,1.07,1.48
8,P/FCF Ratio,2.79,4.38,3.17,2.98,5.02,5.67,4.01,5.32,2.35,1.35,1.89
9,P/OCF Ratio,3.70,3.70,2.92,2.70,4.13,4.06,3.34,4.57,2.11,1.22,1.62
10,EV/Sales Ratio,0.36,0.51,0.49,0.54,0.75,0.65,0.72,0.77,0.34,0.38,0.38
11,EV/EBITDA Ratio,2.08,7.03,4.04,4.41,9.29,-,6.17,9.20,5.93,4.54,3.46
12,EV/EBIT Ratio,8.39,-,5.34,5.90,17.54,-,8.65,15.88,20.85,-,5.75
13,EV/FCF Ratio,3.12,4.40,2.69,2.56,4.69,4.62,3.47,4.30,1.70,1.46,1.84
14,Debt / Equity Ratio,1.00,1.00,0.86,0.63,0.55,0.66,0.47,0.51,0.46,0.73,1.05
15,Debt / FCF Ratio,1.78,1.78,1.10,0.88,1.31,1.62,0.86,1.16,1.18,0.95,1.38
16,Return on Capital Employed (ROCE),13.32%,-,25.02%,21.82%,8.16%,-,17.00%,9.38%,2.46%,-,14.83%
17,Earnings Yield,3.76%,2.39%,11.97%,14.10%,9.08%,9.08%,10.72%,18.08%,37.32%,-8.54%,-2.83%
18,FCF Yield,35.82%,22.81%,31.52%,33.54%,19.91%,17.62%,24.93%,18.81%,42.48%,73.83%,52.92%
19,Dividend Yield,8.64%,-,10.07%,5.49%,-,-,11.08%,3.46%,-,-,-
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.17%,
21,Total Shareholder Return,8.64%,-,10.07%,5.49%,-,-,11.08%,3.46%,-,-,0.17%
