,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,137.88,147.66,147.54,196.46,201.18,241.95,182.94,179.15,193.4,130.76
1,Short-Term Investments,56.4,105.07,212.48,145.45,79.25,83.41,102.72,159.62,128.5,132.35
2,Cash & Short-Term Investments,194.27,252.72,360.02,341.91,280.43,325.36,285.67,338.77,321.9,263.11
3,Cash Growth,-46.04%,-26.09%,28.38%,5.09%,-1.83%,-3.96%,-11.26%,28.76%,8.82%,-9.36%
4,Accounts Receivable,6.34,10.17,6.25,8.54,6.38,6.36,4.24,4.96,5.42,6.16
5,Other Receivables,-4.45,2.56,5.15,0.55,18.89,0.63,2.34,2.24,2.08,2.83
6,Receivables,1.89,12.73,11.4,9.09,25.27,6.99,6.57,7.2,7.5,8.99
7,Inventory,19.72,19.98,22.07,37.51,36.03,49.72,29.18,32.41,24.59,24.52
8,Prepaid Expenses,23.47,15.15,9.39,15.97,8.56,10.78,12.92,7.88,8.06,7.85
9,Other Current Assets,25.01,24.62,15.93,23.71,28.41,22.87,14.67,11.55,7.37,9.33
10,Total Current Assets,264.36,325.21,418.81,428.19,378.69,415.72,349,397.82,369.41,313.8
11,"Property, Plant & Equipment",313.8,335.95,344.97,320.58,322.01,293.23,254.75,276.28,269.15,354.04
12,Other Intangible Assets,1.94,2.57,3.56,3.92,4.87,5.23,5.07,5.42,5.73,6.02
13,Long-Term Deferred Tax Assets,39.31,33,32.3,30.19,34.44,27.33,27.57,26.04,26.14,23.88
14,Other Long-Term Assets,72.22,62.93,70.25,63.71,38.84,42.36,40.5,41.94,50.55,44.49
15,Total Assets,691.63,759.65,869.89,846.59,778.85,783.86,676.89,747.5,720.99,742.22
16,Accounts Payable,55.65,45.48,55.49,58.31,52.24,76.86,51.44,37.66,47.65,44.77
17,Accrued Expenses,76.77,78.88,77.95,73.98,78.65,69.3,56.27,52.61,60.93,58.65
18,Current Portion of Leases,127.41,109.07,104.99,96.41,112.63,85.8,98.53,93.4,94.76,131.47
19,Current Income Taxes Payable,8.72,12.6,11,3.73,7.74,9.67,7.08,4.29,11.37,25.69
20,Current Unearned Revenue,39.39,36.54,49.22,43.76,37.81,34.79,27.12,21.82,56.54,22.95
21,Other Current Liabilities,12.06,11.17,10.11,11.88,18.53,13.88,10.67,7.28,6.5,6.46
22,Total Current Liabilities,320,293.73,308.76,288.07,307.6,290.29,251.1,217.06,277.76,289.99
23,Long-Term Leases,110.37,146.12,141.9,127.25,111.72,93.49,73.2,95.75,123.25,157.1
24,Long-Term Deferred Tax Liabilities,5.26,5.33,6.12,6.12,6.89,6.89,5.16,5.16,5.84,5.84
25,Other Long-Term Liabilities,17.61,17.07,18.21,15.65,14.06,12.99,12.48,14.93,15.62,15.01
26,Total Liabilities,453.24,462.24,474.99,437.09,440.27,403.66,341.93,332.9,422.46,467.94
27,Common Stock,80,80,80,80,80,80,80,80,80,80
28,Additional Paid-In Capital,122.78,122.78,122.78,122.78,122.78,122.78,122.78,122.78,122.78,122.78
29,Retained Earnings,7.99,67.01,164.49,179.1,108.19,149.8,104.56,184.2,68.13,43.87
30,Comprehensive Income & Other,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62
31,Total Common Equity,238.39,297.41,394.89,409.5,338.59,380.2,334.96,414.6,298.53,274.27
32,Shareholders' Equity,238.39,297.41,394.89,409.5,338.59,380.2,334.96,414.6,298.53,274.27
33,Total Liabilities & Equity,691.63,759.65,869.89,846.59,778.85,783.86,676.89,747.5,720.99,742.22
34,Total Debt,237.78,255.18,246.89,223.66,224.35,179.29,171.72,189.15,218.01,288.57
35,Net Cash (Debt),-43.51,-2.46,113.13,118.25,56.08,146.07,113.94,149.62,103.89,-25.46
36,Net Cash Growth,-,-,101.72%,-19.04%,-50.78%,-2.37%,9.68%,-,885.63%,-
37,Net Cash Per Share,-0.05,-0.00,0.14,0.15,0.07,0.18,0.14,0.19,0.13,-0.03
38,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
39,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
40,Working Capital,-55.64,31.48,110.05,140.12,71.09,125.43,97.9,180.76,91.66,23.8
41,Book Value Per Share,0.30,0.37,0.49,0.51,0.42,0.48,0.42,0.52,0.37,0.34
42,Tangible Book Value,236.45,294.84,391.33,405.58,333.72,374.97,329.89,409.18,292.79,268.26
43,Tangible Book Value Per Share,0.30,0.37,0.49,0.51,0.42,0.47,0.41,0.51,0.37,0.34
44,Land,51.45,51.45,51.45,51.45,66.65,66.65,66.65,66.65,66.65,66.65
45,Machinery,182.67,168.04,168.64,156.91,154.21,138.81,122.97,116.6,115.58,117.66
46,Leasehold Improvements,176.02,171.18,172.81,163.4,158.06,144.4,131.71,130.46,136.05,137.68
