,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,522.61,616.26,660.51,663.14,400.02,575.04,422.88,398.62,404.23,485.76
1,Other Revenue,1.65,1.65,1.65,2.36,1.65,1.8,3.76,1.55,1.55,1.65
2,Revenue,524.26,617.91,662.16,665.49,401.67,576.84,426.64,400.17,405.78,487.41
3,Revenue Growth (YoY),-20.83%,-7.15%,64.85%,15.37%,-5.85%,44.15%,5.14%,-17.90%,-22.18%,-9.63%
4,Cost of Revenue,371.77,382.28,419.78,396.7,289.44,348.55,278.48,278.53,296.81,322.6
5,Gross Profit,152.49,235.63,242.38,268.79,112.23,228.29,148.17,121.64,108.97,164.81
6,"Selling, General & Admin",34.71,-35.61,43.25,-19.18,26.73,-16.12,22.17,2.5,3.23,5.48
7,Other Operating Expenses,54.17,58.16,65.15,79.46,30.02,65.1,35.61,47.37,40.59,49.07
8,Operating Expenses,163.9,173.66,187.77,200.97,134.45,169.97,122.56,107.3,110.26,129.67
9,Operating Income,-11.41,61.98,54.61,67.82,-22.21,58.32,25.6,14.35,-1.29,35.14
10,Interest Expense,-5.85,-5.32,-4.61,-4,-3.23,-2.47,-2.29,-2.28,-2.8,-3.37
11,Interest & Investment Income,3.85,4.05,6.66,2.35,0.47,0.18,1,1.19,2.58,1.73
12,Other Non Operating Income (Expenses),0.55,-0.87,0.61,-0.75,0.79,-0.93,1.8,0.49,0.5,-6.02
13,EBT Excluding Unusual Items,-12.87,59.84,57.27,65.42,-24.18,55.1,26.12,13.74,-1.01,27.48
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-5
15,Gain (Loss) on Sale of Assets,-,0.18,-,-,-,0.01,-,0.23,-,-
16,Asset Writedown,-19.2,-12.03,-1.07,-11.3,-,-3.82,-,12.07,-28.53,-67.95
17,Other Unusual Items,-,0.25,-,29.39,25.11,21.79,2.7,91.46,55.78,-
18,Pretax Income,-32.07,48.24,56.21,83.51,0.93,74.32,28.82,117.5,26.25,-45.47
19,Income Tax Expense,-5.53,7.72,8.66,12.59,-5.86,9.88,3.19,1.43,1.99,5.43
20,Earnings From Continuing Operations,-26.54,40.52,47.55,70.92,6.79,64.44,25.64,116.07,24.26,-50.9
21,Net Income,-26.54,40.52,47.55,70.92,6.79,64.44,25.64,116.07,24.26,-50.9
22,Net Income to Common,-26.54,40.52,47.55,70.92,6.79,64.44,25.64,116.07,24.26,-50.9
23,Net Income Growth,-,-42.87%,600.50%,10.05%,-73.52%,-44.48%,5.70%,-,-38.86%,-
24,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
25,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.17%
27,EPS (Basic),-0.03,0.05,0.06,0.09,0.01,0.08,0.03,0.15,0.03,-0.06
28,EPS (Diluted),-0.03,0.05,0.06,0.09,0.01,0.08,0.03,0.15,0.03,-0.06
29,EPS Growth,-,-42.87%,600.49%,10.05%,-73.52%,-44.49%,5.70%,-,-38.86%,-
30,Free Cash Flow,37.49,95.75,136.23,145.48,24.99,113.17,96.26,51.21,108.51,121.84
31,Free Cash Flow Per Share,0.05,0.12,0.17,0.18,0.03,0.14,0.12,0.06,0.14,0.15
32,Dividend Per Share,-,0.041,0.048,-,-,0.060,0.024,-,-,-
33,Operating Margin,-2.18%,10.03%,8.25%,10.19%,-5.53%,10.11%,6.00%,3.58%,-0.32%,7.21%
34,Profit Margin,-5.06%,6.56%,7.18%,10.66%,1.69%,11.17%,6.01%,29.01%,5.98%,-10.44%
35,Free Cash Flow Margin,7.15%,15.50%,20.57%,21.86%,6.22%,19.62%,22.56%,12.80%,26.74%,25.00%
36,EBITDA,4.4,78.98,75.14,88.5,-2.39,77.14,40.5,28.46,17.42,56.83
37,D&A For EBITDA,15.81,17,20.54,20.68,19.82,18.82,14.89,14.11,18.71,21.69
38,EBIT,-11.41,61.98,54.61,67.82,-22.21,58.32,25.6,14.35,-1.29,35.14
