,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,930.78,808.31,804.88,859.15,919.63,1082,1041,1172,1118,1144,1105,1198,1361,1334,1163,628.54,637.95,578.18,432.95,499.54,Upgrade
1,Other Revenue,-47.32,47.32,-,54.36,-19.11,19.11,-,27.49,-13.24,13.24,-,-,-8.83,8.83,-,-,-,-,-,-,Upgrade
2,Revenue,883.46,855.63,804.88,913.51,900.53,1101,1041,1200,1105,1157,1105,1198,1353,1343,1163,628.54,637.95,578.18,432.95,499.54,Upgrade
3,Revenue Growth (YoY),-1.90%,-22.28%,-22.65%,-23.85%,-18.50%,-4.88%,-5.84%,0.10%,-18.30%,-13.78%,-5.02%,90.65%,112.01%,132.20%,168.74%,25.82%,39.40%,30.06%,23.44%,57.42%,Upgrade
4,Cost of Revenue,468.47,470.08,449.36,552.02,508.05,709.17,662.56,833.54,715.72,762.7,685.16,775.22,874.86,901.03,774.08,278.39,252.96,241.58,194.75,231.69,Upgrade
5,Gross Profit,414.99,385.55,355.52,361.48,392.47,391.76,378.03,366.06,389.25,394.77,419.92,423.12,477.68,441.5,389.42,350.15,384.99,336.6,238.2,267.85,Upgrade
6,"Selling, General & Admin",52.85,50.29,50.57,73.59,52.31,48.88,42.48,69.78,45.31,43.42,39.34,67.35,39.74,40.36,34,63.27,38.3,33.6,25.95,56.64,Upgrade
7,Research & Development,1.24,1.22,1.25,3.41,1.45,1.41,1.11,3.41,1.27,1.18,2.84,3.82,0.91,1.28,1.08,4.13,1.17,1.13,1.17,4.25,Upgrade
8,Other Operating Expenses,-11.22,-0.67,-0.86,4.56,-8.06,2.52,0.24,9.65,-6.48,5.93,5.01,7.52,-4.36,-1.75,-6.05,14.4,-9.24,-9.85,-11.14,16.27,Upgrade
9,Operating Expenses,48.19,61.36,54.02,53.92,50.97,62.29,49.64,58.73,33.53,54.81,67.32,58.85,53.15,46.39,42.35,71.99,47.27,44.29,25.65,89.43,Upgrade
10,Operating Income,366.8,324.19,301.5,307.56,341.51,329.47,328.39,307.33,355.73,339.96,352.59,364.26,424.53,395.11,347.07,278.16,337.72,292.31,212.55,178.42,Upgrade
11,Interest Expense,-110,-116.26,-122.29,-124.31,-125.68,-117.44,-117.48,-123.41,-124.74,-116.93,-130.54,-115,-111.88,-107.07,-104.43,-115.96,-114.97,-103.11,-95.18,-90.23,Upgrade
12,Interest & Investment Income,2.06,2.32,2.2,2.98,3.45,3.67,3.49,3.36,3.23,9.31,6.23,2.66,6.3,4.34,4,6.71,1.02,1.07,1.01,1.34,Upgrade
13,Currency Exchange Gain (Loss),0.64,-0.64,-,-0.3,-0.03,0.03,-,20.93,-22,22,-,-14.59,5.76,-5.76,-,-19.24,-1.52,1.52,-,0.21,Upgrade
14,Other Non Operating Income (Expenses),-0.87,-0.97,-0.87,-12.34,0.97,-1.25,0.28,-30.76,20.83,3.64,-4.37,5.64,-8.51,0.65,2.28,-2.71,-5.06,-6.78,0.88,-0.82,Upgrade
15,EBT Excluding Unusual Items,258.64,208.64,180.54,173.6,220.22,214.48,214.68,177.45,233.05,257.97,223.92,242.98,316.19,287.28,248.92,146.96,217.2,185.02,119.26,88.93,Upgrade
16,Impairment of Goodwill,-,-,-,-33.72,-,-,-,-10.19,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.62,-0.78,-0.83,-0.01,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0,-0.03,0.03,4.31,0.03,-0.03,0,-0.05,-0,-6.73,-,-1.98,-,-0,-0,-0.02,0.02,0.01,0.05,-0.02,Upgrade
19,Asset Writedown,0.34,-0.22,0.22,-22.32,-3.25,1.15,-1.15,15.8,-15.8,2.22,-2.22,-213.05,1.32,-8.33,8.33,-61.33,0.01,-0.01,-,-12.55,Upgrade
20,Other Unusual Items,-0.51,1.49,0.39,9.11,-5.96,6.16,-0.2,16.22,-4.93,4.93,-,8.48,-,-,-,20.74,-0.38,0.38,-,28.03,Upgrade
21,Pretax Income,258.46,209.87,181.19,130.96,211.03,221.76,213.33,199.23,212.32,258.39,221.7,36.43,317.51,278.94,257.25,107.96,216.07,184.56,119.29,104.38,Upgrade
22,Income Tax Expense,49.18,33.08,34.25,30.19,28.43,20.28,34.71,31.53,31.47,13.55,30.64,34.83,38.09,37.43,37.93,22.42,28.77,23.99,24.26,12.04,Upgrade
23,Earnings From Continuing Operations,209.29,176.8,146.94,100.77,182.61,201.48,178.62,167.7,180.86,244.84,191.06,1.6,279.41,241.51,219.31,85.54,187.3,160.56,95.03,92.34,Upgrade
24,Minority Interest in Earnings,-8.67,-12.62,-8.08,-7.38,-10.77,-8,-8.03,-13.56,-6.77,-9.19,-10.17,-8.37,-12.4,-13.41,-9.88,-9.92,-8.27,-6.24,-0.62,0.68,Upgrade
25,Net Income,200.61,164.17,138.85,93.39,171.83,193.47,170.59,154.14,174.09,235.65,180.88,-6.76,267.01,228.1,209.43,75.62,179.03,154.32,94.41,93.02,Upgrade
26,Net Income to Common,200.61,164.17,138.85,93.39,171.83,193.47,170.59,154.14,174.09,235.65,180.88,-6.76,267.01,228.1,209.43,75.62,179.03,154.32,94.41,93.02,Upgrade
27,Net Income Growth,16.75%,-15.14%,-18.60%,-39.41%,-1.29%,-17.90%,-5.69%,-,-34.80%,3.31%,-13.63%,-,49.15%,47.81%,121.84%,-18.70%,69.04%,26.70%,-1.00%,-2.82%,Upgrade
28,Shares Outstanding (Basic),1410,1398,1389,1343,1444,1365,1422,1355,1432,1395,1391,1429,1358,1391,1396,1268,1146,1142,1180,1183,Upgrade
29,Shares Outstanding (Diluted),1410,1890,1389,2079,1444,1722,1551,1736,1542,1729,1391,1429,1358,1391,1396,1268,1146,1142,1180,1183,Upgrade
30,Shares Change (YoY),-2.34%,9.78%,-10.46%,19.78%,-6.38%,-0.44%,11.45%,21.44%,13.60%,24.35%,-0.35%,12.72%,18.47%,21.74%,18.31%,7.16%,-2.62%,1.05%,-1.00%,-1.44%,Upgrade
31,EPS (Basic),0.14,0.12,0.10,0.07,0.12,0.14,0.12,0.11,0.12,0.17,0.13,-0.00,0.20,0.16,0.15,0.06,0.16,0.14,0.08,0.08,Upgrade
32,EPS (Diluted),0.11,0.11,0.10,0.07,0.10,0.13,0.11,0.11,0.11,0.14,0.13,-0.01,0.20,0.16,0.15,0.06,0.16,0.13,0.08,0.08,Upgrade
33,EPS Growth,14.32%,-15.74%,-9.09%,-34.53%,-7.82%,-8.56%,-15.38%,-,-46.36%,-10.72%,-13.33%,-,25.90%,22.31%,87.50%,-24.13%,73.59%,21.41%,0%,-1.40%,Upgrade
34,Free Cash Flow,436,245.94,80.64,204.11,173.45,10.28,-132.3,509.59,-119.64,-99.79,-316.59,-137.29,-234.93,-245.5,-458.08,-274.62,-318.29,-394.83,-381.23,-558.99,Upgrade
35,Free Cash Flow Per Share,0.31,0.13,0.06,0.10,0.12,0.01,-0.09,0.29,-0.08,-0.06,-0.23,-0.10,-0.17,-0.18,-0.33,-0.22,-0.28,-0.35,-0.32,-0.47,Upgrade
36,Dividend Per Share,-,0.100,-,0.150,-,-,-,0.120,-,-,-,0.100,-,-,-,0.200,-,-,-,0.100,Upgrade
37,Dividend Growth,-,-,-,25.00%,-,-,-,20.00%,-,-,-,-50.00%,-,-,-,100.00%,-,-,-,0%,Upgrade
38,Gross Margin,46.97%,45.06%,44.17%,39.57%,43.58%,35.58%,36.33%,30.52%,35.23%,34.11%,38.00%,35.31%,35.32%,32.89%,33.47%,55.71%,60.35%,58.22%,55.02%,53.62%,Upgrade
39,Operating Margin,41.52%,37.89%,37.46%,33.67%,37.92%,29.93%,31.56%,25.62%,32.19%,29.37%,31.91%,30.40%,31.39%,29.43%,29.83%,44.26%,52.94%,50.56%,49.09%,35.72%,Upgrade
40,Profit Margin,22.71%,19.19%,17.25%,10.22%,19.08%,17.57%,16.39%,12.85%,15.75%,20.36%,16.37%,-0.56%,19.74%,16.99%,18.00%,12.03%,28.06%,26.69%,21.81%,18.62%,Upgrade
41,Free Cash Flow Margin,49.35%,28.74%,10.02%,22.34%,19.26%,0.93%,-12.71%,42.48%,-10.83%,-8.62%,-28.65%,-11.46%,-17.37%,-18.29%,-39.37%,-43.69%,-49.89%,-68.29%,-88.06%,-111.90%,Upgrade
42,EBITDA,482.67,450.59,417.36,423.43,444.04,438.52,430.92,409.86,437.2,437.33,434.07,445.74,484.2,473,406.74,337.83,379.71,346.17,254.53,220.41,Upgrade
