,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,369,430,441,579,700,689,838,904,904,926,904,Upgrade
1,Market Cap Growth,-25.71%,-25.71%,-37.01%,-16.00%,-16.45%,-23.78%,-7.32%,-2.38%,0%,-30.29%,-42.05%,Upgrade
2,Enterprise Value,10727,10527,9798,9898,9319,9511,9461,9438,9241,9026,8564,Upgrade
3,Last Close Price,0.67,0.78,0.77,1.01,1.17,1.15,1.35,1.46,1.41,1.45,1.37,Upgrade
4,PE Ratio,-,-,-,-,-,16.43,-,10.91,11.61,-7.20,-,Upgrade
5,PS Ratio,0.48,0.56,0.40,0.54,0.66,0.60,0.75,0.79,0.71,0.91,1.41,Upgrade
6,PB Ratio,0.05,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,Upgrade
7,P/TBV Ratio,0.06,0.06,0.06,0.08,0.09,0.09,0.10,0.11,0.11,0.12,0.12,Upgrade
8,P/FCF Ratio,14.97,17.43,-,1.55,4.56,2.55,3.16,4.33,5.38,6.95,3.08,Upgrade
9,P/OCF Ratio,13.72,13.72,-,1.54,4.52,2.53,3.13,4.00,4.78,6.40,3.01,Upgrade
10,EV/Sales Ratio,13.84,13.59,8.89,9.17,8.74,8.34,8.50,8.30,7.23,8.89,13.39,Upgrade
11,EV/EBITDA Ratio,25.70,32.78,20.75,22.18,23.34,24.66,24.05,20.63,21.02,34.67,38.41,Upgrade
12,EV/EBIT Ratio,28.04,33.48,21.03,22.48,23.67,25.06,24.46,20.94,21.34,35.17,39.37,Upgrade
13,EV/FCF Ratio,434.81,426.73,-,26.48,60.68,35.25,35.63,45.18,55.00,67.68,29.19,Upgrade
14,Debt / Equity Ratio,0.65,0.65,0.67,0.65,0.61,0.59,0.53,0.50,0.53,0.55,0.57,Upgrade
15,Debt / FCF Ratio,310.51,310.51,-,19.85,47.29,25.47,25.14,29.90,38.55,48.53,22.35,Upgrade
16,Return on Capital Employed (ROCE),1.71%,1.71%,2.63%,2.31%,2.13%,2.23%,2.28%,2.54%,2.33%,1.54%,1.29%,Upgrade
17,Earnings Yield,-36.19%,-31.09%,-15.11%,-2.42%,4.71%,6.09%,6.65%,9.16%,8.61%,-13.90%,-5.02%,Upgrade
18,FCF Yield,6.68%,5.74%,12.96%,64.57%,21.93%,39.14%,31.68%,23.10%,18.58%,14.40%,32.44%,Upgrade
