,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,9024,2826,5330,5261,7009,9705,12938,16720,7880,1115,952
1,Market Cap Growth,-46.28%,-46.28%,-23.95%,-45.79%,-45.83%,-41.96%,64.20%,1400.04%,727.94%,-4.25%,-46.41%
2,Enterprise Value,9768,3429,5830,6325,7819,9222,12369,16716,8232,1467,883
3,Last Close Price,3.95,1.25,2.41,2.39,3.36,4.64,6.18,8.78,4.38,0.66,0.56
4,PE Ratio,2008.57,628.94,-,110.75,166.86,-439.54,-,547.58,97.06,16.24,-
5,Forward PE,101.63,34.80,37.62,37.65,52.55,71.24,144.10,22.36,22.36,22.36,22.36
6,PS Ratio,4.07,1.30,2.66,2.78,4.86,10.51,18.85,33.96,23.16,6.26,50.67
7,PB Ratio,4.50,1.30,2.49,2.48,4.19,5.51,8.42,11.43,9.99,3.15,27.12
8,P/TBV Ratio,6.71,6.71,11.06,14.60,78.46,-,14.32,21.40,51.75,-,-
9,P/FCF Ratio,-,438.18,-,41.10,249.44,818.06,-373.66,-,-,27.94,-
10,P/OCF Ratio,228.54,256.47,-,39.58,186.36,206.05,-1474.75,-,-,27.85,-
11,EV/Sales Ratio,4.48,1.57,2.91,3.35,5.42,9.99,18.02,33.95,24.19,8.23,47.03
12,EV/EBITDA Ratio,35.99,12.25,22.05,23.76,36.66,104.67,-,851.92,-,94.84,-
13,EV/EBIT Ratio,68.33,23.99,44.60,35.08,53.57,191.51,-,1474.37,-,131.74,-
14,EV/FCF Ratio,-475.51,531.68,-,49.42,278.28,777.42,-357.22,-,-,36.77,-
15,Debt / Equity Ratio,0.39,0.39,0.33,0.27,0.67,0.56,0.02,0.08,0.33,1.14,1.45
16,Debt / FCF Ratio,-,133.07,-,4.44,40.10,83.51,-0.70,-,-,10.15,-
17,Return on Capital Employed (ROCE),5.15%,5.15%,4.72%,6.72%,6.62%,1.74%,-,0.72%,-,1.51%,-
18,Earnings Yield,0.05%,0.16%,-0.15%,0.90%,0.60%,-0.23%,-0.18%,0.18%,1.03%,6.16%,-0.65%
19,FCF Yield,-0.23%,0.23%,-,2.43%,0.40%,0.12%,-0.27%,-0.32%,0.43%,3.58%,-0.90%
20,Buyback Yield / Dilution,6.03%,-0.53%,5.55%,-4.24%,-20.50%,-17.21%,-13.63%,-13.42%,-1.56%,-2.44%,2.27%
21,Total Shareholder Return,6.03%,-0.53%,5.55%,-4.24%,-20.50%,-17.21%,-13.63%,-13.42%,-1.56%,-2.44%,2.27%
