,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,50.21,48.09,117.09,104.75,23.09,108.5,369.71,377.31,130.39,44.01
1,Trading Asset Securities,31.87,19.73,137.26,95.63,43.98,43.68,54.2,40.54,85.11,111.47
2,Cash & Short-Term Investments,82.07,67.82,254.36,200.37,67.07,152.18,423.91,417.85,215.5,155.48
3,Cash Growth,-67.73%,-66.15%,279.25%,31.67%,-84.18%,-63.58%,96.71%,168.75%,-41.21%,-65.85%
4,Accounts Receivable,78.26,169.25,233.02,368.33,281.66,234.98,188.27,290.5,253.15,229.67
5,Other Receivables,107.36,32.2,13.53,68.94,208.68,21.18,50.94,84.72,65.07,323.21
6,Receivables,196.64,212.95,258.75,448.39,501.52,266.82,247.53,387.46,320.03,560.25
7,Inventory,-,-,2.02,2.02,2.02,2.02,-,-,-,-
8,Prepaid Expenses,46.05,45.75,33.88,32.16,11.96,35.87,16.57,41.54,10.68,61.73
9,Restricted Cash,0,0,0,0,0,0,0,0,-,0
10,Other Current Assets,19.74,19.74,36.75,7.98,24.55,16.71,34.79,24.34,13.39,67.49
11,Total Current Assets,344.5,346.26,585.75,690.93,607.12,473.59,722.8,871.19,559.6,844.95
12,"Property, Plant & Equipment",83.08,349.28,526.51,566.65,479.49,370.53,229.75,11.87,98.01,100.72
13,Long-Term Investments,785.19,879.38,739.74,619.17,488.42,274.63,138.82,210.4,4.59,6.37
14,Goodwill,624.18,624.18,624.23,624.18,693.91,693.91,693.07,693.07,693.07,693.07
15,Other Intangible Assets,0.49,0.67,2.14,2.6,1.1,28.53,62.18,265.39,130.2,163.12
16,Long-Term Deferred Tax Assets,39.23,39.54,49.09,49.6,49.17,50.14,57.74,57.07,24.63,18.74
17,Other Long-Term Assets,0.14,35.07,120.07,93.01,91.09,117.48,112.38,3.36,262.65,110.6
18,Total Assets,1877,2274,2648,2646,2410,2009,2019,2114,1773,1942
19,Accounts Payable,34.65,55.11,54.62,121.01,66.69,13.78,22.22,9.2,23.44,34.94
20,Accrued Expenses,31.67,42.34,69,69.03,34.03,50.08,33.09,61.94,35.66,60.51
21,Current Portion of Long-Term Debt,-,118.35,105.69,55.25,38.67,10,-,56.55,22.32,9.06
22,Current Portion of Leases,6.33,87.42,83.82,70.91,76.69,51.86,3.95,5.03,5.34,5.09
23,Current Income Taxes Payable,0.17,0.17,7.73,15.81,69.39,9.28,10.02,29.71,46.66,53.05
24,Current Unearned Revenue,27.78,35.49,39.25,73.75,72.87,69.58,70.79,75.73,56.81,63.85
25,Other Current Liabilities,14.38,10.59,10.81,49.07,13.59,139.43,302.26,236.54,273.17,235.08
26,Total Current Liabilities,114.97,349.48,370.92,454.83,371.93,344.01,442.33,474.69,463.4,461.57
27,Long-Term Debt,-,112.66,147.51,151.63,121.33,-,-,-,32.23,35.3
28,Long-Term Leases,5.27,49.5,88.12,130.61,0.82,27.53,1.75,3.31,5.21,7.9
29,Long-Term Deferred Tax Liabilities,8.41,8.35,8.5,8.23,7.88,15.59,22.65,32.15,41.2,48.61
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,92.29,90.43,273.75
31,Total Liabilities,128.65,519.99,615.04,745.29,501.96,387.12,466.73,602.45,632.47,827.13
32,Common Stock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
33,Additional Paid-In Capital,4083,4083,4083,4083,4083,4083,4083,4083,3792,3792
34,Retained Earnings,631.12,638.93,916.12,785.61,745.89,505.49,440.11,388.12,339.19,306.81
35,Comprehensive Income & Other,-2970,-2970,-2967,-2968,-2972,-2974,-2975,-2958,-2989,-2982
36,Total Common Equity,1744,1752,2032,1901,1857,1614,1549,1514,1142,1116
37,Minority Interest,4.32,2.48,0.63,0.24,51.12,7.22,3.3,-1.63,-1.28,-1.43
38,Shareholders' Equity,1748,1754,2032,1901,1908,1622,1552,1512,1140,1115
39,Total Liabilities & Equity,1877,2274,2648,2646,2410,2009,2019,2114,1773,1942
40,Total Debt,11.6,367.93,425.14,408.4,237.52,89.39,5.7,64.88,65.1,57.34
41,Net Cash (Debt),70.48,-300.11,-170.78,-208.02,-170.45,62.8,418.21,352.96,150.4,98.14
42,Net Cash Growth,-,-,-,-,-,-82.21%,178.07%,259.66%,-51.76%,-75.93%
43,Net Cash Per Share,0.03,-0.12,-0.07,-0.08,-0.07,0.02,0.16,0.14,0.06,0.04
44,Filing Date Shares Outstanding,2753,2753,2753,2753,2753,2753,2753,2753,2620,2620
45,Total Common Shares Outstanding,2753,2753,2753,2753,2753,2753,2753,2753,2620,2620
46,Working Capital,229.53,-3.22,214.83,236.1,235.19,129.58,280.47,396.5,96.2,383.38
47,Book Value Per Share,0.63,0.64,0.74,0.69,0.67,0.59,0.56,0.55,0.44,0.43
48,Tangible Book Value,1119,1127,1405,1274,1162,892.02,793.45,555.07,318.28,260.07
49,Tangible Book Value Per Share,0.41,0.41,0.51,0.46,0.42,0.32,0.29,0.20,0.12,0.10
50,Buildings,-,8.18,-,-,-,-,-,-,-,15.21
51,Machinery,-,474.11,-,481.89,-,358.61,-,49.02,-,47.1
