,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,128,128,128,128,107,139,236,311,665,1351,1544,Upgrade
1,Market Cap Growth,0%,0%,19.61%,-7.99%,-54.55%,-55.17%,-64.52%,-76.98%,-56.94%,-26.74%,56.94%,Upgrade
2,Enterprise Value,454,1276,1200,1442,1641,707,1824,1822,2121,1515,1809,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.13,0.14,Upgrade
4,PE Ratio,-,-,-,-,1.55,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.78,0.99,0.86,0.61,0.12,0.19,-,2.47,4.30,17.96,-,Upgrade
6,PB Ratio,0.45,0.45,1.11,2.21,0.11,0.15,0.22,0.24,0.47,0.95,1.11,Upgrade
7,P/TBV Ratio,0.45,0.45,0.44,0.41,0.11,0.15,0.22,0.25,0.48,0.99,1.11,Upgrade
8,P/FCF Ratio,-,-,-,-1.86,-,10.26,-,2.25,-13.99,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-1.86,-,9.09,-,2.20,-14.84,-,-,Upgrade
10,EV/Sales Ratio,2.74,9.89,8.08,6.85,1.88,0.95,-,14.45,13.71,20.15,-,Upgrade
11,EV/EBITDA Ratio,-,-,-55.18,-,-,4.15,-,-,-,63.30,-,Upgrade
12,EV/EBIT Ratio,-,-,-46.81,-,12.20,5.34,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,-20.87,-,52.05,-,13.15,-44.63,-,-,Upgrade
14,Debt / Equity Ratio,1.16,1.16,11.70,23.54,1.42,1.77,0.52,1.55,1.16,1.23,0.24,Upgrade
15,Debt / FCF Ratio,-,-,-,-19.79,-,119.74,-,14.28,-34.66,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-16.62%,-,13.04%,13.17%,-,-,-,-,-,Upgrade
17,Earnings Yield,-73.52%,-73.52%,-545.32%,-460.32%,64.48%,-24.92%,-,-50.21%,-8.09%,-1.04%,-,Upgrade
18,FCF Yield,-,-16.47%,-53.87%,-64.90%,9.74%,-,44.54%,-7.15%,-8.93%,-,Upgrade,
19,Buyback Yield / Dilution,-11.13%,-3.79%,-19.59%,-15.24%,-,-,-,-,-,-2.04%,-,Upgrade
20,Total Shareholder Return,-11.13%,-3.79%,-19.59%,-15.24%,-,-,-,-,-,-2.04%,-,Upgrade
