,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,33,53,55,83,80,145,153,172,74,115,141,Upgrade
1,Market Cap Growth,-36.30%,-36.30%,-30.77%,-42.80%,-48.00%,-15.71%,106.61%,48.94%,-47.39%,-34.04%,-35.21%,Upgrade
2,Enterprise Value,134,133,111,143,141,131,156,150,89,84,112,Upgrade
3,Last Close Price,0.05,0.09,0.09,0.14,0.13,0.24,0.25,0.28,0.12,0.19,0.23,Upgrade
4,PS Ratio,0.18,0.29,0.25,0.31,0.25,0.35,0.36,0.45,0.23,0.40,0.42,Upgrade
5,PB Ratio,0.97,1.61,0.65,0.62,0.45,0.66,0.61,0.70,0.29,0.48,0.52,Upgrade
6,P/TBV Ratio,1.62,1.62,0.67,0.64,0.46,0.68,0.62,0.74,0.30,0.50,0.55,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-22.90,-,-5.62,-,-2.68,Upgrade
8,P/OCF Ratio,-,-,-,-9.62,-,-,18.98,-,65.25,-,-3.68,Upgrade
9,EV/Sales Ratio,0.73,0.73,0.49,0.54,0.45,0.31,0.37,0.40,0.27,0.29,0.34,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-32.79,-,-,-8.23,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-3.29,-,-,Upgrade
12,EV/FCF Ratio,-2.84,-,-,-,-,-,-23.30,-,-6.73,-,-2.13,Upgrade
13,Debt / Equity Ratio,4.01,4.01,1.45,1.15,0.79,0.69,0.56,0.60,0.40,0.53,0.39,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-20.97,-,-7.86,-,-2.03,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-10.45%,-,-,Upgrade
16,Earnings Yield,-287.79%,-180.71%,-158.72%,-84.50%,-56.79%,-19.43%,-20.14%,-10.26%,-40.22%,-40.31%,-28.61%,Upgrade
17,FCF Yield,-142.41%,-89.42%,-47.64%,-16.41%,-105.50%,-43.67%,-4.37%,17.12%,-17.79%,-47.08%,-37.26%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-,-,-,-0.06%,0.06%,1.60%,Upgrade,
19,Total Shareholder Return,-,-,-,-,-,-,-,-0.06%,0.06%,1.60%,Upgrade,
