,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,9660,6345,5275,7240,7089,9280,10548,8346,6289,6337,5878,6099,7573,6664,7160,6741,8037,9161,9223,10240,8719,Upgrade
1,Market Cap Growth,-31.63%,-31.63%,-49.99%,-13.26%,12.72%,46.45%,79.46%,36.84%,-16.95%,-4.90%,-17.91%,-9.52%,-5.77%,-27.27%,-22.37%,-34.17%,-7.83%,-14.91%,28.40%,36.22%,77.02%,Upgrade
2,Enterprise Value,8095,5248,4800,6503,6352,8385,10927,8537,6480,5692,6640,5775,7249,6427,6402,6417,7713,8420,8637,10587,9067,Upgrade
3,Last Close Price,12.27,8.06,6.70,8.99,8.80,11.52,13.06,10.23,7.71,7.76,7.20,7.31,9.07,8.15,8.76,8.12,9.68,11.04,11.11,12.21,10.40,Upgrade
4,PE Ratio,-,-62.70,-,-1282.01,-,-,44.33,33.00,-,13.93,15.03,15.83,19.14,19.62,19.74,18.92,23.18,26.66,28.84,37.03,28.05,Upgrade
5,Forward PE,204.50,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,63.19,Upgrade
6,PS Ratio,1.14,0.80,0.65,0.87,0.83,0.97,1.04,0.78,0.57,0.57,0.54,0.57,0.70,0.64,0.72,0.70,0.91,1.14,1.20,1.36,1.11,Upgrade
7,PB Ratio,1.91,1.26,1.05,1.41,1.38,1.76,1.99,1.59,1.22,1.21,1.16,1.21,1.53,1.37,1.51,1.42,1.71,1.97,2.03,2.27,1.96,Upgrade
8,P/TBV Ratio,1.32,1.32,1.11,1.48,1.45,1.93,2.19,1.75,1.35,1.41,1.36,1.43,1.79,1.64,1.80,1.70,2.04,2.36,2.45,2.74,2.37,Upgrade
