,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Market Capitalization,8672,4508,4353,3677,4269,4330,5746,4979,5720,5712,5232,4419,6298,5135,5400,4465,4500,3399,2291,2125,1694,Upgrade
1,Market Cap Growth,4.11%,4.11%,-24.24%,-26.14%,-25.38%,-24.20%,9.82%,12.67%,-9.17%,11.24%,-3.10%,-1.05%,39.96%,51.08%,135.65%,110.10%,165.58%,131.00%,49.68%,50.21%,33.96%,Upgrade
2,Enterprise Value,9265,5037,4823,4079,4671,4654,5950,5687,6428,6235,5590,4673,6552,5312,5623,4547,4582,3674,2542,2359,1923,Upgrade
3,Last Close Price,37.99,19.75,19.07,15.94,18.51,18.77,24.61,21.23,24.39,27.88,25.43,21.48,30.61,24.96,26.24,21.63,21.80,17.75,11.97,11.05,8.81,Upgrade
4,PE Ratio,43.03,22.17,24.43,23.12,29.07,41.02,53.35,57.23,75.69,60.98,55.24,41.92,64.50,54.17,66.12,61.67,83.84,85.47,70.62,73.56,56.40,Upgrade
5,Forward PE,37.61,19.65,18.98,16.83,21.21,22.36,31.09,19.55,24.84,32.62,26.91,22.94,30.79,35.52,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,3.83,1.97,2.02,1.79,2.34,2.83,4.19,4.14,4.98,5.11,5.01,4.35,6.77,6.21,7.16,6.42,7.78,6.79,5.05,5.21,4.17,Upgrade
7,PB Ratio,4.71,2.40,2.38,2.01,2.41,2.51,3.38,2.86,3.37,5.80,5.47,4.48,6.62,5.60,6.08,5.07,5.24,4.07,3.84,3.60,2.88,Upgrade
8,P/TBV Ratio,2.86,2.86,2.85,2.42,2.91,3.06,4.13,3.48,4.11,8.46,8.08,6.19,9.21,7.72,8.49,7.10,7.42,5.84,6.68,6.29,5.06,Upgrade
9,P/FCF Ratio,-,-,-94.42,-,-29.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-52.22,Upgrade
10,P/OCF Ratio,31.15,-,35.72,49.74,114.09,-,-125.90,-173.47,-,-,112.35,94.32,294.52,-,134.42,-,102.10,-,28.11,-,26.02,Upgrade
11,EV/Sales Ratio,4.06,2.21,2.24,1.99,2.56,3.05,4.34,4.73,5.60,5.57,5.35,4.60,7.05,6.43,7.46,6.54,7.93,7.34,5.60,5.78,4.73,Upgrade
12,EV/EBITDA Ratio,30.12,17.01,18.99,17.66,23.19,28.58,36.62,42.02,51.57,43.09,40.35,31.33,47.20,37.67,44.12,38.19,46.69,46.19,36.99,38.78,33.21,Upgrade
13,EV/EBIT Ratio,41.91,22.78,26.20,24.50,32.91,42.92,53.70,64.05,-,60.19,56.19,41.81,63.33,49.32,59.10,50.79,65.82,70.63,57.51,64.43,52.43,Upgrade
14,EV/FCF Ratio,-755.24,-,-104.61,-,-32.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-59.26,Upgrade
15,Debt / Equity Ratio,0.65,0.65,0.63,0.63,0.59,0.54,0.53,0.47,0.43,0.77,0.66,0.49,0.39,0.32,0.33,0.31,0.31,0.37,0.50,0.44,0.43,Upgrade
16,Debt / EBITDA Ratio,3.98,3.47,3.92,3.41,5.21,5.09,4.44,3.71,15.81,4.16,6.77,2.73,2.98,1.84,2.16,2.00,2.00,2.98,2.95,4.96,4.23,Upgrade
17,Debt / FCF Ratio,-,-,-24.96,-,-7.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.79,Upgrade
18,Asset Turnover,0.63,0.55,0.63,0.76,0.57,0.52,0.46,0.55,0.58,0.47,0.64,0.78,0.59,0.52,0.56,0.60,0.48,0.51,0.33,0.53,Upgrade,
19,Inventory Turnover,4.78,4.92,4.23,4.82,5.68,4.36,4.04,3.32,3.75,3.43,2.91,3.66,4.40,3.17,2.97,3.50,4.18,3.07,2.90,1.85,2.95,Upgrade
20,Quick Ratio,0.93,0.93,0.95,1.02,1.04,1.06,1.12,1.21,1.16,0.60,0.61,0.80,0.79,0.92,0.99,0.97,1.14,1.24,0.72,0.65,0.74,Upgrade
21,Current Ratio,1.29,1.29,1.23,1.31,1.34,1.42,1.42,1.61,1.52,0.96,0.94,1.15,1.19,1.41,1.43,1.51,1.56,1.64,1.11,1.08,1.15,Upgrade
22,Return on Equity (ROE),11.21%,11.21%,11.81%,10.99%,6.11%,7.76%,9.56%,1.70%,11.48%,4.03%,11.89%,10.60%,12.72%,10.09%,10.06%,11.47%,8.60%,8.44%,1.46%,7.02%,Upgrade,
23,Return on Assets (ROA),4.76%,3.54%,4.68%,2.39%,2.64%,2.76%,3.61%,-0.13%,4.39%,1.53%,4.85%,3.33%,5.22%,4.05%,4.58%,4.65%,3.87%,4.34%,1.58%,2.06%,Upgrade,
