,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,62,109,58,104,146,166,258,158,159,209,-
1,Market Cap Growth,5.00%,5.00%,-60.28%,-37.50%,-43.37%,5.26%,62.75%,-24.38%,-,-,-
2,Enterprise Value,33,64,26,47,49,-28,93,-32,46,209,-
3,Last Close Price,0.06,0.10,0.06,0.10,0.14,0.16,0.25,0.15,0.15,0.20,-
4,PE Ratio,-,-,-,-,-,-,-,-,109.02,-,-
5,PS Ratio,1.12,1.97,0.84,5.26,31.64,3.13,4.88,1.59,1.53,2.60,-
6,PB Ratio,0.36,0.63,0.30,0.37,0.47,0.35,0.51,0.31,0.29,0.42,-
7,P/TBV Ratio,0.63,0.63,0.30,0.37,0.47,0.35,0.51,0.31,0.29,0.42,-
8,P/FCF Ratio,94.58,-,12.47,-,-,-,-,-,3.32,-,-
9,P/OCF Ratio,94.58,-,12.18,-,-,-,-,-,3.31,-,-
10,EV/Sales Ratio,0.60,1.16,0.37,2.37,10.59,-,1.76,-,0.44,2.61,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,121.33,-,-
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,142.98,-,-
13,EV/FCF Ratio,55.86,-,5.51,-,-,-,-,-,0.95,-,-
14,Debt / Equity Ratio,0.01,0.01,0.01,0.00,0.00,-,-,-,-,0.03,0.05
15,Debt / FCF Ratio,1.06,-,0.59,-,-,-,-,-,-,-,0.65
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,0.06%,-,8.72%
17,Earnings Yield,-175.05%,-100.03%,-188.56%,-146.72%,-109.34%,-16.73%,-18.04%,-15.40%,0.92%,1.67%,-
18,FCF Yield,1.06%,1.06%,8.02%,-16.77%,-56.90%,-56.59%,-11.69%,33.12%,30.15%,5.76%,-
19,Buyback Yield / Dilution,-,-,-,-,-,-0.11%,-2.81%,-38.11%,-34.83%,-,
20,Total Shareholder Return,-,-,-,-,-,-0.11%,-2.81%,-38.11%,-34.83%,-,
