,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,5.36,46.19,16.72,1.52,2.57,42.65,0.49,81.92,5.67,67.33
1,Revenue Growth (YoY),-67.92%,2941.08%,550.33%,-96.44%,425.77%,-47.94%,-91.37%,21.67%,-96.10%,52.98%
2,Cost of Revenue,6.97,102.37,21.64,29.62,12.88,37.34,6.05,51.61,2.67,43.1
3,Gross Profit,-1.61,-56.18,-4.92,-28.1,-10.31,5.31,-5.56,30.31,3,24.24
4,"Selling, General & Admin",7.9,10.63,8.09,7.77,6.6,7.89,7.99,7.99,9.02,11.98
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,0.56
6,Operating Expenses,13,22.85,8.27,78.74,6.13,11.05,26.23,24.02,9.02,12.55
7,Operating Income,-14.6,-79.03,-13.19,-106.84,-16.44,-5.74,-31.79,6.29,-6.02,11.69
8,Interest Expense,-0.23,-0.33,-0.01,-0.04,-,-,-,-0.32,-0.33,-3.14
9,Interest & Investment Income,-,0.05,-,0.25,-,0.97,-,1.77,-,0.01
10,Earnings From Equity Investments,-0.44,-1.14,-,-,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,0.1,-,-
12,Other Non Operating Income (Expenses),0.23,-5.83,0.32,-5.59,0.21,-3.33,-2.38,-3.85,5.37,1.31
13,EBT Excluding Unusual Items,-15.03,-86.29,-12.88,-112.22,-16.23,-8.1,-34.16,3.98,-0.98,9.87
14,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,5.66,-5.66,-2.6
15,Pretax Income,-15.03,-86.29,-12.88,-112.22,-16.23,-8.1,-34.16,9.64,-6.64,7.27
16,Income Tax Expense,-,0.09,0.19,15.59,-2.56,1.93,-6.22,1.9,-0.12,-2.42
17,Net Income,-15.03,-86.38,-13.07,-127.81,-13.67,-10.03,-27.94,7.74,-6.52,9.69
18,Net Income to Common,-15.03,-86.38,-13.07,-127.81,-13.67,-10.03,-27.94,7.74,-6.52,9.69
19,Net Income Growth,-,-,-,-,-,-,-,-20.07%,-,1.38%
20,Shares Outstanding (Basic),1038,1038,1038,1038,1038,1038,1038,1036,1009,750
21,Shares Outstanding (Diluted),1038,1038,1038,1038,1038,1038,1038,1036,1009,750
22,Shares Change (YoY),-,-,-,-,-,0.11%,2.81%,38.11%,34.83%,-
23,EPS (Basic),-0.01,-0.08,-0.01,-0.12,-0.01,-0.01,-0.03,0.01,-0.01,0.01
24,EPS (Diluted),-0.01,-0.08,-0.01,-0.12,-0.01,-0.01,-0.03,0.01,-0.01,0.01
25,EPS Growth,-,-,-,-,-,-,-,-42.13%,-,-
26,Free Cash Flow,-11.76,12.83,-8.6,-7.5,-66.13,-14.07,-10.53,53.96,-13.66,24.61
27,Free Cash Flow Per Share,-0.01,0.01,-0.01,-0.01,-0.06,-0.01,-0.01,0.05,-0.01,0.03
28,Operating Margin,-272.20%,-171.08%,-78.86%,-7033.57%,-639.28%,-13.45%,-6500.20%,7.68%,-106.27%,17.36%
29,Profit Margin,-280.28%,-186.99%,-78.14%,-8414.35%,-531.86%,-23.51%,-5714.11%,9.45%,-115.02%,14.39%
30,Free Cash Flow Margin,-219.18%,27.77%,-51.44%,-493.75%,-2572.00%,-32.99%,-2153.99%,65.87%,-241.09%,36.55%
31,EBITDA,-14.56,-78.98,-13.14,-106.79,-16.4,-5.72,-31.77,6.31,-6,11.72
32,D&A For EBITDA,0.05,0.05,0.05,0.05,0.04,0.02,0.02,0.02,0.03,0.03
33,EBIT,-14.6,-79.03,-13.19,-106.84,-16.44,-5.74,-31.79,6.29,-6.02,11.69
