,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,27.91,42.67,30.47,39.05,55.06,117.99,127.83,143.37,109.23,5.47
1,Short-Term Investments,-,0.29,-,12.29,-,12.4,-,12.45,6.82,17.02
2,Trading Asset Securities,-,-,-,-,28.03,28.03,9.3,4.26,-,-
3,Cash & Short-Term Investments,27.91,42.96,30.47,51.34,83.08,158.42,137.13,160.07,116.05,22.48
4,Cash Growth,-8.39%,-16.32%,-63.33%,-67.59%,-39.42%,-1.03%,18.17%,612.03%,486.51%,87.09%
5,Accounts Receivable,39.37,52.85,49.9,39.46,114.5,138.35,137.62,162.87,110.59,191.59
6,Other Receivables,-,-,-,-,-,-,-,-,0.76,-
7,Receivables,39.37,52.85,49.9,43.4,114.5,142.29,137.62,163.82,115.12,192.54
8,Inventory,74.5,72.41,119.82,135.06,143.12,92.89,99.83,105.4,154,98.58
9,Prepaid Expenses,34.56,3.18,80.11,7.1,68.29,5.25,56.36,7.84,81.02,2.35
10,Restricted Cash,-,-,-,-,-,1.8,-,-,-,-
11,Other Current Assets,-,26.99,-,56.9,-,22.07,-,31.81,5.37,91.97
12,Total Current Assets,176.35,198.4,280.3,293.8,408.99,422.7,430.93,468.93,471.57,407.93
13,"Property, Plant & Equipment",1.38,0.31,0.79,1.18,0.2,0.1,0.1,0.09,0.09,0.18
14,Long-Term Investments,5.42,5.86,7,7,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,-,-,-,-,16.55,14.12,26.19,20.22,19.6,16.21
16,Long-Term Deferred Charges,0.03,0.04,0.06,0.06,0.06,0.07,0.08,0.09,-,-
17,Total Assets,183.17,204.6,288.14,302.04,425.8,437,457.31,489.34,491.25,424.32
18,Accounts Payable,2.75,8.08,6.22,2.86,3.8,4.81,4.57,6.43,7.22,28.5
19,Accrued Expenses,-,6.82,-,2.69,-,5.21,-,8.02,-,6.23
20,Short-Term Debt,-,2.48,-,-,-,-,-,-,13,19
21,Current Portion of Leases,0.75,-,0.45,0.88,-,-,-,-,-,0.08
22,Current Income Taxes Payable,7.72,7.84,7.72,7.61,7.64,7.61,17.64,18.17,15.76,14.04
23,Current Unearned Revenue,-,0.14,-,1.32,-,0.97,-,0.73,-,-
24,Other Current Liabilities,7.47,0.91,10.78,11.1,11.21,2.84,8.58,0.72,3.64,8.01
25,Total Current Liabilities,18.7,26.27,25.16,26.46,22.64,21.44,30.79,34.07,39.62,75.86
26,Long-Term Leases,0.39,-,-,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,-,-,-,-,0.96,1.09,1.19,1.44,1.36,1.41
28,Other Long-Term Liabilities,2.62,1.9,-,-,-,-,-,-,-,-
29,Total Liabilities,21.7,28.17,25.16,26.46,23.6,22.52,31.98,35.51,40.98,77.26
30,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-
31,Retained Earnings,-151.15,-136.11,-49.73,-36.67,91.15,104.82,114.85,142.79,135.05,141.57
32,Comprehensive Income & Other,312.58,312.51,312.68,312.21,311.02,309.62,310.44,311,315.19,205.49
33,Shareholders' Equity,161.47,176.43,262.98,275.58,402.2,414.48,425.33,453.83,450.27,347.06
34,Total Liabilities & Equity,183.17,204.6,288.14,302.04,425.8,437,457.31,489.34,491.25,424.32
35,Total Debt,1.14,2.48,0.45,0.88,-,-,-,-,13,19.08
36,Net Cash (Debt),26.77,40.48,30.02,50.46,83.08,158.42,137.13,160.07,103.05,3.4
37,Net Cash Growth,-10.82%,-19.77%,-63.87%,-68.15%,-39.42%,-1.03%,33.07%,4605.23%,-,-
38,Net Cash Per Share,0.03,0.04,0.03,0.05,0.08,0.15,0.13,0.15,0.10,0.00
39,Filing Date Shares Outstanding,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
40,Total Common Shares Outstanding,1038,1038,1038,1038,1038,1038,1038,1038,1038,750
41,Working Capital,157.65,172.13,255.13,267.34,386.34,401.27,400.14,434.86,431.95,332.07
42,Book Value Per Share,0.16,0.17,0.25,0.27,0.39,0.40,0.41,0.44,0.43,0.46
43,Tangible Book Value,161.47,176.43,262.98,275.58,402.2,414.48,425.33,453.83,450.27,347.06
44,Tangible Book Value Per Share,0.16,0.17,0.25,0.27,0.39,0.40,0.41,0.44,0.43,0.46
45,Machinery,-,0.65,-,0.55,-,0.4,-,0.35,-,0.31
46,Leasehold Improvements,-,0.65,-,0.65,-,0.65,-,0.65,-,0.65
