,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,209.86,223.48,174.68,205.95,204.12,238.2,131.98,167.91,178.33,194.41,155.04,129.95,185.12,200.42,138.69,124.62,170.81,160.51,110.56,131.59,Upgrade
1,Other Revenue,-0.67,0.67,-,0.58,-0.63,0.63,-,1.84,-1.21,1.21,-,3.08,-1.14,1.14,-,3.96,-1.25,1.25,-,4.97,Upgrade
2,Revenue,209.19,224.15,174.68,206.53,203.5,238.82,131.98,169.75,177.12,195.61,155.04,133.03,183.98,201.55,138.69,128.58,169.55,161.76,110.56,136.56,Upgrade
3,Revenue Growth (YoY),2.80%,-6.14%,32.35%,21.66%,14.89%,22.09%,-14.87%,27.61%,-3.73%,-2.95%,11.79%,3.46%,8.51%,24.60%,25.44%,-5.84%,-7.55%,-32.11%,-32.54%,-52.35%,Upgrade
4,Cost of Revenue,115.19,127.44,84.34,111.31,89.44,122.69,57.3,89.5,74.99,95.93,60.73,80.98,79.55,76.67,53.33,41.33,68.71,62.05,36.01,60.16,Upgrade
5,Gross Profit,94.01,96.71,90.34,95.22,114.06,116.13,74.68,80.25,102.13,99.68,94.31,52.05,104.43,124.88,85.36,87.25,100.85,99.71,74.55,76.4,Upgrade
6,"Selling, General & Admin",43.78,39.87,54.48,33.73,50.99,50.68,53.46,45.74,53.75,52.05,54.48,44.36,59.05,49.69,45.63,54.72,37.1,37.33,37.86,54.08,Upgrade
7,Research & Development,17.53,25.66,17.24,31.45,21.64,29.4,16.58,21.04,21.19,24.8,13.85,19.43,17.18,16.35,11.64,15.18,14.15,11.31,9.55,16.68,Upgrade
8,Other Operating Expenses,-2,0.76,0.56,0.54,0.56,0.48,-2.23,2.85,0.05,0.23,0.09,9.19,-0.69,-0.65,-5.11,4.44,-2.87,1.91,0.54,1.91,Upgrade
