,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1741,2143,2143,1256,1712,2249,2703,1918,1590,1705,1821,1521,1744,1905,1662,1818,1455,2002,1391,1025,Upgrade
1,Other Revenue,-21.17,10.58,10.58,52.81,-28.54,28.54,-,67.77,-26.77,26.77,-,63.18,-26.04,26.04,-,59.94,-27.76,27.76,-,54.27,Upgrade
2,Revenue,1720,2154,2154,1309,1683,2277,2703,1985,1563,1732,1821,1584,1718,1931,1662,1877,1427,2030,1391,1080,Upgrade
3,Revenue Growth (YoY),2.21%,-5.42%,-20.31%,-34.08%,7.65%,31.51%,48.41%,25.34%,-8.97%,-10.33%,9.60%,-15.63%,20.32%,-4.86%,19.45%,73.90%,35.34%,56.08%,15.80%,7.64%,Upgrade
4,Cost of Revenue,849.35,1078,1078,678.98,799.46,1149,1278,990.7,844.96,975.3,898.2,920.96,885.42,979.74,799.82,1057,666.19,813.66,652.05,618.15,Upgrade
5,Gross Profit,870.89,1076,1076,629.78,883.62,1128,1424,994.7,718.52,756.44,922.86,663.1,832.1,951.45,861.73,820.51,761.29,1216,738.92,461.46,Upgrade
6,"Selling, General & Admin",419.21,410.82,410.82,364.55,332.47,405.14,407.19,461.95,333.88,363.93,292.04,460.77,304.66,298.45,269.73,331.91,205.02,334.28,242.52,328.35,Upgrade
7,Research & Development,135.43,134.81,134.81,107.12,123.57,138.44,135.24,115.01,123.2,129.19,129,113.85,127.45,112.14,72.22,143.47,76.26,115.1,66.68,125.59,Upgrade
8,Other Operating Expenses,-2.1,-0.19,-0.19,54.19,-7.48,-31.48,21.45,130.94,-106.8,7.5,-32.39,68.67,-0.96,-38.41,2.69,47.97,-5.21,-16.82,1.34,8.07,Upgrade
9,Operating Expenses,548.61,564.05,564.05,493.09,448.94,519.7,579.18,702.06,340.78,508.94,408.34,618.48,460.89,386,352.98,512.15,275.83,426.66,313.47,457.7,Upgrade
10,Operating Income,322.27,511.51,511.51,136.69,434.67,608.29,845.21,292.64,377.73,247.5,514.52,44.62,371.21,565.45,508.75,308.37,485.46,789.44,425.44,3.76,Upgrade
11,Interest Expense,-0.06,-8.64,-8.64,-13.4,-9.52,-19.42,-16.21,-22.53,-11.79,-13.8,-9.63,-11.54,-9.57,-6.23,-3.15,-6.39,-1.3,-3.73,-3.83,-3.73,Upgrade
12,Interest & Investment Income,51.99,68.22,68.22,110.37,153.96,51.89,41.76,89.12,35.18,29.33,31.56,51.47,9.32,72.88,23.12,23.79,22.69,99.97,6.65,11.8,Upgrade
13,Currency Exchange Gain (Loss),-4.77,2.39,2.39,3.66,-19.41,19.41,-,99.33,-41.98,41.98,-,-0.04,6.84,-6.84,-,-138.06,-13.33,13.33,-,5.83,Upgrade
14,Other Non Operating Income (Expenses),-14.95,-0.67,-0.67,28.14,9.64,14.36,-54.55,-97.62,97.47,-0.76,-0.49,-20.92,10.83,-14.49,22.79,37.49,-40.42,-22.33,24.67,-38.03,Upgrade
15,EBT Excluding Unusual Items,354.47,572.8,572.8,265.46,569.34,674.53,816.22,360.94,456.62,304.26,535.96,63.58,388.64,610.76,551.51,225.19,453.1,876.68,452.93,-20.37,Upgrade
16,Impairment of Goodwill,-,-,-,-40.95,-,-,-,-77.43,-,-,-,-,-,-,-,-29.66,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-0.11,0.05,0.05,-9.15,-20.34,3.53,21.86,-29.18,7.21,13.19,10.94,6.7,17.07,-7.1,-14.51,-0.32,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,0.02,2.66,2.66,12.32,286.97,255.35,0.61,170.7,-,0,0,0.02,0.18,-0.08,0.16,-6.58,0.58,0.11,0,1.01,Upgrade
19,Asset Writedown,-6.42,-0,-0,25.12,-26.05,16.88,-29.61,-1.87,-0.27,-0.18,0.32,0.94,-1.8,-1.26,1.27,-0.6,0.48,-,-,-1.86,Upgrade
20,Other Unusual Items,117.88,69.14,69.14,26.76,-,-18.47,18.47,136.63,-106.93,61.51,-,85.75,-,-,-,46.72,-,-,-,37.59,Upgrade
21,Pretax Income,465.84,644.65,644.65,279.55,809.92,931.83,827.54,559.78,356.63,378.79,547.22,156.99,404.1,602.33,538.43,234.75,454.16,876.8,452.94,16.38,Upgrade
22,Income Tax Expense,55.31,83.2,83.2,79.89,114.59,157.48,120.4,104.71,14.8,64.88,85.78,25.23,19.39,96.61,76.6,-15.03,64.54,140.18,72.34,-25.91,Upgrade
23,Earnings From Continuing Operations,410.54,561.45,561.45,199.65,695.33,774.35,707.14,455.07,341.83,313.91,461.44,131.77,384.71,505.72,461.82,249.78,389.62,736.62,380.59,42.29,Upgrade
24,Minority Interest in Earnings,0.86,-1.35,-1.35,5.52,1.33,6.15,6.38,4.51,5.76,9.55,2.53,-0.94,4.15,-2.28,-2.52,-0.91,1.28,0.05,2.03,-2.63,Upgrade
25,Net Income,411.4,560.1,560.1,205.17,696.66,780.49,713.52,459.59,347.59,323.45,463.97,130.83,388.86,503.44,459.3,248.87,390.89,736.67,382.63,39.66,Upgrade
