,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Cash & Equivalents,704.74,623.12,460.85,675.03,872.11,995.03,636.05,827.98,763.39,587.62,Upgrade
1,Short-Term Investments,180.27,-,119.11,-,46.72,-,62.7,-,63.58,-,Upgrade
2,Cash & Short-Term Investments,885.01,623.12,579.95,675.03,918.83,995.03,698.75,827.98,826.97,587.62,Upgrade
3,Cash Growth,52.60%,-7.69%,-36.88%,-32.16%,31.50%,20.18%,-15.50%,40.90%,61.11%,25.98%,Upgrade
4,Accounts Receivable,1107,1027,1079,710.53,906.36,1146,1509,1093,1004,718.9,Upgrade
5,Other Receivables,0.22,37.16,2.83,11.04,0.87,8.54,3.06,19.2,3.16,11.67,Upgrade
6,Receivables,1107,1065,1082,721.57,907.23,1155,1512,1112,1007,730.57,Upgrade
7,Inventory,1465,1256,1254,1462,1447,1585,1389,1257,1181,1114,Upgrade
8,Prepaid Expenses,-,34.48,-,35.04,-,19,-,15.78,-,10.89,Upgrade
9,Other Current Assets,1.07,13.18,0.37,10.94,1.8,4.83,1.01,11.82,-,3.28,Upgrade
10,Total Current Assets,3458,2992,2916,2904,3274,3759,3601,3225,3015,2446,Upgrade
11,"Property, Plant & Equipment",4659,4679,4774,4725,4822,5019,5133,5138,4974,5078,Upgrade
12,Long-Term Investments,387.13,396.68,362.75,381.51,377.68,14.41,15.52,11.72,12.93,-,Upgrade
13,Other Intangible Assets,26.23,27.47,30.27,31.3,33.76,37.46,40.41,43.66,46.67,47.92,Upgrade
14,Long-Term Deferred Tax Assets,70.69,52.88,57.32,57.32,55.79,39.26,44.34,17.3,32.63,6.35,Upgrade
15,Other Long-Term Assets,461.56,455,331.92,583.13,550.12,550.38,455,301.61,221.72,156.58,Upgrade
16,Total Assets,9062,8603,8473,8682,9114,9420,9289,8737,8303,7735,Upgrade
17,Accounts Payable,571.94,390.33,432.79,340.33,528.92,536.27,599.62,424.76,442.46,385.3,Upgrade
18,Accrued Expenses,594.05,232.91,479.03,273.33,643.84,392.65,783.5,292.22,551.73,197.94,Upgrade
19,Short-Term Debt,-,343.4,-,213.65,-,444.9,-,531.48,-,318.16,Upgrade
20,Current Portion of Long-Term Debt,618.44,277.63,354.37,106.33,899.3,417.17,527.53,645,834.32,419.41,Upgrade
21,Current Portion of Leases,32.71,40.66,53.4,61.19,69.19,60.74,68.13,68.6,82.49,99.7,Upgrade
22,Current Income Taxes Payable,60.14,36.08,59.89,170.9,180.77,96.49,71.49,8.69,24.82,6.36,Upgrade
23,Other Current Liabilities,-,180.86,-,153.07,-,291.33,58.76,379.05,-,457.77,Upgrade
24,Total Current Liabilities,1877,1502,1379,1319,2322,2240,2109,2350,1936,1885,Upgrade
25,Long-Term Debt,3533,3533,3696,3639,3147,3402,3764,3192,3375,2852,Upgrade
26,Long-Term Leases,77.51,81.99,90.33,99.25,101.58,86.27,54.59,78.17,69.21,63.13,Upgrade
27,Long-Term Deferred Tax Liabilities,82.47,80.4,49.34,40.69,29.25,30.26,25.3,22.16,9.77,4.04,Upgrade
28,Other Long-Term Liabilities,9,35.42,33.12,37.73,25.58,25.45,25.18,24.16,12.91,12.79,Upgrade
29,Total Liabilities,5579,5232,5248,5135,5625,5784,5978,5667,5403,4817,Upgrade
30,Common Stock,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,95.25,Upgrade
31,Additional Paid-In Capital,1706,1706,1706,1706,1706,1706,1706,1706,1706,1706,Upgrade
32,Retained Earnings,2207,2139,2168,2061,2183,1870,1687,1491,1333,1415,Upgrade
33,Comprehensive Income & Other,-525.04,-569.94,-744.01,-314.87,-495.48,-34.82,-176.85,-222.04,-234.31,-297.86,Upgrade
34,Shareholders' Equity,3483,3370,3225,3547,3489,3636,3311,3070,2900,2918,Upgrade
35,Total Liabilities & Equity,9062,8603,8473,8682,9114,9420,9289,8737,8303,7735,Upgrade
36,Total Debt,4262,4276,4194,4119,4217,4411,4414,4516,4361,3753,Upgrade
37,Net Cash (Debt),-3376,-3653,-3614,-3444,-3298,-3416,-3716,-3688,-3534,-3165,Upgrade
38,Net Cash Per Share,-2.76,-2.98,-2.95,-2.81,-2.69,-2.79,-3.04,-3.01,-2.89,-2.59,Upgrade
39,Filing Date Shares Outstanding,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,Upgrade
40,Total Common Shares Outstanding,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,Upgrade
41,Working Capital,1581,1490,1537,1586,952.47,1519,1492,875.37,1079,561.54,Upgrade
42,Book Value Per Share,2.85,2.75,2.63,2.90,2.85,2.97,2.70,2.51,2.37,2.38,Upgrade
43,Tangible Book Value,3457,3343,3195,3516,3455,3599,3271,3027,2853,2870,Upgrade
44,Tangible Book Value Per Share,2.82,2.73,2.61,2.87,2.82,2.94,2.67,2.47,2.33,2.34,Upgrade
45,Buildings,-,1864,-,1624,-,1650,-,1598,-,-,Upgrade
46,Machinery,-,3280,-,3345,-,3253,-,3047,-,-,Upgrade
47,Construction In Progress,-,185.72,-,186.35,-,230.11,-,267.8,-,-,Upgrade
48,Leasehold Improvements,-,2224,-,2231,-,2176,-,2162,-,-,Upgrade
