,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,8.44,20.66,66.37,47.58,53.94,78.45,91.92,113.38,129.75,160.02,Upgrade
1,Short-Term Investments,-,8.16,-0.1,3.87,5.59,20.96,20.34,10.47,40.6,73.23,Upgrade
2,Cash & Short-Term Investments,8.44,28.82,66.26,51.44,59.53,99.42,112.26,123.84,170.36,233.25,Upgrade
3,Cash Growth,-87.26%,-43.98%,11.31%,-48.25%,-46.97%,-19.72%,-34.10%,-46.90%,-47.04%,-55.52%,Upgrade
4,Accounts Receivable,3.31,5.44,5.6,4.76,3.91,5.47,9.97,16.62,12.58,12.44,Upgrade
5,Other Receivables,4.25,7.42,1.24,5.92,2.37,3.46,2.27,-,-,3.34,Upgrade
6,Receivables,7.56,12.86,6.84,10.68,6.28,8.93,12.24,16.62,12.58,15.78,Upgrade
7,Inventory,5.76,5.1,6.37,8.07,9.46,9.95,13.89,16.08,22.71,22.32,Upgrade
8,Prepaid Expenses,-,6.1,6.13,4.96,4.53,11.95,7.7,9.73,10.43,16.09,Upgrade
9,Other Current Assets,24.28,12.04,16.92,28.23,55.76,72.37,76.92,71.06,71.83,60.88,Upgrade
10,Total Current Assets,46.05,64.91,102.52,103.38,135.56,202.62,223.02,237.34,287.91,348.31,Upgrade
11,"Property, Plant & Equipment",100.94,141.55,158.65,204.78,225.21,263.39,295.25,242.38,364.46,482.11,Upgrade
12,Long-Term Investments,-,-,-,5,5,5,18.39,18.03,16.57,14.61,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,1.68,1.68,Upgrade
