,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,7149,7542,10162,12004,9593,10598,11234,10732,6822,8739,9844,Upgrade
1,Market Cap Growth,-37.17%,-37.17%,5.93%,13.27%,-14.61%,-1.25%,64.66%,22.80%,-30.70%,-25.53%,-4.55%,Upgrade
2,Enterprise Value,5653,5430,7971,9979,7478,8554,9519,9083,5203,6958,7706,Upgrade
3,Last Close Price,8.54,9.01,11.72,13.85,10.84,11.64,12.03,11.49,7.18,9.19,10.13,Upgrade
4,PE Ratio,14.47,15.26,18.81,17.22,14.85,19.09,18.48,18.40,12.58,20.61,17.70,Upgrade
5,Forward PE,12.03,11.41,12.37,15.54,15.43,15.25,17.23,17.39,12.43,14.15,14.22,Upgrade
6,PS Ratio,5.19,5.48,6.66,6.26,5.54,7.17,7.22,7.39,5.19,7.42,6.87,Upgrade
7,PB Ratio,1.88,1.90,2.53,3.21,2.57,3.01,3.17,3.34,2.18,3.13,3.56,Upgrade
8,P/TBV Ratio,2.01,2.01,2.67,3.40,2.71,3.18,3.35,3.54,2.30,3.33,3.79,Upgrade
9,P/FCF Ratio,-,-,-,18.06,18.85,13.89,14.90,27.06,66.12,29.75,18.43,Upgrade
10,P/OCF Ratio,-,-,-,17.00,17.52,13.56,14.45,25.91,58.79,28.22,17.87,Upgrade
11,PEG Ratio,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,Upgrade
12,EV/Sales Ratio,4.11,3.94,5.23,5.20,4.32,5.79,6.12,6.26,3.96,5.91,5.38,Upgrade
13,EV/EBITDA Ratio,9.04,9.54,12.45,11.63,9.13,11.69,12.10,12.19,7.81,13.44,11.33,Upgrade
14,EV/EBIT Ratio,10.41,9.85,12.81,11.84,9.29,11.94,12.33,12.55,8.08,14.05,11.82,Upgrade
15,EV/FCF Ratio,-14.74,-,-,15.01,14.69,11.21,12.63,22.91,50.43,23.68,14.43,Upgrade
16,Debt / Equity Ratio,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,Upgrade
17,Debt / FCF Ratio,-,-,-,0.19,0.20,0.14,0.17,0.31,1.03,0.34,0.19,Upgrade
18,Return on Capital Employed (ROCE),13.59%,13.59%,15.16%,22.04%,21.13%,19.97%,21.32%,21.96%,20.11%,17.33%,23.03%,Upgrade
19,Earnings Yield,6.91%,6.55%,5.32%,5.81%,6.73%,5.24%,5.41%,5.43%,7.95%,4.85%,5.65%,Upgrade
20,FCF Yield,-5.37%,-5.09%,4.32%,5.54%,5.31%,7.20%,6.71%,3.70%,1.51%,3.36%,5.42%,Upgrade
21,Total Shareholder Return,3.86%,-,-,-,-,-,-,-,-,-,-,Upgrade
