,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,3651,2994,4609,3282,4629,3109,4179,2715,3516,2504
1,Revenue Growth (YoY),-20.77%,-8.77%,-0.43%,5.55%,10.75%,14.51%,18.88%,8.43%,8.44%,1.00%
2,Cost of Revenue,1906,2256,2777,2138,2743,2056,2531,1718,2106,1610
3,Gross Profit,1746,738.28,1831,1144,1886,1054,1648,997.24,1410,893.66
4,"Selling, General & Admin",456.21,403.86,500.28,450.28,528.34,413.25,488.61,312.87,512.65,281.58
5,Research & Development,469.24,436.01,590.14,504.78,621.02,486.66,563.55,442.5,488.69,351.53
6,Operating Expenses,1066,872,1173,987.31,1190,922.94,1106,770.13,1031,638.94
7,Operating Income,679.54,-133.72,657.72,156.8,696.17,130.59,542.2,227.11,378.57,254.73
8,Interest Expense,-7.12,-7.03,-3.6,-8.2,-4.47,-5.73,-4.66,-5.91,-8.23,-11.39
9,Interest & Investment Income,11.69,13.18,19.34,22.94,17.1,18.37,19.65,16.75,15.67,13.27
10,Earnings From Equity Investments,2.25,17.59,-11.97,-1.74,-5.59,-3.27,0.17,-,-0.59,-0.98
11,Currency Exchange Gain (Loss),-,-,6.73,-,30.42,-,-7.26,-,-0.84,-
12,Other Non Operating Income (Expenses),-16.86,17.77,25.29,45.52,15.73,64.64,47.25,47.81,52.74,35.22
13,EBT Excluding Unusual Items,669.5,-92.21,693.52,215.31,749.37,204.6,597.35,285.76,437.33,290.86
14,Impairment of Goodwill,-,-,-190.38,-,-24.16,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,7.66,0.82,12.34,5.41,4.9,9.16,8.45,25.04,31.77,-0.73
16,Gain (Loss) on Sale of Assets,-,-,-0.27,-,-0.39,-,-0.07,-,1.19,-
17,Asset Writedown,-,-,-97.15,-,-,-,-,-,-,-
18,Other Unusual Items,-,-,-,-,-,-,-,-,3.91,-
19,Pretax Income,677.16,-91.39,418.05,220.72,729.72,213.76,605.73,310.8,474.2,290.12
20,Income Tax Expense,91.34,-21.26,118.03,8.42,94.4,24.66,102.75,31.26,44.67,57.56
21,Earnings From Continuing Operations,585.82,-70.13,300.02,212.3,635.31,189.1,502.98,279.54,429.54,232.57
22,Net Income to Company,585.82,-70.13,300.02,212.3,635.31,189.1,502.98,279.54,429.54,232.57
23,Minority Interest in Earnings,18.59,10.64,17.28,3.42,4.74,2.69,2.98,0.23,-,-
24,Net Income,604.41,-59.49,317.3,215.71,640.06,191.79,505.96,279.77,429.54,232.57
25,Net Income to Common,604.41,-59.49,317.3,215.71,640.06,191.79,505.96,279.77,429.54,232.57
26,Net Income Growth,90.49%,-,-50.43%,12.47%,26.50%,-31.45%,17.79%,20.30%,27.05%,228.80%
27,Shares Outstanding (Basic),910,916,925,915,888,928,917,919,832,728
28,Shares Outstanding (Diluted),935,916,932,929,900,944,936,927,839,734
29,Shares Change (YoY),0.30%,-1.47%,3.58%,-1.54%,-3.90%,1.84%,11.63%,26.17%,15.58%,0.45%
30,EPS (Basic),0.66,-0.06,0.34,0.24,0.72,0.21,0.55,0.30,0.52,0.32
31,EPS (Diluted),0.64,-0.06,0.34,0.23,0.71,0.20,0.54,0.30,0.51,0.32
32,EPS Growth,89.10%,-,-52.28%,15.00%,32.19%,-33.33%,6.15%,-6.03%,10.20%,226.19%
33,Free Cash Flow,769.26,-973.29,969.13,-486.49,1066,-566.03,839.31,-189.32,864.33,-193.26
34,Free Cash Flow Per Share,0.82,-1.06,1.04,-0.52,1.18,-0.60,0.90,-0.20,1.03,-0.26
35,Operating Margin,18.61%,-4.47%,14.27%,4.78%,15.04%,4.20%,12.97%,8.36%,10.77%,10.17%
36,Profit Margin,16.55%,-1.99%,6.88%,6.57%,13.83%,6.17%,12.11%,10.30%,12.22%,9.29%
37,Free Cash Flow Margin,21.07%,-32.51%,21.03%,-14.82%,23.03%,-18.20%,20.08%,-6.97%,24.58%,-7.72%
38,EBITDA,704.78,-108.81,689.65,193.47,725.39,165.25,560.68,245.56,393.14,277.92
39,D&A For EBITDA,25.24,24.9,31.93,36.68,29.22,34.66,18.48,18.45,14.57,23.2
40,EBIT,679.54,-133.72,657.72,156.8,696.17,130.59,542.2,227.11,378.57,254.73
