,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,9198,5911,6566,8053,10195,12787,12552,11765,12163,10202,7438
1,Market Cap Growth,-26.60%,-26.60%,-35.60%,-37.02%,-18.78%,8.69%,3.19%,15.33%,63.54%,58.59%,37.08%
2,Enterprise Value,7380,4404,3195,5834,7171,11165,8960,9523,9035,9335,6162
3,Last Close Price,9.82,6.32,6.61,8.10,9.59,11.74,11.53,10.51,10.91,8.95,8.20
4,PE Ratio,15.64,10.19,-,13.71,11.02,13.60,15.36,12.20,14.26,12.97,11.88
5,Forward PE,13.59,7.62,6.51,7.40,9.03,11.80,11.20,10.94,12.70,10.90,11.55
6,PS Ratio,1.27,0.84,0.80,0.93,1.19,1.46,1.47,1.39,1.62,1.43,1.18
7,PB Ratio,1.26,0.84,0.99,1.11,1.39,1.66,1.75,1.56,1.81,1.55,1.70
8,P/TBV Ratio,1.19,1.19,1.47,1.58,2.08,2.50,2.82,2.27,2.77,2.37,3.31
9,P/FCF Ratio,-,-27.23,-,15.15,-,22.62,-,14.75,-,12.80,-
10,P/OCF Ratio,-,-53.64,-,12.57,-,20.60,-,14.07,-,12.09,-
11,PEG Ratio,0.78,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
12,EV/Sales Ratio,1.04,0.62,0.39,0.67,0.84,1.28,1.05,1.13,1.21,1.31,0.98
13,EV/EBITDA Ratio,9.83,6.94,-,6.00,7.22,11.09,10.54,9.62,11.76,11.71,8.14
14,EV/EBIT Ratio,12.26,7.58,-,6.50,7.78,11.95,11.37,10.08,12.40,12.41,8.72
15,EV/FCF Ratio,-33.99,-20.28,-,10.97,-,19.75,-,11.94,-,11.71,-
16,Debt / Equity Ratio,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.05,0.26
17,Debt / FCF Ratio,-,-0.78,-,0.37,-,0.41,-,0.21,-,0.45,-
18,Return on Capital Employed (ROCE),7.76%,7.76%,-,11.64%,11.97%,11.56%,10.42%,12.03%,10.42%,10.93%,15.22%
19,Earnings Yield,6.30%,9.81%,4.22%,7.29%,9.07%,7.35%,6.51%,8.20%,7.01%,7.71%,8.42%
20,FCF Yield,-2.36%,-3.67%,-0.07%,6.60%,6.14%,4.42%,2.55%,6.78%,6.67%,7.81%,10.30%
21,Buyback Yield / Dilution,0.58%,-0.30%,1.47%,-3.58%,1.54%,3.90%,-1.84%,-11.63%,-26.17%,-15.58%,-0.45%
22,Total Shareholder Return,4.59%,-0.30%,1.47%,-3.58%,1.54%,3.90%,-1.84%,-11.63%,-26.17%,-15.58%,-0.45%
