,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,84,50,88,167,206,208,377,317,357,528,656,799,771,1127,1484,1627,432,392,229,183,126,Upgrade
1,Market Cap Growth,-75.91%,-75.91%,-76.58%,-47.18%,-42.40%,-60.54%,-42.61%,-60.36%,-53.70%,-53.16%,-55.77%,-50.88%,78.39%,187.86%,549.23%,789.56%,243.58%,122.72%,-48.00%,-86.13%,-93.50%,Upgrade
2,Enterprise Value,133,97,157,237,275,279,437,377,417,554,682,822,794,1041,1619,1762,567,352,189,75,18,Upgrade
3,Last Close Price,0.28,0.17,0.29,0.55,0.72,0.73,1.32,1.11,1.25,1.85,2.30,2.80,2.70,3.95,5.20,5.70,2.01,2.48,2.60,1.72,1.18,Upgrade
4,PE Ratio,-,-0.48,-0.87,-,-,13.80,75.25,-,8.37,13.97,10.83,15.42,-3.81,-5.03,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,1.48,1.72,4.54,3.84,-5.80,7.06,8.63,7.63,1.45,2.08,2.23,2.83,2.81,4.54,6.68,8.93,3.92,6.86,26.76,11.56,10.75,Upgrade
6,PB Ratio,3.33,2.00,3.51,14.19,-,1.87,3.63,3.05,-,4.75,5.88,7.15,-,13.11,-26.91,-29.50,-,28.35,12.97,10.37,-,Upgrade
7,P/TBV Ratio,2.00,2.00,3.51,14.19,-,1.87,3.63,3.05,-,4.75,5.88,7.15,-,13.11,25.53,27.99,-,4.36,2.64,2.11,-,Upgrade
8,EV/Sales Ratio,2.41,3.33,8.10,-,-7.76,9.44,10.01,-,1.69,2.18,2.32,2.91,2.89,4.19,7.28,9.67,5.14,6.17,22.13,4.74,1.53,Upgrade
9,EV/EBITDA Ratio,-,-4.97,-8.40,-,-,13.10,35.32,31.64,10.17,14.41,11.12,13.15,24.76,23.39,154.16,290.03,-488.69,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-4.82,-8.17,-,-,13.25,35.72,31.94,10.19,14.61,11.21,13.34,25.81,28.80,985.30,-,-23.50,-,-,-,-,Upgrade
11,Debt / Equity Ratio,2.02,2.02,2.02,4.26,-,0.63,0.69,0.69,-,0.57,0.32,0.32,-,0.38,-0.78,-0.78,-,18.47,17.69,17.69,-,Upgrade
12,Debt / EBITDA Ratio,-,1.10,1.10,-,-,1.81,9.47,11.78,-,19.87,6.19,0.29,-,0.35,4.11,72.59,-,-,-,-,-,Upgrade
13,Asset Turnover,0.82,0.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,71.20,137.13,109.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,1.28,1.28,1.28,1.09,-,1.56,-,1.52,-,1.42,-,1.41,-,0.94,-,0.61,-,0.92,-,1.06,-,Upgrade
16,Current Ratio,1.35,1.35,1.35,1.14,-,1.60,-,1.57,-,1.64,-,1.75,-,2.15,-,0.71,-,1.06,-,1.14,-,Upgrade
17,Return on Equity (ROE),133.90%,182.28%,-741.29%,-,41.52%,6.06%,-,-,3.95%,4.02%,-,-,630.24%,-,-,-,-428.43%,-229.71%,-,-,Upgrade,
18,Return on Assets (ROA),14.98%,13.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),28.58%,31.49%,-63.87%,-,13.35%,2.64%,-,-,1.19%,2.42%,-,-,110.96%,-,-,-,-9.01%,-7.04%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-42.98%,-41.14%,-,-,17.46%,-,10.03%,-,29.60%,-,55.11%,-,42.02%,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-123.86%,-206.43%,-114.31%,-64.36%,0.33%,7.25%,1.33%,1.44%,11.95%,7.16%,9.23%,6.48%,-26.27%,-19.89%,-26.74%,-24.85%,-114.38%,-127.15%,-152.80%,-202.81%,-801.49%,Upgrade
22,FCF Yield,6.97%,-0.30%,-0.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-3.64%,-6.59%,-6.59%,-1.37%,-,-0.00%,-,0.00%,-0.00%,-,-,-17.32%,-51.56%,-132.92%,-224.61%,-176.70%,-114.19%,-,-,-0.00%,0.00%,Upgrade
24,Total Shareholder Return,-3.64%,-6.59%,-6.59%,-1.37%,-,-0.00%,-,0.00%,-0.00%,-,-,-17.32%,-51.56%,-132.92%,-224.61%,-176.70%,-114.19%,-,-,-0.00%,0.00%,Upgrade
