,Fiscal Quarter,Current,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,891,830,1693,1693,1693,1644,1805,2934,1967,1644,1709,Upgrade
1,Market Cap Growth,0%,-51.00%,0%,2.97%,-6.22%,-43.96%,-8.20%,78.43%,15.09%,-17.74%,64.21%,Upgrade
2,Enterprise Value,691,370,2016,2016,2016,1967,2066,3003,2040,1693,1701,Upgrade
3,Last Close Price,0.13,0.12,0.25,0.25,0.25,0.26,0.28,0.46,0.30,0.26,0.27,Upgrade
4,PE Ratio,56.96,41.63,7132.75,-,-,-,-,-,42.80,33.17,35.00,Upgrade
5,PS Ratio,1.16,1.14,2.48,3.74,-12.22,9.16,1.70,2.41,1.84,1.41,1.32,Upgrade
6,PB Ratio,3.34,3.40,12.43,14.94,11.23,8.09,2.34,3.44,2.37,2.05,2.20,Upgrade
7,P/TBV Ratio,6.96,3.40,12.55,15.25,11.40,8.13,2.34,3.45,2.38,2.06,2.20,Upgrade
8,P/FCF Ratio,30.13,-,-173.09,-,-,-344.72,-,-,-110.50,-,-,Upgrade
9,P/OCF Ratio,27.70,-,-179.88,-,-,-367.05,-,-,-114.76,-,-,Upgrade
10,EV/Sales Ratio,0.92,0.51,2.96,4.45,-14.55,-,1.95,2.47,1.91,1.46,1.32,Upgrade
11,EV/EBITDA Ratio,25.31,13.16,14.00,-71.48,-,-,-,77.33,33.87,25.42,28.23,Upgrade
12,EV/EBIT Ratio,25.86,13.51,14.04,-69.83,-,-,-,79.99,34.64,25.90,28.69,Upgrade
13,EV/FCF Ratio,21.85,-,-206.11,-,-,-412.44,-,-,-114.59,-,-,Upgrade
14,Debt / Equity Ratio,0.18,0.14,0.29,0.25,0.14,0.11,0.66,0.60,0.09,0.10,0.11,Upgrade
15,Debt / FCF Ratio,0.79,-,-4.09,-,-,-4.69,-,-,-4.40,-,-,Upgrade
16,Return on Capital Employed (ROCE),7.27%,10.78%,94.74%,-23.15%,-,-,-,2.80%,7.07%,8.11%,7.60%,Upgrade
17,Earnings Yield,2.03%,2.40%,0.01%,-9.97%,-70.69%,-67.95%,-4.28%,0.45%,2.34%,3.01%,2.86%,Upgrade
18,FCF Yield,3.32%,5.86%,-0.58%,-8.35%,-2.10%,-0.29%,-12.51%,-5.98%,-0.90%,-3.11%,-10.70%,Upgrade
19,Buyback Yield / Dilution,-31.43%,-0.01%,-30.94%,-5.45%,-3.49%,-,-,-,-,-4.67%,-18.35%,Upgrade
20,Total Shareholder Return,-31.43%,-0.01%,-30.94%,-5.45%,-3.49%,-,-,-,-,-4.67%,-18.35%,Upgrade
