,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,154.52,141.08,147.53,103.04,131.32,116.55,91.47,110.72,97.44,84.51
1,Short-Term Investments,1.79,1.6,1.36,1.48,1.68,1.12,1.1,1.1,1.09,1.17
2,Cash & Short-Term Investments,156.32,142.68,148.88,104.53,132.99,117.67,92.56,111.82,98.53,85.68
3,Cash Growth,4.99%,36.51%,11.95%,-11.17%,43.68%,5.24%,-6.06%,30.51%,11.37%,-8.68%
4,Accounts Receivable,96.02,50.94,70.72,37.93,35.92,40.38,91.02,42.18,57.29,92.74
5,Other Receivables,7.37,5.8,5.08,4.9,5.1,13.53,13.23,7.36,10.14,10.27
6,Receivables,103.4,56.74,75.8,42.83,41.02,53.9,104.24,49.54,67.43,103
7,Inventory,61.64,67.86,84.75,128.59,130.57,142.23,143.12,113.49,90.36,103.87
8,Prepaid Expenses,6.01,9.59,5.08,6.03,2.12,2.82,6.11,2.89,4.08,3.41
9,Other Current Assets,25.56,25.06,24.49,23.98,23.69,23.64,23.63,23.62,23.6,23.43
10,Total Current Assets,352.92,301.93,339,305.95,330.39,340.26,369.67,301.35,284,319.39
11,"Property, Plant & Equipment",63.48,60.88,64.31,66.64,70.02,72.87,65.24,70.46,73.2,78.69
12,Long-Term Deferred Tax Assets,3.42,3.33,2.83,2.52,2.62,2.53,3.06,1.05,3.23,2.25
13,Other Long-Term Assets,4.11,5.17,6.24,7.27,8.48,1.33,1.31,1.29,1.27,1.33
14,Total Assets,423.93,371.31,412.38,382.38,411.5,416.99,439.28,374.15,361.71,401.66
15,Accounts Payable,84.23,68.16,94.97,93.1,92.92,107.54,128.37,87.49,78.91,117.13
16,Accrued Expenses,25.64,21.83,25.31,20.06,18.81,19.22,28.6,24.24,14.16,14.42
17,Short-Term Debt,-,-,-,-,-,-,-,-,-,4.03
18,Current Portion of Leases,4.04,3.88,3.42,3.41,3.35,1.94,1.91,1.88,1.85,1.82
19,Current Income Taxes Payable,8.32,3.95,4.5,0.52,8.75,8.32,4.76,1.65,3.51,1.25
20,Current Unearned Revenue,0.45,0.45,0.51,0.32,0.31,0.31,0.32,0.3,0.47,0.08
21,Other Current Liabilities,12.26,-,4.09,-,16.35,-,8.17,-,8.17,-
22,Total Current Liabilities,134.94,98.26,132.79,117.4,140.49,137.33,172.13,115.56,107.07,138.72
23,Long-Term Leases,16.88,17.66,18.61,20.42,22.15,20.56,21.54,22.5,23.45,24.38
24,Long-Term Deferred Tax Liabilities,0.41,-,0.12,-,-,-,-,0.1,0.57,0.67
25,Total Liabilities,152.23,115.92,151.52,137.82,162.64,157.88,193.67,138.16,131.08,163.76
26,Common Stock,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09,4.09
27,Additional Paid-In Capital,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61,109.61
28,Retained Earnings,136.16,121.44,126.1,109.28,112.19,121.22,107.62,98.02,93.01,100.63
29,Comprehensive Income & Other,24.26,24.19,24.2,24.23,24.23,24.35,24.3,24.28,23.92,23.57
30,Total Common Equity,274.12,259.33,264,247.21,250.12,259.27,245.61,235.99,230.63,237.9
31,Minority Interest,-2.41,-3.94,-3.15,-2.65,-1.26,-0.16,-,-,-,-
32,Shareholders' Equity,271.71,255.39,260.85,244.56,248.86,259.11,245.61,235.99,230.63,237.9
33,Total Liabilities & Equity,423.93,371.31,412.38,382.38,411.5,416.99,439.28,374.15,361.71,401.66
34,Total Debt,20.92,21.54,22.03,23.83,25.5,22.5,23.45,24.38,25.29,30.23
35,Net Cash (Debt),135.4,121.14,126.86,80.7,107.49,95.17,69.12,87.44,73.24,55.45
36,Net Cash Growth,6.73%,50.11%,18.02%,-15.21%,55.52%,8.84%,-5.63%,57.69%,44.36%,-27.53%
37,Net Cash Per Share,0.33,0.30,0.31,0.20,0.26,0.23,0.17,0.21,0.18,0.14
38,Filing Date Shares Outstanding,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63
39,Total Common Shares Outstanding,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63,408.63
40,Working Capital,217.98,203.67,206.21,188.55,189.9,202.94,197.54,185.79,176.94,180.68
41,Book Value Per Share,0.67,0.63,0.65,0.60,0.61,0.63,0.60,0.58,0.56,0.58
42,Tangible Book Value,274.12,259.33,264,247.21,250.12,259.27,245.61,235.99,230.63,237.9
43,Tangible Book Value Per Share,0.67,0.63,0.65,0.60,0.61,0.63,0.60,0.58,0.56,0.58
44,Buildings,-,65.59,-,65.82,-,68.15,-,58.51,-,57.74
45,Machinery,-,54.81,-,52.11,-,50.43,-,50.06,-,49.37
46,Construction In Progress,-,-,-,-,-,2.36,-,-,-,-
