,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5137,4281,4839,3983,5323,7110,8748,9344,7668,7855,12024,Upgrade
1,Market Cap Growth,7.48%,7.48%,-9.09%,-43.98%,-39.15%,-23.90%,14.08%,18.96%,-36.22%,-53.83%,-30.69%,Upgrade
2,Enterprise Value,16569,15655,13578,14907,13669,10544,16198,13229,6672,3248,3875,Upgrade
3,Last Close Price,1.38,1.10,1.24,1.02,1.33,1.69,1.99,2.03,1.63,1.61,2.37,Upgrade
4,PE Ratio,-,-11.45,-,-33.70,-,2.86,2.86,3.26,4.07,3.09,3.35,Upgrade
5,Forward PE,-,3.21,3.21,2.91,2.66,2.30,2.33,2.76,3.26,2.73,3.75,Upgrade
6,PS Ratio,0.10,0.09,0.09,0.08,0.10,0.12,0.14,0.16,0.16,0.18,0.25,Upgrade
7,PB Ratio,0.22,0.16,0.18,0.14,0.19,0.24,0.31,0.34,0.30,0.35,0.54,Upgrade
8,P/TBV Ratio,0.19,0.19,0.21,0.18,0.23,0.28,0.32,0.40,0.36,0.43,0.58,Upgrade
9,P/FCF Ratio,-,-13.14,-,-2.15,-,-,-12.40,-,-,-132.39,-,Upgrade
10,P/OCF Ratio,4.42,4.42,-,-13.88,-,2.46,8.53,-,-,14.42,-244.55,Upgrade
11,EV/Sales Ratio,0.33,0.31,0.27,0.30,0.25,0.17,0.25,0.23,0.14,0.08,0.08,Upgrade
12,EV/EBITDA Ratio,15.46,15.25,15.06,21.90,-,2.48,3.13,3.14,2.20,0.86,0.75,Upgrade
13,EV/EBIT Ratio,-,-47.07,-,-21.71,-,3.70,4.24,4.61,3.95,1.26,1.02,Upgrade
14,EV/FCF Ratio,-50.86,-48.05,-,-8.05,-,-,-22.96,-,-,-54.75,-,Upgrade
15,Debt / Equity Ratio,0.75,0.75,0.63,0.59,0.55,0.68,0.62,0.69,0.55,0.62,0.31,Upgrade
16,Debt / FCF Ratio,-,-61.61,-,-8.78,-,-,-24.76,-,-,-232.94,-,Upgrade
17,Return on Capital Employed (ROCE),-,-1.07%,-,-2.24%,-,8.72%,12.16%,9.15%,5.85%,9.91%,15.92%,Upgrade
18,Earnings Yield,-7.28%,-8.73%,-3.64%,-2.97%,17.15%,34.95%,34.99%,30.66%,24.56%,32.39%,29.87%,Upgrade
19,FCF Yield,-6.34%,-7.61%,-11.98%,-46.50%,-51.42%,9.65%,-8.07%,-36.97%,-17.80%,-0.76%,-6.35%,Upgrade
20,Dividend Yield,3.62%,-,-,-,5.26%,7.41%,8.03%,7.23%,6.14%,8.68%,8.01%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-1.33%,Upgrade,
22,Total Shareholder Return,3.62%,-,-,-,5.26%,7.41%,8.03%,7.23%,6.14%,8.68%,6.68%,Upgrade
