,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,849,876,822,817,926,1296,1325,1365,1398,1443,1724,Upgrade
1,Market Cap Growth,7.28%,7.28%,-11.19%,-36.96%,-30.13%,-5.08%,-5.25%,-5.41%,-18.89%,-28.44%,-6.89%,Upgrade
2,Enterprise Value,529,529,557,534,612,879,996,1006,1178,1161,1419,Upgrade
3,Last Close Price,25.00,25.80,23.02,22.87,24.93,34.90,34.40,35.28,34.86,35.80,41.24,Upgrade
4,PE Ratio,-,-,-,5.51,75.45,-,6.95,6.96,16.11,-41.15,-,Upgrade
5,PS Ratio,4.23,4.37,4.13,4.43,9.79,13.66,6.42,5.15,6.78,8.30,7.33,Upgrade
6,PB Ratio,0.17,0.18,0.16,0.16,0.18,0.23,0.24,0.26,0.28,0.29,0.32,Upgrade
7,P/FCF Ratio,36.84,36.84,-117.45,-,15.19,30.54,123.47,-,43.85,35.72,78.32,Upgrade
8,P/OCF Ratio,36.84,36.84,-117.45,-,15.19,30.54,123.47,-,43.85,35.72,78.32,Upgrade
9,EV/Sales Ratio,2.64,2.64,2.80,2.90,6.47,9.27,4.82,3.79,5.71,6.68,6.03,Upgrade
10,EV/EBITDA Ratio,3.61,3.70,3.93,4.13,14.93,23.78,6.88,4.90,7.95,10.09,8.06,Upgrade
11,EV/EBIT Ratio,3.70,3.70,3.93,4.14,14.94,23.81,6.88,4.90,7.95,10.10,8.06,Upgrade
12,EV/FCF Ratio,22.25,22.25,-79.57,-,10.04,20.73,92.79,-,36.96,28.74,64.49,Upgrade
13,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
14,Debt / FCF Ratio,0.09,0.09,-0.57,-,0.12,0.21,0.06,-,0.17,0.41,0.87,Upgrade
15,Earnings Yield,-14.20%,-13.76%,5.96%,18.16%,1.33%,2.18%,14.40%,14.37%,6.21%,-2.43%,3.50%,Upgrade
16,FCF Yield,2.71%,2.71%,-0.85%,2.64%,6.58%,3.27%,0.81%,1.15%,2.28%,2.80%,1.28%,Upgrade
17,Buyback Yield / Dilution,-,-,-,0.17%,0.56%,0.54%,0.80%,0.77%,0.13%,0.32%,Upgrade,
18,Total Shareholder Return,5.20%,-,-,-,0.17%,0.56%,0.54%,0.80%,0.77%,0.13%,0.32%,Upgrade
