,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,303,320,345,378,488,387,614,740,925,673,715,Upgrade
1,Market Cap Growth,-15.56%,-15.56%,-29.31%,-2.17%,-20.55%,-47.73%,-33.64%,10.00%,29.41%,-36.51%,-47.85%,Upgrade
2,Enterprise Value,22506,22694,22256,20443,22196,20770,21239,17159,12424,13721,11929,Upgrade
3,Last Close Price,0.36,0.38,0.41,0.45,0.58,0.46,0.73,0.88,1.07,0.77,0.82,Upgrade
4,PE Ratio,-,-,-,-,1.14,-,-,1.25,0.92,1.14,1.29,Upgrade
5,PS Ratio,0.12,0.13,0.18,0.18,0.21,0.15,0.22,0.27,0.34,0.25,0.27,Upgrade
6,PB Ratio,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,Upgrade
7,P/TBV Ratio,0.03,0.03,0.04,0.03,0.04,0.04,0.06,0.06,0.06,0.05,0.06,Upgrade
8,P/FCF Ratio,0.92,0.97,-,-,0.57,-,-0.87,-,0.43,-3.08,-,Upgrade
9,P/OCF Ratio,0.82,0.82,-,-,0.53,-,-1.43,-,0.41,-4.87,-,Upgrade
10,EV/Sales Ratio,8.88,8.95,11.69,9.73,9.64,8.11,7.62,6.20,4.53,5.17,4.53,Upgrade
11,EV/EBITDA Ratio,19.00,17.77,16.26,13.21,12.64,9.75,8.83,7.32,5.34,6.31,5.93,Upgrade
12,EV/EBIT Ratio,21.82,19.15,18.34,14.03,13.38,10.31,9.24,7.64,5.57,6.60,6.26,Upgrade
13,EV/FCF Ratio,68.62,69.20,-,-,25.74,-,-30.10,-,5.74,-62.83,-,Upgrade
14,Debt / Equity Ratio,0.98,0.98,0.99,0.84,0.70,0.99,0.88,0.87,0.66,0.72,0.83,Upgrade
15,Debt / FCF Ratio,52.52,52.52,-,-,19.51,-,-24.98,-,8.38,-85.21,-,Upgrade
16,Return on Capital Employed (ROCE),3.80%,3.80%,3.93%,4.34%,4.41%,6.28%,6.70%,6.01%,5.38%,5.46%,5.22%,Upgrade
17,Earnings Yield,-1119.87%,-1060.93%,-1093.30%,-40.32%,87.91%,-255.11%,-147.57%,79.99%,108.85%,87.65%,77.45%,Upgrade
18,FCF Yield,108.34%,102.64%,-248.40%,168.83%,176.80%,10.07%,-114.96%,37.65%,234.03%,-32.46%,4.74%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,0.01%,0.07%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,0.01%,0.07%,Upgrade,
