,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,1235,267.02,249.73,163.3,186.06,172.12,138.48,124.61,126.83,224.03,Upgrade
1,Other Revenue,396.82,635.97,750.71,937.42,1016,1187,1291,1212,1277,1026,Upgrade
2,Revenue,1632,902.99,1000,1101,1202,1359,1430,1337,1404,1250,Upgrade
3,Revenue Growth (YoY),63.12%,-17.96%,-16.78%,-18.99%,-15.92%,1.67%,1.85%,6.90%,1.60%,-2.31%,Upgrade
4,Cost of Revenue,704.6,75.68,75.47,53.64,50.99,-15.45,35.17,34.72,31.37,91.5,Upgrade
5,Gross Profit,927.32,827.31,924.97,1047,1151,1374,1395,1302,1372,1159,Upgrade
6,"Selling, General & Admin",166.94,187.83,134.01,165.81,151.49,125.48,120.02,123.31,116.67,128.92,Upgrade
7,Operating Expenses,272.04,297.21,241.4,273.18,266.82,244.79,224.87,226.92,216.96,235.75,Upgrade
8,Operating Income,655.28,530.1,683.57,773.9,884.42,1129,1170,1075,1156,923,Upgrade
9,Interest Expense,-284.12,-304.39,-241.57,-223.49,-124.44,-115.46,-158.79,-148.1,-208.21,-278.39,Upgrade
10,Interest & Investment Income,-,-,-,-,-,-,-,-,-,0.24,Upgrade
11,Earnings From Equity Investments,-95.41,-58.41,29.29,265.22,167.62,29.09,-2.84,-49.85,52.39,-41.91,Upgrade
12,Currency Exchange Gain (Loss),-0.02,-0.01,-0.01,-4.36,-0.58,0.75,-1.35,-2.36,0.13,4.16,Upgrade
13,Other Non Operating Income (Expenses),-30.98,-28.93,-30.26,-34.92,-30.74,-34.26,-30.02,-25.07,-23.07,-29.35,Upgrade
14,EBT Excluding Unusual Items,244.76,138.36,441.01,776.36,896.27,1010,976.83,849.49,976.77,577.75,Upgrade
15,Gain (Loss) on Sale of Investments,-390.6,-5105,-1782,-571.86,-1063,-2832,-1250,151.88,44.16,-192.73,Upgrade
16,Asset Writedown,-245.49,-119.5,175.36,718.18,81.1,179.63,314.94,-25.67,-216.04,-219.13,Upgrade
17,Other Unusual Items,-,-885.21,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,-391.33,-5972,-1166,922.68,-85.71,-1643,42.24,975.7,804.88,165.89,Upgrade
19,Income Tax Expense,21.6,-184.77,-33.91,123.44,-33.14,-95.71,-34,63.02,6.97,-3.53,Upgrade
20,Earnings From Continuing Operations,-412.93,-5787,-1132,799.24,-52.58,-1547,76.24,912.67,797.91,169.42,Upgrade
21,Minority Interest in Earnings,173.51,2636,513.1,-333.17,15.24,597.59,-32.62,-364.41,-339.39,-38.32,Upgrade
22,Net Income,-239.43,-3151,-618.65,466.07,-37.33,-949.45,43.62,548.26,458.52,131.1,Upgrade
23,Net Income to Common,-239.43,-3151,-618.65,466.07,-37.33,-949.45,43.62,548.26,458.52,131.1,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-90.49%,318.19%,8.53%,-56.39%,Upgrade
25,Shares Outstanding (Basic),841,841,841,841,841,841,841,841,841,841,Upgrade
26,Shares Outstanding (Diluted),841,841,841,841,841,841,841,841,841,841,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-0.01%,-0.07%,Upgrade
28,EPS (Basic),-0.28,-3.75,-0.74,0.55,-0.04,-1.13,0.05,0.65,0.55,0.16,Upgrade
29,EPS (Diluted),-0.28,-3.75,-0.74,0.55,-0.04,-1.13,0.05,0.65,0.55,0.16,Upgrade
30,EPS Growth,-,-,-,-,-,-,-90.83%,316.90%,8.57%,-56.34%,Upgrade
31,Free Cash Flow,707.39,-379.42,-476.97,1116,-253.57,292.51,-998.2,1277,887.86,-1106,Upgrade
32,Free Cash Flow Per Share,0.84,-0.45,-0.57,1.33,-0.30,0.35,-1.19,1.52,1.06,-1.32,Upgrade
33,Operating Margin,40.15%,58.70%,68.33%,70.31%,73.56%,83.12%,81.81%,80.42%,82.31%,73.83%,Upgrade
34,Profit Margin,-14.67%,-348.91%,-61.84%,42.34%,-3.11%,-69.87%,3.05%,41.02%,32.66%,10.49%,Upgrade
35,Free Cash Flow Margin,43.35%,-42.02%,-47.68%,101.37%,-21.09%,21.53%,-69.81%,95.53%,63.24%,-88.48%,Upgrade
36,EBITDA,699.13,578.04,790.96,756.82,999.75,1131,1275,1069,1256,917.93,Upgrade
37,D&A For EBITDA,43.85,47.94,107.39,-17.08,115.33,1.53,104.85,-5.96,100.29,-5.08,Upgrade
38,EBIT,655.28,530.1,683.57,773.9,884.42,1129,1170,1075,1156,923,Upgrade
39,Revenue as Reported,1632,902.99,1000,1101,1202,1359,1430,1337,1404,1250,Upgrade
