,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,307.39,436.1,619.23,982.86,890.53,769.88,941.1,378.17,601.93,400.71,Upgrade
1,Short-Term Investments,153.47,254.02,229.33,216.49,332.27,580.09,230.45,357.37,172.66,35.28,Upgrade
2,Trading Asset Securities,1114,1251,1515,2616,1503,1782,2319,1241,884.14,952.05,Upgrade
3,Accounts Receivable,64.75,113.33,132.49,218.05,181.49,231.49,1496,533.4,528,622.59,Upgrade
4,Other Receivables,85.57,117.26,442.29,643.88,976.63,1364,874.16,1606,1683,2035.0,Upgrade
5,"Property, Plant & Equipment",50.29,61.16,71.02,80.12,90.91,101.82,90.05,102.85,115.97,128.71,Upgrade
6,Goodwill,16.39,16.39,16.39,16.39,16.39,16.39,16.39,16.39,16.39,16.39,Upgrade
7,Other Intangible Assets,0.96,0.96,0.96,0.96,0.96,0.96,1.42,2.1,2.79,3.47,Upgrade
8,Investments in Debt & Equity Securities,1989,2286,4562,6058,10826,9673,8199,6913,8517,7060.0,Upgrade
9,Other Current Assets,140.78,4.31,65.91,3.36,232.87,4.82,244.22,4.19,145.95,4.6,Upgrade
10,Long-Term Deferred Tax Assets,-,-,-,-,-,2.04,2.05,1.38,7.59,13.52,Upgrade
11,Other Long-Term Assets,15.95,19.52,11.83,13.42,10.71,8.73,88.33,10.14,363.51,368.01,Upgrade
12,Total Assets,3939,4560,7666,10850,15062,14535,14502,11165,13039,11640.0,Upgrade
13,Accounts Payable,142.57,286.93,228.57,261.38,353.99,640.53,268.09,359.44,185.21,38.96,Upgrade
14,Accrued Expenses,24.71,68.79,46.16,141.29,49.52,58.61,-,70.99,-,90.88,Upgrade
15,Short-Term Debt,2145,2874,5639,8686,12410,10816,10864,7931,10091,8929.0,Upgrade
16,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,50,50.0,Upgrade
17,Current Portion of Leases,21.61,19.18,20.8,20.8,20.8,20.8,27.39,27.39,27.39,27.39,Upgrade
18,Other Current Liabilities,159.57,8.58,161.68,51.92,318.68,112.62,434.01,17.67,414.51,81.38,Upgrade
19,Long-Term Leases,29.31,39.45,48.84,57.96,66.92,75.73,57.43,66.67,79.98,91.01,Upgrade
20,Long-Term Deferred Tax Liabilities,25.64,10.26,19.8,18.77,22.27,36.71,64.58,70.72,36.92,25.51,Upgrade
21,Total Liabilities,2549,3307,6186,9251,13250,11780,11764,8565,10929,9418.0,Upgrade
22,Common Stock,443.2,447.75,448.74,449.47,457.61,469.79,475.54,476.28,476.58,476.79,Upgrade
23,Additional Paid-In Capital,3438,3438,3440,3442,3468,3612,3662,3826,3830,3990.0,Upgrade
24,Retained Earnings,-2357,-2430,-2071,-1800,-1611,-1309,-1402,-1607,-1849,-2018.0,Upgrade
25,Comprehensive Income & Other,-134,-202.73,-337.32,-491.91,-502.47,-18.02,3.39,-95.08,-347.69,-225.86,Upgrade
26,Total Common Equity,1390,1253,1481,1599,1812,2756,2738,2600,2110,2222.0,Upgrade
27,Shareholders' Equity,1390,1253,1481,1599,1812,2756,2738,2600,2110,2222.0,Upgrade
28,Total Liabilities & Equity,3939,4560,7666,10850,15062,14535,14502,11165,13039,11640.0,Upgrade
29,Total Debt,2196,2932,5709,8764,12498,10912,10949,8025,10248,9097.0,Upgrade
30,Net Cash (Debt),-620.87,-991.23,-3345,-4949,-9772,-7780,-7459,-6049,-8590,-7709.0,Upgrade
31,Net Cash Per Share,-0.56,-0.89,-2.98,-4.36,-8.39,-6.58,-6.27,-5.08,-7.21,-6.46,Upgrade
32,Filing Date Shares Outstanding,1102,1110,1121,1123,1142,1172,1189,1191,1191,1192.0,Upgrade
33,Total Common Shares Outstanding,1102,1110,1121,1123,1142,1172,1189,1191,1191,1192.0,Upgrade
34,Working Capital,-628.15,-1081,-3113,-4493,-9043,-6935,-5537,-4308,-6797,-5251.0,Upgrade
35,Book Value Per Share,1.26,1.13,1.32,1.42,1.59,2.35,2.30,2.18,1.77,1.86,Upgrade
36,Tangible Book Value,1373,1235,1463,1582,1795,2738,2721,2581,2091,2202.0,Upgrade
37,Tangible Book Value Per Share,1.25,1.11,1.31,1.41,1.57,2.34,2.29,2.17,1.75,1.85,Upgrade
