,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Interest and Dividend Income,65.6,129.95,182.64,268.41,324.13,313.89,323.76,388.15,407.45,385.62,Upgrade
1,Total Interest Expense,58.17,80.69,149.56,136.2,129.91,82.55,91.88,155.31,163.17,155.78,Upgrade
2,Net Interest Income,7.43,49.26,33.09,132.21,194.22,231.34,231.88,232.84,244.29,229.84,Upgrade
3,Brokerage Commission,5.48,13.07,0.67,0.4,0.14,-3.64,4.42,0.33,0.37,0.36,Upgrade
4,Asset Management Fee,51.5,50.91,73.52,102.56,63.53,59.01,69.59,75.21,62.23,62.33,Upgrade
5,Underwriting & Investment Banking Fee,34.1,34.75,8.39,13.54,29.27,65.11,63.25,53.92,31.54,83.27,Upgrade
6,Gain on Sale of Investments (Rev),82.58,-297.17,-40.98,-144.33,-137.75,-51.47,-28.94,8.67,39.13,79.67,Upgrade
7,Other Revenue,9.63,14.53,19.21,10.31,5.42,6.3,6.65,9.03,7.48,7.59,Upgrade
8,Revenue Before Loan Losses,190.71,-134.65,93.89,114.69,154.84,306.64,346.84,380,385.02,463.06,Upgrade
9,Provision for Loan Losses,0.13,22.73,67.23,53.11,35.26,41.85,21.39,-6.94,6.81,9.56,Upgrade
10,Revenue,190.58,-157.38,26.66,61.58,119.58,264.8,325.45,386.94,378.21,453.5,Upgrade
11,Revenue Growth (YoY),614.84%,-,-77.71%,-76.74%,-63.26%,-31.57%,-13.95%,-14.68%,28.77%,73.50%,Upgrade
12,Salaries & Employee Benefits,40.59,32.18,30.64,56.11,38.93,55.16,38.55,55.57,33.55,73.91,Upgrade
13,Other Operating Expenses,26.81,57.78,29.95,50.88,-,29.57,25.85,26.06,25.94,30.95,Upgrade
14,Total Operating Expenses,79.87,118.94,93.19,141.67,88.79,96.77,78.78,95.39,74.91,120.18,Upgrade
15,Operating Income,110.71,-276.32,-66.53,-80.09,30.79,168.03,246.67,291.55,303.3,333.32,Upgrade
16,Currency Exchange Gains,-0.26,-7.52,-9.66,-2.79,-22.61,-0.22,0.01,6.43,-3.82,-1.49,Upgrade
17,Other Non-Operating Income (Expenses),-1.59,0.7,-4.07,-11.14,-12.66,-,-,-,-,-,Upgrade
18,EBT Excluding Unusual Items,108.86,-283.14,-80.25,-94.02,-4.48,167.81,246.68,297.98,299.49,331.83,Upgrade
19,Gain (Loss) on Sale of Investments,-6.59,-40.78,-156.82,-61.55,-270.77,-107.85,-12.87,-12.97,-99.32,-82.29,Upgrade
20,Pretax Income,102.27,-323.92,-237.07,-155.56,-275.25,59.96,233.81,285.01,200.17,249.53,Upgrade
21,Income Tax Expense,22.59,-2.11,13.43,2.42,3.36,-30.01,32.62,57.24,34.72,42.99,Upgrade
22,Earnings From Continuing Ops.,79.67,-321.81,-250.5,-157.99,-278.61,89.97,201.19,227.77,165.45,206.55,Upgrade
23,Net Income to Company,79.67,-321.81,-250.5,-157.99,-278.61,89.97,201.19,227.77,165.45,206.55,Upgrade
24,Net Income,79.67,-321.81,-250.5,-157.99,-278.61,89.97,201.19,227.77,165.45,206.55,Upgrade
25,Net Income to Common,79.67,-321.81,-250.5,-157.99,-278.61,89.97,201.19,227.77,165.45,206.55,Upgrade
26,Net Income Growth,-,-,-,-,-,-60.50%,21.60%,10.27%,10.07%,42.65%,Upgrade
27,Shares Outstanding (Basic),1113,1120,1122,1136,1164,1182,1190,1191,1192,1193,Upgrade
28,Shares Outstanding (Diluted),1113,1120,1122,1136,1164,1182,1190,1191,1192,1193,Upgrade
29,Shares Change (YoY),-0.83%,-1.39%,-3.60%,-3.92%,-2.16%,-0.76%,-0.15%,-0.12%,-0.07%,1.79%,Upgrade
30,EPS (Basic),0.07,-0.29,-0.22,-0.14,-0.24,0.08,0.17,0.19,0.14,0.17,Upgrade
31,EPS (Diluted),0.07,-0.29,-0.22,-0.14,-0.24,0.08,0.17,0.19,0.14,0.17,Upgrade
32,EPS Growth,-,-,-,-,-,-59.96%,21.78%,10.47%,10.14%,39.19%,Upgrade
33,Free Cash Flow,871.03,480.96,1879,2191,-1620,787.83,-568.06,1916,-398.31,-272.82,Upgrade
34,Free Cash Flow Per Share,0.78,0.43,1.67,1.93,-1.39,0.67,-0.48,1.61,-0.33,-0.23,Upgrade
35,Operating Margin,58.09%,-,-249.54%,-130.05%,25.75%,63.46%,75.79%,75.35%,80.19%,73.50%,Upgrade
36,Profit Margin,41.81%,-,-939.61%,-256.55%,-232.99%,33.98%,61.82%,58.87%,43.75%,45.55%,Upgrade
37,Free Cash Flow Margin,457.05%,-,7048.37%,3558.55%,-1354.32%,297.52%,-174.54%,495.28%,-105.32%,-60.16%,Upgrade
