,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,245.2,234.99,229.66,211.28,91.72,84.43,175.47,197.63,197.47,189.28
1,Cash & Short-Term Investments,245.2,234.99,229.66,211.28,91.72,84.43,175.47,197.63,197.47,189.28
2,Cash Growth,6.77%,11.22%,150.40%,150.25%,-47.73%,-57.28%,-11.14%,4.41%,6.31%,-1.11%
3,Accounts Receivable,0.13,0.55,-,0.66,-,-,-,-,-,-
4,Other Receivables,29.13,29.32,29.25,28.4,113.44,105.76,0.94,0.23,-,0.24
5,Receivables,29.26,29.87,29.25,29.05,113.44,105.76,0.94,0.23,-,0.24
6,Inventory,20.28,21.23,17.58,20.01,22.53,23.83,18.49,18.61,18.71,19.27
7,Other Current Assets,0.46,0.43,0.41,1.25,0.13,0.43,0.37,1.03,2.81,0.5
8,Total Current Assets,295.21,286.51,276.9,261.6,227.81,214.45,195.27,217.5,218.99,209.29
9,"Property, Plant & Equipment",11.5,12.59,4.43,4.7,4.82,4.32,4.29,3.87,3.68,3.11
10,Long-Term Investments,5.12,5.32,6.08,6.91,7.34,8.17,8.48,8.9,8.16,8.6
11,Other Intangible Assets,0.31,0.49,0.73,0.23,0.15,0.15,-,-,-,-
12,Long-Term Deferred Tax Assets,0.21,0.24,0.31,0.48,0.59,0.82,-,-,-,-
13,Other Long-Term Assets,24.42,24.45,30.68,28.37,52.46,51.23,53,23.1,14.61,14.34
14,Total Assets,336.78,329.61,319.12,302.29,293.19,279.14,261.03,253.38,245.44,235.34
15,Accounts Payable,6.14,7.31,4.24,5.79,7.39,8.82,2.56,2.12,1.86,2.18
16,Accrued Expenses,-,-,2.71,-,2.74,3.12,2.59,3.98,9.18,11.23
17,Current Portion of Leases,0.28,0.54,0.53,0.5,0.63,0.02,0.32,0.6,0.62,-
18,Current Income Taxes Payable,1.34,0.54,1.53,2.17,1.16,1.13,1.56,3.18,1.36,1.46
19,Current Unearned Revenue,7.18,7.36,7.37,5.92,6.83,7.37,8.55,8.03,8.06,7.69
20,Other Current Liabilities,12.81,5.48,-,3.87,-,-,-,-,-,-
21,Total Current Liabilities,27.74,21.23,16.38,18.24,18.74,20.45,15.58,17.91,21.07,22.56
22,Long-Term Leases,-,-,0.28,0.53,0.32,-,-,0.02,0.35,-
23,Long-Term Unearned Revenue,79.41,77.16,75.55,70.73,67.88,67.26,65.7,63.19,60.87,58.19
24,Long-Term Deferred Tax Liabilities,3.68,3.42,2.77,2.6,4.35,3.27,2.08,2.23,2.02,2.11
25,Total Liabilities,110.83,101.81,94.98,92.1,91.29,90.98,83.36,83.35,84.31,82.86
26,Common Stock,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19,66.19
27,Retained Earnings,158.45,160.29,156.64,142.69,134.4,120.66,110.18,102.52,93.63,84.98
28,Comprehensive Income & Other,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
29,Shareholders' Equity,225.95,227.79,224.14,210.19,201.9,188.16,177.68,170.02,161.14,152.48
30,Total Liabilities & Equity,336.78,329.61,319.12,302.29,293.19,279.14,261.03,253.38,245.44,235.34
31,Total Debt,0.28,0.54,0.81,1.03,0.94,0.02,0.32,0.61,0.97,-
32,Net Cash (Debt),244.93,234.45,228.84,210.25,90.78,84.41,175.15,197.02,196.51,189.28
33,Net Cash Growth,7.03%,11.51%,152.10%,149.08%,-48.17%,-57.15%,-10.87%,4.09%,5.79%,-1.11%
34,Net Cash Per Share,0.24,0.23,0.23,0.21,0.09,0.08,0.18,0.20,0.20,0.19
35,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
36,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
37,Working Capital,267.47,265.28,260.51,243.35,209.07,194,179.69,199.59,197.92,186.73
38,Book Value Per Share,0.23,0.23,0.22,0.21,0.20,0.19,0.18,0.17,0.16,0.15
39,Tangible Book Value,225.63,227.31,223.41,209.96,201.75,188.01,177.68,170.02,161.14,152.48
40,Tangible Book Value Per Share,0.23,0.23,0.22,0.21,0.20,0.19,0.18,0.17,0.16,0.15
41,Buildings,-,7.55,-,7.5,-,7.45,-,6.81,-,6.81
42,Machinery,-,9.47,-,5.88,-,5.64,-,4.5,-,3.47
43,Leasehold Improvements,-,0.39,-,0.39,-,0.32,-,0.32,-,0.32
