,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,160879,101950,95952,81674,68100,71735,58975,55270,63155,76702,69847,71876,55871,63427,86224,81210,66490,53027,78515,70917,Upgrade
1,Short-Term Investments,-,41486,-,58522,-,43730,-,44624,-,49824,-,43057,-,72043,-,25543,-,88927,-,60039,Upgrade
2,Trading Asset Securities,6995,2745,1980,1791,10961,8194,7949,3285,3522,3266,5760,5879,11220,4224,17847,28240,2355,1469,1231,1087,Upgrade
3,Cash & Short-Term Investments,167875,146181,97932,141987,79061,123659,66924,103179,66676,129792,75607,120812,67090,139693,104071,134993,68844,143424,79746,132043,Upgrade
4,Cash Growth,112.34%,18.21%,46.33%,37.61%,18.57%,-4.73%,-11.48%,-14.60%,-0.62%,-7.09%,-27.35%,-10.50%,-2.55%,-2.60%,30.50%,2.23%,29.04%,29.24%,133.35%,32.29%,Upgrade
5,Accounts Receivable,46995,53417,47921,43131,45699,48073,45709,38049,41731,40906,38807,33736,36128,38208,34873,31520,34003,35011,26735,23432,Upgrade
6,Other Receivables,16700,22427,20780,15512,18878,17807,18914,15738,15052,16248,13558,13378,18592,17846,15626,16876,13746,11606,6171,10279,Upgrade
7,Receivables,75571,89803,84119,72940,78083,82633,81578,67925,69748,72739,72482,67770,74948,74542,70228,64865,63222,58801,44286,44580,Upgrade
8,Inventory,46549,44405,45011,50655,37256,38165,37251,50412,40723,41137,46437,50277,36820,38019,34706,33840,24131,24104,27143,34690,Upgrade
