,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,169,204,257,546,273,109,208,417,576,512,809,Upgrade
1,Market Cap Growth,-62.60%,-62.60%,-6.00%,400.34%,31.04%,-73.81%,-63.79%,-18.64%,-28.87%,-51.75%,-58.29%,Upgrade
2,Enterprise Value,231,235,316,615,428,158,322,526,767,829,1229,Upgrade
3,Last Close Price,0.09,0.18,0.22,0.47,0.24,0.10,0.20,0.40,0.55,0.65,1.03,Upgrade
4,PS Ratio,0.80,1.74,2.21,6.93,3.13,0.79,1.07,2.05,3.15,3.45,4.61,Upgrade
5,PB Ratio,-0.25,-0.25,-0.34,-0.90,-0.46,-0.21,-0.51,39.13,22.19,6.74,18.83,Upgrade
6,P/TBV Ratio,-,-,-,-,-,-,-,9.42,12.56,29.52,34.67,Upgrade
7,P/FCF Ratio,-,-,-,-,-52.03,-,-10.35,-,-,1.51,6.88,Upgrade
8,P/OCF Ratio,-,-,-,-,-52.12,-,-70.72,-,-,1.50,6.66,Upgrade
9,EV/Sales Ratio,1.97,1.99,2.72,7.81,4.91,1.15,1.65,2.59,4.19,5.59,7.00,Upgrade
10,EV/FCF Ratio,-11.53,-,-,-,-81.55,-,-16.00,-,-,2.45,10.44,Upgrade
11,Debt / Equity Ratio,-0.49,-0.49,-0.52,-0.66,-0.66,-0.88,-1.09,41.12,17.90,6.96,13.29,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-74.14,-,-22.28,-,-,1.56,4.85,Upgrade
13,Earnings Yield,-98.07%,-81.18%,-56.80%,-21.87%,-76.33%,-354.80%,-153.50%,-29.55%,-35.71%,-109.77%,-77.06%,Upgrade
14,FCF Yield,-11.87%,-9.83%,-12.39%,2.58%,-1.92%,-23.14%,-9.67%,-82.00%,-11.04%,66.11%,14.54%,Upgrade
15,Buyback Yield / Dilution,-2.24%,-0.00%,-4.59%,-10.07%,-5.24%,-,-5.13%,-33.67%,-27.08%,-3.51%,-5.30%,Upgrade
16,Total Shareholder Return,-2.24%,-0.00%,-4.59%,-10.07%,-5.24%,-,-5.13%,-33.67%,-27.08%,-3.51%,-5.30%,Upgrade
