,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,28.78,80.8,24.51,48.41,28.68,89.26,69.6,99.33,54.77,80.46,Upgrade
1,Revenue Growth (YoY),17.41%,66.89%,-14.52%,-45.76%,-58.80%,-10.14%,27.08%,23.45%,-28.33%,-11.31%,Upgrade
2,Cost of Revenue,21.5,105,22.84,46.13,45.4,96.35,70.14,137.99,41.49,104.48,Upgrade
3,Gross Profit,7.27,-24.2,1.67,2.29,-16.72,-7.09,-0.54,-38.66,13.28,-24.02,Upgrade
4,"Selling, General & Admin",12.4,42.23,22.51,40,29,40.73,45.28,70.71,53.5,57.51,Upgrade
5,Operating Expenses,12.4,42.88,22.51,38.42,31.49,44.47,45.91,66.5,58.33,59.67,Upgrade
6,Operating Income,-5.12,-67.08,-20.84,-36.13,-48.21,-51.55,-46.45,-105.16,-45.04,-83.68,Upgrade
7,Interest Expense,-34.03,-37.74,-30.02,-39.42,-36.59,-37.03,-39.29,-40.85,-45.02,-64.38,Upgrade
8,Interest & Investment Income,-,0.01,-,0.49,-,0.19,-,0.03,-,0.78,Upgrade
9,Earnings From Equity Investments,0.22,-6.76,1.89,-0.73,-,-,-,0.45,-12.28,20.98,Upgrade
10,Currency Exchange Gain (Loss),-,-1.24,-,-0.01,-,0.04,-,0.26,-,0.15,Upgrade
11,Other Non Operating Income (Expenses),-0.07,-0.59,-0.24,-6.74,5.09,0.62,-0.06,20.2,40.78,-98.42,Upgrade
12,EBT Excluding Unusual Items,-39,-113.41,-49.22,-82.54,-79.71,-87.73,-85.8,-125.07,-61.56,-224.57,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-18.97,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,2.24,-8.88,11.3,-12,-9.46,-29.7,-16.31,58.86,-32.52,-94.12,Upgrade
15,Gain (Loss) on Sale of Assets,-,0.07,21.75,27,-,-0.2,80.84,-,-,10.54,Upgrade
16,Asset Writedown,-,-27.62,-,-64.98,-,-248.68,-,-71.49,-,-163.93,Upgrade
17,Other Unusual Items,-,-,-,0.74,-,0.23,-,15.8,-,-11.63,Upgrade
18,Pretax Income,-36.77,-149.83,-16.17,-131.77,-89.17,-385.05,-21.27,-121.91,-94.08,-483.72,Upgrade
19,Income Tax Expense,0.04,-1.4,0.03,-6.5,-0.17,-39.5,0.07,-7.2,-1.16,-16.51,Upgrade
20,Earnings From Continuing Operations,-36.81,-148.43,-16.19,-125.27,-88.99,-345.55,-21.34,-114.71,-92.92,-467.21,Upgrade
21,Net Income to Company,-36.81,-148.43,-16.19,-125.27,-88.99,-345.55,-21.34,-114.71,-92.92,-467.21,Upgrade
22,Minority Interest in Earnings,1.93,28.94,3.3,27.61,2.24,101.6,4.62,29,5.51,41.97,Upgrade
23,Net Income,-34.87,-119.49,-12.89,-97.66,-86.76,-243.94,-16.72,-85.71,-87.41,-425.23,Upgrade
24,Net Income to Common,-34.87,-119.49,-12.89,-97.66,-86.76,-243.94,-16.72,-85.71,-87.41,-425.23,Upgrade
25,Shares Outstanding (Basic),1093,1093,1093,1045,993,993,993,944,743,743,Upgrade
26,Shares Outstanding (Diluted),1093,1093,1093,1045,993,993,993,944,743,743,Upgrade
27,Shares Change (YoY),0.00%,4.59%,10.07%,5.24%,-,5.13%,33.67%,27.08%,3.51%,5.30%,Upgrade
28,EPS (Basic),-0.03,-0.11,-0.01,-0.09,-0.09,-0.25,-0.02,-0.09,-0.12,-0.57,Upgrade
29,EPS (Diluted),-0.03,-0.11,-0.01,-0.09,-0.09,-0.25,-0.02,-0.09,-0.12,-0.57,Upgrade
30,Free Cash Flow,-7.88,-10.8,-18.09,31.11,-35.75,14.18,-30.59,-253.63,200.1,108.65,Upgrade
31,Free Cash Flow Per Share,-0.01,-0.01,-0.02,0.03,-0.04,0.01,-0.03,-0.27,0.27,0.15,Upgrade
32,Operating Margin,-17.80%,-83.02%,-85.04%,-74.64%,-168.12%,-57.76%,-66.73%,-105.86%,-82.23%,-104.00%,Upgrade
33,Profit Margin,-121.18%,-147.89%,-52.60%,-201.72%,-302.54%,-273.29%,-24.02%,-86.29%,-159.59%,-528.48%,Upgrade
34,Free Cash Flow Margin,-27.40%,-13.37%,-73.79%,64.25%,-124.67%,15.88%,-43.95%,-255.34%,365.32%,135.02%,Upgrade
35,EBITDA,-4.29,-62.42,-20.32,-31.71,-47.24,-48.75,-44.26,-104.33,-44.25,-86.72,Upgrade
36,D&A For EBITDA,0.83,4.66,0.53,4.43,0.97,2.8,2.19,0.83,0.79,-3.04,Upgrade
37,EBIT,-5.12,-67.08,-20.84,-36.13,-48.21,-51.55,-46.45,-105.16,-45.04,-83.68,Upgrade
