,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,238,202,211,271,405,470,500,684,529,553,827,Upgrade
1,Market Cap Growth,-25.27%,-25.27%,-47.79%,-42.41%,-19.05%,-31.30%,-5.62%,23.66%,-35.97%,-44.97%,15.83%,Upgrade
2,Enterprise Value,282,-256,158,-52,551,294,605,701,384,85,602,Upgrade
3,Last Close Price,0.40,0.34,0.33,0.43,0.61,0.70,0.72,0.99,0.74,0.77,1.11,Upgrade
4,PE Ratio,2.22,1.89,8.21,-,-,6.33,6.46,8.51,4.27,5.62,6.31,Upgrade
5,PS Ratio,0.03,0.03,0.04,0.05,0.07,0.07,0.07,0.12,0.11,0.11,0.16,Upgrade
6,PB Ratio,0.11,0.09,0.09,0.12,0.18,0.21,0.22,0.32,0.25,0.27,0.40,Upgrade
7,P/TBV Ratio,0.10,0.10,0.10,0.14,0.20,0.22,0.24,0.35,0.27,0.29,0.43,Upgrade
8,P/FCF Ratio,-,-,2.10,1.10,2.70,-,3.06,-6.61,-,-,-24.41,Upgrade
9,P/OCF Ratio,10.86,-,0.99,0.75,1.83,-,1.81,65.38,-,-,14.36,Upgrade
10,EV/Sales Ratio,0.04,-,0.03,-,0.09,0.04,0.09,0.12,0.08,0.02,0.12,Upgrade
11,EV/EBITDA Ratio,0.89,-,0.86,-,5.28,1.45,2.84,5.28,2.36,0.41,2.27,Upgrade
12,EV/EBIT Ratio,1.43,-,1.59,-,-,2.46,4.58,12.75,4.44,0.61,3.15,Upgrade
13,EV/FCF Ratio,-4.83,-,1.57,-,3.68,-,3.70,-6.78,-,-,-17.76,Upgrade
14,Debt / Equity Ratio,0.40,0.40,0.34,0.30,0.24,0.26,0.24,0.25,0.21,0.14,0.16,Upgrade
15,Debt / FCF Ratio,-,-,7.71,2.62,3.61,-,3.38,-5.18,-,-,-9.51,Upgrade
16,Return on Capital Employed (ROCE),8.12%,8.12%,4.09%,-,-,4.94%,5.37%,2.36%,3.66%,6.22%,8.64%,Upgrade
17,Earnings Yield,44.97%,52.90%,12.19%,-27.84%,-2.52%,15.80%,15.48%,11.75%,23.44%,17.80%,15.84%,Upgrade
18,FCF Yield,-24.55%,-28.88%,47.51%,90.57%,36.99%,1.15%,32.66%,-15.13%,-42.39%,18.20%,-4.10%,Upgrade
